Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1997,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",18.0,NBA,SF,71,6,1103,176,422,0.42,51,136,0.38,125,286,0.44,0.48,136,166,0.82,47,85,132,91,49,23,112,102,539,0
1998,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",19.0,NBA,SF,79,1,2056,391,913,0.43,75,220,0.34,316,693,0.46,0.47,363,457,0.79,79,163,242,199,74,40,157,180,1220,0
1999,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",20.0,NBA,SG,50,50,1896,362,779,0.46,27,101,0.27,335,678,0.49,0.48,245,292,0.84,53,211,264,190,72,50,157,153,996,0
2000,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",21.0,NBA,SG,66,62,2524,554,1183,0.47,46,144,0.32,508,1039,0.49,0.49,331,403,0.82,108,308,416,323,106,62,182,220,1485,0
2001,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",22.0,NBA,SG,68,68,2783,701,1510,0.46,61,200,0.3,640,1310,0.49,0.48,475,557,0.85,104,295,399,338,114,43,220,222,1938,2
2002,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",23.0,NBA,SG,80,80,3063,749,1597,0.47,33,132,0.25,716,1465,0.49,0.48,488,589,0.83,112,329,441,438,118,35,223,228,2019,1
2003,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",24.0,NBA,SG,82,82,3401,868,1924,0.45,124,324,0.38,744,1600,0.46,0.48,601,713,0.84,106,458,564,481,181,67,288,218,2461,5
2004,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",25.0,NBA,SG,65,64,2447,516,1178,0.44,71,217,0.33,445,961,0.46,0.47,454,533,0.85,103,256,359,330,112,28,171,176,1557,1
2005,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",26.0,NBA,SG,66,66,2689,573,1324,0.43,131,387,0.34,442,937,0.47,0.48,542,664,0.82,95,297,392,398,86,53,270,174,1819,5
2006,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",27.0,NBA,SG,80,80,3277,978,2173,0.45,180,518,0.35,798,1655,0.48,0.49,696,819,0.85,71,354,425,360,147,30,250,233,2832,0
2007,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",28.0,NBA,SG,77,77,3140,813,1757,0.46,137,398,0.34,676,1359,0.5,0.5,667,768,0.87,75,364,439,413,111,36,255,205,2430,0
2008,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",29.0,NBA,SG,82,82,3192,775,1690,0.46,150,415,0.36,625,1275,0.49,0.5,623,742,0.84,94,423,517,441,151,40,257,227,2323,0
2009,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",30.0,NBA,SG,82,82,2960,800,1712,0.47,118,336,0.35,682,1376,0.5,0.5,483,564,0.86,90,339,429,399,120,37,210,189,2201,2
2010,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",31.0,NBA,SG,73,73,2835,716,1569,0.46,99,301,0.33,617,1268,0.49,0.49,439,541,0.81,78,313,391,365,113,20,233,187,1970,0
2011,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",32.0,NBA,SG,82,82,2779,740,1639,0.45,115,356,0.32,625,1283,0.49,0.49,483,583,0.83,83,336,419,388,99,12,243,172,2078,1
2012,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",33.0,NBA,SG,58,58,2232,574,1336,0.43,87,287,0.3,487,1049,0.46,0.46,381,451,0.84,66,247,313,264,69,18,204,105,1616,0
2013,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",34.0,NBA,SG,78,78,3013,738,1595,0.46,132,407,0.32,606,1188,0.51,0.5,525,626,0.84,66,367,433,469,106,25,287,173,2133,2
2014,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",35.0,NBA,SG,6,6,177,31,73,0.42,3,16,0.19,28,57,0.49,0.44,18,21,0.86,2,24,26,38,7,1,34,9,83,0
2015,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",36.0,NBA,SG,35,35,1207,266,713,0.37,54,184,0.29,212,529,0.4,0.41,196,241,0.81,26,173,199,197,47,7,128,65,782,2
2016,14,408,LAL,Los Angeles Lakers,Kobe Bryant,"August 23, 1978",37.0,NBA,SF,66,66,1863,398,1113,0.36,133,467,0.28,265,646,0.41,0.42,232,281,0.83,41,206,247,184,62,13,129,115,1161,0
