Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2008,27.0,HOU,NBA,PF,6.0,220.0,14.4,0.51,0.015,0.522,12.0,16.7,14.3,6.8,1.0,0.4,12.7,20.4,,0.2,0.2,0.4,0.095,,-1.9,0.0,-1.8,0.0
2009,28.0,HOU,NBA,PF,13.0,424.0,16.2,0.527,0.0,0.314,8.1,21.9,15.2,10.3,0.9,0.5,11.0,22.6,,0.4,0.5,0.9,0.107,,-0.5,0.9,0.4,0.3
2014,33.0,IND,NBA,PF,18.0,243.0,13.1,0.48,0.029,0.21,5.6,15.1,10.4,7.4,1.3,1.1,5.8,24.4,,-0.1,0.3,0.3,0.054,,-2.1,-0.6,-2.7,0.0
2016,35.0,TOR,NBA,PF,11.0,140.0,2.7,0.391,0.677,0.355,1.6,14.6,7.7,7.7,1.2,0.0,12.2,13.5,,-0.2,0.1,-0.1,-0.026,,-5.1,-0.5,-5.6,-0.1
