Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982-83,22.0,KCK,NBA,PF,82.0,61.0,1643.0,147.0,247.0,0.595,0.0,0.0,,147.0,247.0,0.595,0.595,70.0,114.0,0.614,170.0,315.0,485.0,62.0,68.0,12.0,51.0,247.0,364.0
1983-84,23.0,KCK,NBA,PF,71.0,1.0,960.0,63.0,126.0,0.5,0.0,0.0,,63.0,126.0,0.5,0.5,48.0,60.0,0.8,73.0,149.0,222.0,50.0,41.0,9.0,33.0,138.0,174.0
1984-85,24.0,KCK,NBA,PF,22.0,0.0,225.0,26.0,44.0,0.591,0.0,0.0,,26.0,44.0,0.591,0.591,10.0,19.0,0.526,15.0,29.0,44.0,18.0,3.0,1.0,12.0,26.0,62.0
1986-87,26.0,SAS,NBA,PF,60.0,7.0,980.0,84.0,192.0,0.438,4.0,31.0,0.129,80.0,161.0,0.497,0.448,51.0,69.0,0.739,96.0,188.0,284.0,83.0,40.0,11.0,36.0,144.0,223.0
1987-88,27.0,SAS,NBA,PF,68.0,1.0,837.0,50.0,109.0,0.459,1.0,2.0,0.5,49.0,107.0,0.458,0.463,41.0,63.0,0.651,82.0,140.0,222.0,49.0,29.0,5.0,27.0,94.0,142.0
1988-89,28.0,TOT,NBA,PF,43.0,0.0,258.0,13.0,36.0,0.361,0.0,2.0,0.0,13.0,34.0,0.382,0.361,4.0,9.0,0.444,22.0,56.0,78.0,14.0,7.0,1.0,7.0,45.0,30.0
1988-89,28.0,CHI,NBA,PF,13.0,0.0,94.0,5.0,7.0,0.714,0.0,0.0,,5.0,7.0,0.714,0.714,1.0,2.0,0.5,4.0,19.0,23.0,6.0,3.0,1.0,1.0,23.0,11.0
1988-89,28.0,PHO,NBA,PF,30.0,0.0,164.0,8.0,29.0,0.276,0.0,2.0,0.0,8.0,27.0,0.296,0.276,3.0,7.0,0.429,18.0,37.0,55.0,8.0,4.0,0.0,6.0,22.0,19.0
1989-90,29.0,CHI,NBA,PF,46.0,0.0,503.0,37.0,70.0,0.529,0.0,2.0,0.0,37.0,68.0,0.544,0.529,30.0,41.0,0.732,46.0,92.0,138.0,28.0,16.0,4.0,17.0,67.0,104.0
1990-91,30.0,PHO,NBA,PF,55.0,0.0,573.0,45.0,97.0,0.464,5.0,16.0,0.313,40.0,81.0,0.494,0.49,28.0,38.0,0.737,44.0,107.0,151.0,36.0,24.0,4.0,19.0,46.0,123.0
1991-92,31.0,PHO,NBA,PF,52.0,4.0,505.0,62.0,121.0,0.512,20.0,50.0,0.4,42.0,71.0,0.592,0.595,16.0,24.0,0.667,25.0,86.0,111.0,37.0,16.0,2.0,17.0,45.0,160.0
1992-93,32.0,TOT,NBA,PF,41.0,4.0,308.0,26.0,69.0,0.377,8.0,27.0,0.296,18.0,42.0,0.429,0.435,9.0,12.0,0.75,12.0,52.0,64.0,15.0,12.0,2.0,7.0,41.0,69.0
1992-93,32.0,GSW,NBA,PF,30.0,4.0,229.0,16.0,46.0,0.348,7.0,22.0,0.318,9.0,24.0,0.375,0.424,7.0,10.0,0.7,8.0,40.0,48.0,13.0,9.0,1.0,5.0,35.0,46.0
1992-93,32.0,CHI,NBA,PF,11.0,0.0,79.0,10.0,23.0,0.435,1.0,5.0,0.2,9.0,18.0,0.5,0.457,2.0,2.0,1.0,4.0,12.0,16.0,2.0,3.0,1.0,2.0,6.0,23.0
