PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Larry Bird,25,12,,490,8.8,20.6,0.42700000000000005,0.1,0.6,0.16699999999999998,8.7,20.0,0.435,3.7,4.5,0.8220000000000001,3.3,11.7,15.0,6.7,2.3,1.7,3.8,4.3,21.4,,103,94
Robert Parish,28,12,,426,11.7,24.1,0.488,0.0,0.0,,11.7,24.1,0.488,5.9,8.6,0.68,5.0,10.6,15.5,2.1,0.6,5.5,4.5,5.4,29.4,,105,95
Cedric Maxwell,26,12,,385,7.9,15.3,0.517,0.0,0.0,,7.9,15.3,0.517,6.4,8.9,0.7140000000000001,4.7,6.4,11.1,3.3,2.3,1.4,3.1,5.1,22.2,,117,99
Kevin McHale,24,12,,344,11.0,19.1,0.575,0.0,0.0,,11.0,19.1,0.575,5.7,7.6,0.755,5.8,6.3,12.1,1.6,0.7,3.9,2.3,6.3,27.7,,127,100
Gerald Henderson,26,12,,310,6.0,14.7,0.409,0.0,0.3,0.0,6.0,14.4,0.418,3.8,5.5,0.6859999999999999,1.9,2.1,4.0,7.6,2.2,0.3,4.0,4.7,15.8,,97,103
M.L. Carr,31,12,,305,6.0,16.9,0.35200000000000004,0.0,0.6,0.0,6.0,16.2,0.366,2.4,3.7,0.652,3.4,3.5,6.9,4.5,1.8,0.0,3.4,4.8,14.3,,88,103
Tiny Archibald,33,8,,277,5.3,12.4,0.429,0.0,0.7,0.0,5.3,11.7,0.455,4.4,5.0,0.893,0.2,2.8,3.0,9.2,0.9,0.4,4.1,3.7,15.1,,103,105
Chris Ford,33,12,,138,7.1,14.9,0.47600000000000003,0.7,2.5,0.28600000000000003,6.4,12.4,0.514,1.8,2.5,0.7140000000000001,2.1,3.2,5.3,5.3,1.1,0.4,1.1,5.3,16.7,,121,104
Danny Ainge,22,10,,129,7.2,17.1,0.42200000000000004,0.8,1.5,0.5,6.5,15.6,0.415,3.8,4.9,0.769,2.3,2.7,4.9,4.2,0.8,0.4,4.2,8.0,19.0,,98,105
Rick Robey,26,12,,122,8.4,16.1,0.525,0.0,0.0,,8.4,16.1,0.525,5.2,6.8,0.765,5.2,6.4,11.7,1.6,0.8,1.2,4.4,10.9,22.1,,107,101
Charles Bradley,22,7,,18,5.5,21.8,0.25,0.0,0.0,,5.5,21.8,0.25,0.0,5.5,0.0,2.7,10.9,13.6,2.7,2.7,0.0,10.9,16.4,10.9,,41,95
Eric Fernsten,28,5,,11,4.5,8.9,0.5,0.0,0.0,,4.5,8.9,0.5,4.5,8.9,0.5,8.9,0.0,8.9,0.0,0.0,4.5,0.0,0.0,13.4,,133,106
