PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Jack Sikma,26,8,,315,9.2,20.6,0.445,0.0,0.0,,9.2,20.6,0.445,8.0,9.3,0.862,3.4,12.2,15.6,3.9,1.4,1.3,2.6,5.5,26.4,,113,98
Gus Williams,28,8,,315,13.2,29.9,0.441,0.3,1.0,0.33299999999999996,12.9,29.0,0.444,7.1,9.0,0.7859999999999999,1.9,2.3,4.2,10.5,2.1,0.8,2.9,2.1,33.8,,111,106
Lonnie Shelton,26,8,,266,7.6,16.2,0.47100000000000003,0.0,0.0,,7.6,16.2,0.47100000000000003,4.2,6.1,0.688,4.6,6.7,11.2,3.0,1.0,1.3,3.8,7.2,19.4,,100,104
Bill Hanzlik,24,8,,203,4.0,8.5,0.47100000000000003,0.0,0.2,0.0,4.0,8.2,0.485,5.0,5.5,0.909,2.5,5.5,8.0,5.0,1.5,1.2,3.2,6.5,13.0,,110,104
James Donaldson,24,8,,189,4.8,11.5,0.419,0.0,0.0,,4.8,11.5,0.419,4.8,6.4,0.75,6.7,13.1,19.9,1.9,0.5,1.3,2.7,4.3,14.5,,107,99
John Johnson,34,7,,159,4.8,12.1,0.395,0.0,0.0,,4.8,12.1,0.395,2.6,3.5,0.727,2.2,2.2,4.5,10.8,1.9,0.0,3.5,5.4,12.1,,98,106
Fred Brown,33,8,,158,13.8,28.6,0.483,0.6,1.6,0.4,13.2,27.0,0.488,2.2,3.2,0.7,1.9,2.9,4.8,5.8,1.6,0.0,2.9,1.6,30.5,,104,107
Wally Walker,27,8,,157,6.1,14.5,0.42200000000000004,0.0,0.0,,6.1,14.5,0.42200000000000004,0.3,1.3,0.25,3.9,6.5,10.3,4.8,1.3,1.3,2.3,8.4,12.6,,94,103
Phil Smith,29,8,,92,6.6,16.5,0.4,0.0,0.6,0.0,6.6,16.0,0.414,0.6,1.7,0.33299999999999996,1.7,2.8,4.4,3.9,2.8,0.6,2.2,6.1,13.8,,86,104
Ray Tolbert,23,4,,31,4.9,8.2,0.6,0.0,0.0,,4.9,8.2,0.6,6.5,13.1,0.5,1.6,6.5,8.2,1.6,6.5,0.0,0.0,11.4,16.4,,129,93
Danny Vranes,23,6,,29,1.7,8.7,0.2,0.0,0.0,,1.7,8.7,0.2,1.7,3.5,0.5,1.7,1.7,3.5,0.0,1.7,0.0,3.5,3.5,5.2,,49,107
Greg Kelser,24,3,,6,0.0,16.9,0.0,0.0,0.0,,0.0,16.9,0.0,33.8,33.8,1.0,8.5,16.9,25.4,8.5,0.0,0.0,16.9,16.9,33.8,,89,98
