Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1987,5,2594,CHI,Charlotte Bobcats,24.0,NBA,PF,80.0,17.0,1751.0,7.9,17.3,0.46,0.1,0.3,0.2,7.8,17.0,0.46,3.6,4.9,0.73,4.4,6.2,10.7,2.9,1.3,1.9,2.4,5.5,19.5,,107.0,108.0
1988,5,2594,CHI,Charlotte Bobcats,25.0,NBA,SF,82.0,76.0,2212.0,7.4,16.2,0.46,0.0,0.2,0.14,7.4,16.1,0.46,2.8,3.6,0.79,2.4,3.3,5.7,3.2,0.8,1.5,2.1,4.0,17.7,,105.0,109.0
1989,5,2594,CHI,Charlotte Bobcats,26.0,NBA,PF,80.0,25.0,1732.0,6.6,13.6,0.48,0.1,0.2,0.5,6.5,13.4,0.48,2.5,2.9,0.85,2.4,4.1,6.5,2.8,1.0,2.0,2.1,5.0,15.7,,108.0,110.0
1990,31,2594,TOT,Total After Trade,27.0,NBA,PF,59.0,0.0,700.0,7.5,18.4,0.41,0.0,0.4,0.0,7.5,18.0,0.41,4.2,5.3,0.8,2.8,3.6,6.4,2.4,1.2,1.6,3.3,5.4,19.1,,96.0,112.0
1990,21,2594,SEA,Seattle Supersonics,27.0,NBA,PF,45.0,0.0,587.0,7.2,17.0,0.42,0.0,0.3,0.0,7.2,16.7,0.43,4.2,5.2,0.8,2.7,3.3,6.0,2.7,0.9,1.6,2.9,5.4,18.6,,102.0,113.0
1990,18,2594,MIN,Minnesota Timberwolves,27.0,NBA,PF,14.0,0.0,113.0,8.9,26.1,0.34,0.0,0.9,0.0,8.9,25.2,0.35,4.2,5.6,0.75,3.7,5.1,8.9,0.5,2.8,1.4,5.6,5.1,21.9,,75.0,107.0
1992,9,2594,DET,Detroit Pistons,29.0,NBA,PF,43.0,1.0,226.0,9.5,20.4,0.47,0.0,0.2,0.0,9.5,20.2,0.47,4.6,6.0,0.77,3.5,6.3,9.7,3.2,0.2,2.3,3.5,4.6,23.7,,104.0,107.0
1993,18,2594,MIN,Minnesota Timberwolves,30.0,NBA,PF,54.0,4.0,533.0,4.7,12.5,0.38,0.0,0.1,0.0,4.7,12.4,0.38,3.6,3.7,0.95,2.6,5.4,8.0,4.4,0.6,1.1,2.6,3.8,13.0,,98.0,115.0
