Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1990,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",23.0,NBA,PF,21.0,6.0,391.0,6.7,18.7,0.36,0.0,0.5,0.0,6.7,18.2,0.37,3.6,6.4,0.56,4.0,6.8,10.8,2.8,2.3,3.0,3.1,8.8,16.9,87.0,104.0
1991,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",24.0,NBA,PF,16.0,0.0,354.0,9.1,17.0,0.54,0.1,0.4,0.33,9.0,16.5,0.54,5.5,10.0,0.55,3.5,5.7,9.1,2.6,1.0,2.3,3.6,6.8,23.9,107.0,110.0
1992,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",25.0,NBA,SF,21.0,0.0,522.0,8.9,19.2,0.46,0.1,0.6,0.17,8.8,18.6,0.47,4.3,7.5,0.57,2.4,6.1,8.6,4.2,2.1,2.0,2.7,8.2,22.1,104.0,108.0
1993,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",26.0,NBA,PF,4.0,0.0,131.0,6.4,24.5,0.26,0.0,0.4,0.0,6.4,24.1,0.27,3.6,8.8,0.41,4.0,2.8,6.8,2.4,2.4,2.8,3.2,6.8,16.5,69.0,104.0
1994,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",27.0,NBA,C,4.0,4.0,149.0,9.6,23.3,0.41,0.7,3.1,0.22,8.9,20.2,0.44,2.4,2.7,0.88,3.8,4.8,8.6,3.4,1.0,2.1,3.8,4.5,22.3,96.0,117.0
1995,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",28.0,NBA,SF,3.0,3.0,119.0,7.5,20.8,0.36,1.8,7.5,0.24,5.7,13.3,0.43,4.0,7.1,0.56,3.1,5.3,8.4,3.5,0.9,0.4,3.5,5.7,20.8,90.0,129.0
1996,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",29.0,NBA,SF,5.0,5.0,181.0,6.4,18.7,0.34,1.8,7.1,0.26,4.6,11.7,0.4,8.6,11.4,0.76,1.2,4.3,5.5,2.5,2.1,1.5,4.9,5.8,23.3,93.0,112.0
1997,25,2470,POR,Portland Trail Blazers,Clifford Robinson,"December 16, 1966",30.0,NBA,SF,4.0,4.0,161.0,5.9,16.3,0.36,1.0,5.5,0.19,4.8,10.7,0.45,3.8,5.5,0.69,4.2,5.2,9.3,4.2,0.7,1.4,3.5,4.5,16.6,94.0,114.0
1998,24,2470,PHO,Phoenix Suns,Clifford Robinson,"December 16, 1966",31.0,NBA,SF,4.0,4.0,92.0,5.1,18.8,0.27,0.0,0.6,0.0,5.1,18.3,0.28,4.0,5.1,0.78,3.4,3.4,6.9,1.7,1.7,1.1,2.9,10.8,14.3,75.0,111.0
1999,24,2470,PHO,Phoenix Suns,Clifford Robinson,"December 16, 1966",32.0,NBA,SF,3.0,3.0,117.0,8.6,18.1,0.48,0.9,4.1,0.22,7.7,14.0,0.55,3.2,5.0,0.64,3.2,4.1,7.2,3.6,2.7,0.5,3.2,5.4,21.2,101.0,113.0
2000,24,2470,PHO,Phoenix Suns,Clifford Robinson,"December 16, 1966",33.0,NBA,SF,9.0,9.0,333.0,8.9,23.1,0.39,2.1,6.4,0.32,6.9,16.7,0.41,5.3,7.2,0.73,2.9,5.7,8.6,3.0,1.8,1.1,2.9,5.6,25.2,99.0,102.0
2001,24,2470,PHO,Phoenix Suns,Clifford Robinson,"December 16, 1966",34.0,NBA,PF,4.0,4.0,114.0,9.2,21.9,0.42,1.8,7.0,0.25,7.5,14.9,0.5,6.1,9.7,0.64,2.6,4.4,7.0,1.8,2.6,0.9,3.9,6.1,26.3,95.0,103.0
2002,9,2470,DET,Detroit Pistons,Clifford Robinson,"December 16, 1966",35.0,NBA,PF,10.0,10.0,409.0,6.1,16.8,0.36,2.4,7.2,0.34,3.7,9.6,0.38,3.3,4.1,0.8,0.7,3.4,4.1,3.9,2.4,2.6,2.9,3.8,17.9,93.0,97.0
2003,9,2470,DET,Detroit Pistons,Clifford Robinson,"December 16, 1966",36.0,NBA,PF,17.0,17.0,525.0,6.0,16.8,0.36,2.3,6.2,0.37,3.7,10.6,0.35,2.3,3.9,0.6,1.5,3.4,4.9,5.2,1.7,1.4,3.0,6.6,16.7,92.0,104.0
2005,3,2470,NJN,New Jersey Nets,Clifford Robinson,"December 16, 1966",38.0,NBA,PF,4.0,0.0,71.0,8.1,20.0,0.41,3.0,10.4,0.29,5.2,9.6,0.54,1.5,1.5,1.0,1.5,5.9,7.4,3.7,2.2,0.7,0.0,14.8,20.7,113.0,111.0
2006,3,2470,NJN,New Jersey Nets,Clifford Robinson,"December 16, 1966",39.0,NBA,PF,8.0,0.0,198.0,3.6,10.7,0.33,1.6,5.2,0.32,1.9,5.5,0.35,1.1,1.4,0.8,0.5,6.6,7.1,1.4,2.5,0.8,2.7,7.7,9.9,77.0,105.0
2007,3,2470,NJN,New Jersey Nets,Clifford Robinson,"December 16, 1966",40.0,NBA,C,4.0,0.0,20.0,2.7,16.2,0.17,2.7,5.4,0.5,0.0,10.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,0.0,2.7,2.7,8.1,45.0,102.0
