SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2017,6,CLE,LeBron James,32,18,18,744,14.5,25.6,0.56,2.9,7.1,0.41,11.6,18.5,0.62,7.5,10.8,0.7,1.3,9.7,11.0,9.4,2.3,1.5,4.8,2.9,39.5,,125,108
2017,6,CLE,Kyrie Irving,24,18,18,653,13.2,28.2,0.47,3.3,9.0,0.37,9.8,19.2,0.51,5.8,6.4,0.9,1.0,2.9,3.9,7.2,1.7,0.6,3.7,2.9,35.5,,116,115
2017,6,CLE,Kevin Love,28,18,18,578,8.2,18.7,0.44,4.3,9.5,0.45,3.9,9.2,0.42,5.4,6.4,0.84,3.1,13.3,16.4,2.6,1.8,1.4,2.7,4.0,26.0,,120,107
2017,6,CLE,Tristan Thompson,25,18,18,562,4.8,8.1,0.59,0.0,0.0,,4.8,8.1,0.59,3.5,5.3,0.67,6.1,7.2,13.3,2.3,0.8,1.1,1.9,3.2,13.1,,133,113
2017,6,CLE,J.R. Smith,31,18,18,487,5.1,10.1,0.5,4.1,8.2,0.5,1.0,1.9,0.53,0.5,1.1,0.46,0.5,3.8,4.3,1.3,1.3,0.6,1.2,4.2,14.8,,127,115
2017,6,CLE,Kyle Korver,35,18,0,326,5.2,12.2,0.42,4.1,10.5,0.39,1.1,1.7,0.64,1.5,1.5,1.0,0.3,4.3,4.6,2.0,1.1,0.8,1.1,3.4,16.0,,123,115
2017,6,CLE,Iman Shumpert,26,17,0,275,4.5,10.8,0.42,1.8,4.7,0.38,2.7,6.1,0.44,2.5,3.1,0.82,1.1,7.4,8.5,2.9,1.8,0.5,1.1,5.8,13.4,,118,112
2017,6,CLE,Deron Williams,32,18,0,262,5.3,12.1,0.44,2.3,5.9,0.39,3.0,6.3,0.48,1.9,2.1,0.91,0.6,3.8,4.4,7.2,1.9,0.2,3.2,5.5,14.8,,111,114
2017,6,CLE,Richard Jefferson,36,14,0,179,4.4,10.5,0.42,1.4,5.3,0.26,3.1,5.3,0.58,5.0,7.8,0.64,2.8,4.2,6.9,1.9,0.6,0.8,2.2,8.3,15.3,,111,116
2017,6,CLE,Channing Frye,33,12,0,154,10.0,19.4,0.52,6.5,12.6,0.51,3.5,6.8,0.52,1.9,2.3,0.86,0.0,7.1,7.1,4.2,1.0,1.3,0.6,3.5,28.4,,142,113
2017,6,CLE,Derrick Williams,25,8,0,38,10.5,19.6,0.53,3.9,6.5,0.6,6.5,13.1,0.5,2.6,2.6,1.0,1.3,2.6,3.9,5.2,0.0,1.3,3.9,0.0,27.5,,120,118
2017,6,CLE,Dahntay Jones,36,10,0,33,7.5,15.1,0.5,1.5,3.0,0.5,6.0,12.0,0.5,7.5,7.5,1.0,1.5,9.0,10.5,1.5,0.0,1.5,1.5,10.5,24.1,,132,113
2017,6,CLE,James Jones,36,8,0,30,1.7,8.3,0.2,0.0,5.0,0.0,1.7,3.3,0.5,0.0,0.0,,1.7,5.0,6.6,0.0,0.0,0.0,3.3,5.0,3.3,,41,118
