PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Johnson,33.0,80,80.0,2791,446,1025,0.435,121,337,0.359,325,688,0.47200000000000003,0.494,141,176,0.8009999999999999,53,331,384,292,59,14,137,120,1154
Jarrett Jack,31.0,80,27.0,2241,359,817,0.439,39,146,0.267,320,671,0.47700000000000004,0.46299999999999997,200,227,0.8809999999999999,19,226,245,373,75,13,191,143,957
Deron Williams,30.0,68,55.0,2114,298,771,0.387,87,237,0.36700000000000005,211,534,0.395,0.44299999999999995,201,241,0.8340000000000001,29,208,237,448,64,17,154,157,884
Brook Lopez,26.0,72,44.0,2100,506,987,0.513,1,10,0.1,505,977,0.517,0.513,223,274,0.8140000000000001,214,321,535,50,43,126,104,206,1236
Bojan Bogdanović,25.0,78,28.0,1854,261,576,0.45299999999999996,91,256,0.355,170,320,0.531,0.532,87,106,0.821,50,163,213,68,34,9,78,104,700
Alan Anderson,32.0,74,19.0,1744,195,440,0.44299999999999995,73,210,0.348,122,230,0.53,0.526,82,101,0.812,31,173,204,83,56,5,60,148,545
Mason Plumlee,24.0,82,45.0,1743,280,489,0.573,0,3,0.0,280,486,0.5760000000000001,0.573,157,317,0.495,175,337,512,74,65,63,106,207,717
Mirza Teletović,29.0,40,4.0,892,122,319,0.382,62,193,0.321,60,126,0.47600000000000003,0.48,33,46,0.7170000000000001,27,167,194,46,14,16,53,74,339
Kevin Garnett,38.0,42,42.0,854,125,275,0.455,1,6,0.16699999999999998,124,269,0.461,0.456,34,41,0.8290000000000001,46,239,285,69,41,13,45,96,285
Thaddeus Young,26.0,28,20.0,829,162,327,0.495,19,50,0.38,143,277,0.516,0.524,43,71,0.606,52,114,166,38,38,8,42,56,386
Markel Brown,23.0,47,29.0,781,76,210,0.36200000000000004,17,64,0.266,59,146,0.40399999999999997,0.402,47,57,0.825,16,91,107,39,31,12,27,57,216
Sergey Karasev,21.0,33,16.0,555,54,134,0.40299999999999997,16,54,0.29600000000000004,38,80,0.475,0.46299999999999997,29,38,0.763,22,44,66,46,23,1,24,45,153
Cory Jefferson,24.0,50,1.0,531,75,167,0.449,2,15,0.133,73,152,0.48,0.455,31,54,0.574,47,98,145,16,10,21,20,61,183
Jerome Jordan,28.0,44,0.0,383,50,94,0.532,0,0,,50,94,0.532,0.532,38,44,0.8640000000000001,52,53,105,13,8,15,22,58,138
Darius Morris,24.0,38,0.0,299,36,106,0.34,7,33,0.212,29,73,0.397,0.373,4,9,0.444,7,20,27,48,9,0,21,20,83
Earl Clark,27.0,10,0.0,93,11,30,0.36700000000000005,4,14,0.28600000000000003,7,16,0.43799999999999994,0.433,1,4,0.25,1,22,23,3,3,4,6,12,27
Jorge Gutiérrez,26.0,10,0.0,44,7,14,0.5,0,1,0.0,7,13,0.5379999999999999,0.5,2,3,0.667,0,7,7,7,1,0,3,9,16
Brandon Davies,23.0,7,0.0,44,6,18,0.33299999999999996,1,4,0.25,5,14,0.35700000000000004,0.361,3,4,0.75,3,7,10,2,1,3,4,5,16
Andrei Kirilenko,33.0,7,0.0,36,0,5,0.0,0,0,,0,5,0.0,0.0,3,4,0.75,2,6,8,1,1,0,1,1,3
Team Totals,,82,,19930,3069,6804,0.451,541,1633,0.331,2528,5171,0.489,0.491,1359,1817,0.748,846,2627,3473,1716,576,340,1133,1579,8038
