PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gerald Henderson,27.0,80,72.0,2315,370,847,0.43700000000000006,45,136,0.331,325,711,0.457,0.46299999999999997,184,217,0.848,36,237,273,206,51,22,110,135,969
Kemba Walker,24.0,62,58.0,2119,378,981,0.385,85,280,0.304,293,701,0.418,0.429,234,283,0.8270000000000001,35,185,220,318,89,31,100,92,1075
Marvin Williams,28.0,78,37.0,2035,210,495,0.424,95,265,0.358,115,230,0.5,0.52,62,87,0.713,58,328,386,100,69,36,60,146,577
Al Jefferson,30.0,65,61.0,1992,486,1010,0.48100000000000004,2,5,0.4,484,1005,0.48200000000000004,0.48200000000000004,108,165,0.655,99,449,548,113,47,84,68,139,1082
Michael Kidd-Gilchrist,21.0,55,52.0,1587,224,482,0.465,0,0,,224,482,0.465,0.465,150,214,0.701,109,307,416,77,30,38,63,115,598
Lance Stephenson,24.0,61,25.0,1573,207,550,0.376,18,105,0.171,189,445,0.425,0.39299999999999996,69,110,0.627,39,238,277,240,38,8,128,134,501
Cody Zeller,22.0,62,45.0,1487,172,373,0.461,1,1,1.0,171,372,0.46,0.462,127,164,0.774,97,265,362,100,34,49,62,156,472
Brian Roberts,29.0,72,10.0,1330,176,452,0.389,62,193,0.321,114,259,0.44,0.45799999999999996,66,74,0.892,13,96,109,162,33,6,57,75,480
Bismack Biyombo,22.0,64,21.0,1243,101,186,0.5429999999999999,0,0,,101,186,0.5429999999999999,0.5429999999999999,102,175,0.583,159,248,407,16,18,99,52,140,304
Gary Neal,30.0,43,0.0,931,143,398,0.359,39,133,0.293,104,265,0.392,0.408,88,102,0.863,14,80,94,80,16,1,55,70,413
Jason Maxiell,31.0,61,0.0,878,81,192,0.42200000000000004,0,0,,81,192,0.42200000000000004,0.42200000000000004,41,71,0.5770000000000001,86,117,203,19,18,44,29,96,203
Mo Williams,32.0,27,14.0,831,161,413,0.39,60,178,0.337,101,235,0.43,0.462,83,93,0.892,9,67,76,163,16,6,70,59,465
P.J. Hairston,22.0,45,2.0,687,87,269,0.32299999999999995,49,163,0.301,38,106,0.358,0.414,31,36,0.861,22,70,92,21,21,13,22,61,254
Jeffery Taylor,25.0,29,13.0,430,45,114,0.395,11,36,0.306,34,78,0.436,0.44299999999999995,26,41,0.634,14,39,53,22,12,1,19,36,127
Noah Vonleh,19.0,25,0.0,259,30,76,0.395,5,13,0.385,25,63,0.397,0.428,18,26,0.6920000000000001,28,58,86,4,4,9,11,20,83
Troy Daniels,23.0,11,0.0,135,27,59,0.45799999999999996,17,36,0.47200000000000003,10,23,0.435,0.602,6,7,0.857,2,6,8,5,3,1,7,12,77
Jannero Pargo,35.0,9,0.0,73,15,35,0.429,9,22,0.409,6,13,0.462,0.557,2,2,1.0,0,3,3,8,0,0,3,8,41
Team Totals,,82,,19905,2913,6932,0.42,498,1566,0.318,2415,5366,0.45,0.456,1397,1867,0.748,820,2793,3613,1654,499,448,976,1494,7721
