Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1997,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",20.0,NBA,SF,3.0,3.0,125.0,24.0,51.0,0.47,1.0,1.0,1.0,23.0,50.0,0.46,0.48,3.0,3.0,1.0,14.0,14.0,28.0,11.0,4.0,3.0,4.0,6.0,52.0,,0.0
1998,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",21.0,NBA,PF,5.0,5.0,194.0,36.0,75.0,0.48,0.0,0.0,,36.0,75.0,0.48,0.48,7.0,9.0,0.78,17.0,31.0,48.0,20.0,4.0,12.0,22.0,17.0,79.0,,0.0
1999,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",22.0,NBA,PF,4.0,4.0,170.0,35.0,79.0,0.44,0.0,2.0,0.0,35.0,77.0,0.46,0.44,17.0,23.0,0.74,16.0,32.0,48.0,15.0,7.0,8.0,13.0,10.0,87.0,,0.0
2000,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",23.0,NBA,PF,4.0,4.0,171.0,30.0,78.0,0.38,2.0,3.0,0.67,28.0,75.0,0.37,0.4,13.0,16.0,0.81,13.0,30.0,43.0,35.0,5.0,3.0,11.0,12.0,75.0,,2.0
2001,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",24.0,NBA,PF,4.0,4.0,165.0,27.0,58.0,0.47,0.0,3.0,0.0,27.0,55.0,0.49,0.47,30.0,36.0,0.83,10.0,38.0,48.0,17.0,4.0,6.0,6.0,13.0,84.0,,0.0
2002,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",25.0,NBA,PF,3.0,3.0,130.0,24.0,56.0,0.43,1.0,2.0,0.5,23.0,54.0,0.43,0.44,23.0,32.0,0.72,16.0,40.0,56.0,15.0,5.0,5.0,12.0,11.0,72.0,,0.0
2003,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",26.0,NBA,PF,6.0,6.0,265.0,71.0,138.0,0.51,3.0,9.0,0.33,68.0,129.0,0.53,0.52,17.0,28.0,0.61,11.0,83.0,94.0,31.0,10.0,10.0,18.0,23.0,162.0,,0.0
2004,18,997,MIN,Minnesota Timberwolves,Kevin Garnett,"May 19, 1976",27.0,NBA,PF,18.0,18.0,783.0,168.0,372.0,0.45,5.0,16.0,0.31,163.0,356.0,0.46,0.46,97.0,125.0,0.78,39.0,224.0,263.0,92.0,24.0,41.0,75.0,57.0,438.0,,1.0
2008,2,997,BOS,Boston Celtics,Kevin Garnett,"May 19, 1976",31.0,NBA,PF,26.0,26.0,987.0,217.0,438.0,0.5,2.0,8.0,0.25,215.0,430.0,0.5,0.5,94.0,116.0,0.81,72.0,202.0,274.0,87.0,35.0,29.0,55.0,74.0,530.0,,0.0
2010,2,997,BOS,Boston Celtics,Kevin Garnett,"May 19, 1976",33.0,NBA,PF,23.0,23.0,766.0,149.0,301.0,0.5,0.0,2.0,0.0,149.0,299.0,0.5,0.5,47.0,56.0,0.84,32.0,138.0,170.0,58.0,26.0,20.0,31.0,74.0,345.0,,0.0
2011,2,997,BOS,Boston Celtics,Kevin Garnett,"May 19, 1976",34.0,NBA,PF,9.0,9.0,328.0,56.0,127.0,0.44,0.0,1.0,0.0,56.0,126.0,0.44,0.44,22.0,29.0,0.76,21.0,77.0,98.0,23.0,17.0,9.0,19.0,27.0,134.0,,0.0
2012,2,997,BOS,Boston Celtics,Kevin Garnett,"May 19, 1976",35.0,NBA,C,20.0,20.0,737.0,159.0,320.0,0.5,1.0,4.0,0.25,158.0,316.0,0.5,0.5,65.0,80.0,0.81,31.0,175.0,206.0,30.0,23.0,29.0,44.0,59.0,384.0,,0.0
2013,2,997,BOS,Boston Celtics,Kevin Garnett,"May 19, 1976",36.0,NBA,C,6.0,6.0,212.0,30.0,60.0,0.5,0.0,2.0,0.0,30.0,58.0,0.52,0.5,16.0,17.0,0.94,9.0,73.0,82.0,21.0,5.0,6.0,19.0,23.0,76.0,,0.0
2014,3,997,BRK,Brooklyn Nets,Kevin Garnett,"May 19, 1976",37.0,NBA,C,12.0,12.0,250.0,33.0,63.0,0.52,0.0,2.0,0.0,33.0,61.0,0.54,0.52,17.0,23.0,0.74,19.0,57.0,76.0,16.0,9.0,5.0,13.0,25.0,83.0,,0.0
