Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,22.0,MIL,NBA,PG,1.0,0.0,10.0,3.6,3.6,1.0,0.0,0.0,,3.6,3.6,1.0,0.0,0.0,,0.0,0.0,0.0,3.6,0.0,0.0,7.2,0.0,7.2
2002,23.0,SAS,NBA,PG,10.0,0.0,92.0,3.9,7.4,0.526,0.0,0.8,0.0,3.9,6.7,0.588,2.3,2.3,1.0,1.6,3.5,5.1,4.7,2.7,0.4,3.1,6.3,10.2
2004,25.0,SAS,NBA,PG,53.0,5.0,660.0,3.9,8.7,0.447,0.1,0.5,0.222,3.8,8.2,0.46,1.8,2.3,0.767,0.5,3.8,4.3,4.4,1.5,0.3,1.6,3.2,9.7
2005,26.0,CHA,NBA,PG,74.0,27.0,1887.0,4.9,10.9,0.449,0.7,1.8,0.368,4.2,9.1,0.464,3.0,3.8,0.785,0.3,3.5,3.9,7.0,1.9,0.3,1.9,3.2,13.5
2006,27.0,SAC,NBA,PG,66.0,0.0,818.0,3.8,9.7,0.389,0.4,1.4,0.29,3.4,8.4,0.405,1.6,2.5,0.661,0.5,2.6,3.1,3.1,1.4,0.2,1.9,3.7,9.6
2007,28.0,TOT,NBA,PG,36.0,22.0,846.0,4.3,9.5,0.446,0.3,1.2,0.241,4.0,8.3,0.477,1.8,2.0,0.894,0.6,3.6,4.2,4.4,1.9,0.0,1.6,3.5,10.6
2007,28.0,SAC,NBA,PG,13.0,0.0,100.0,5.4,10.8,0.5,1.1,2.2,0.5,4.3,8.6,0.5,3.6,4.0,0.909,0.7,4.7,5.4,3.6,1.1,0.0,1.4,8.3,15.5
2007,28.0,LAC,NBA,PG,23.0,22.0,746.0,4.1,9.4,0.438,0.2,1.1,0.174,3.9,8.3,0.474,1.5,1.7,0.889,0.6,3.4,4.0,4.5,2.0,0.0,1.6,2.9,9.9
2008,29.0,UTA,NBA,PG,57.0,0.0,606.0,3.4,10.7,0.322,0.7,1.8,0.355,2.8,8.9,0.315,2.3,2.7,0.844,0.3,3.0,3.3,5.1,1.8,0.2,1.7,4.5,9.8
2009,30.0,TOT,NBA,PG,39.0,2.0,348.0,3.1,9.7,0.319,0.0,0.6,0.0,3.1,9.1,0.341,1.9,2.4,0.783,1.3,3.4,4.8,5.0,1.2,0.4,2.3,4.0,8.1
2009,30.0,LAC,NBA,PG,28.0,2.0,312.0,2.9,9.7,0.298,0.0,0.5,0.0,2.9,9.2,0.313,1.7,2.2,0.789,1.4,3.5,4.8,5.0,1.4,0.5,2.2,4.0,7.5
2009,30.0,DEN,NBA,PG,11.0,0.0,36.0,5.0,10.0,0.5,0.0,2.0,0.0,5.0,8.0,0.625,3.0,4.0,0.75,1.0,3.0,4.0,5.0,0.0,0.0,3.0,4.0,13.0
2010,31.0,TOT,NBA,PG,5.0,0.0,22.0,1.6,3.3,0.5,0.0,0.0,,1.6,3.3,0.5,0.0,0.0,,0.0,3.3,3.3,9.8,3.3,1.6,4.9,6.5,3.3
2010,31.0,MIN,NBA,PG,1.0,0.0,5.0,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,0.0
2010,31.0,NOH,NBA,PG,4.0,0.0,17.0,2.1,2.1,1.0,0.0,0.0,,2.1,2.1,1.0,0.0,0.0,,0.0,4.2,4.2,10.6,2.1,2.1,6.4,8.5,4.2
