Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2018,2,2806,BOS,Boston Celtics,19.0,NBA,SF,80,80,2443,8.1,17.1,0.48,2.2,5.0,0.43,6.0,12.2,0.49,4.4,5.3,0.83,1.0,7.2,8.2,2.6,1.7,1.2,2.3,3.5,22.8,,111,103
2019,2,2806,BOS,Boston Celtics,20.0,NBA,SF,79,79,2455,9.1,20.3,0.45,2.3,6.1,0.37,6.9,14.2,0.48,3.8,4.5,0.86,1.4,8.0,9.4,3.3,1.6,1.1,2.4,3.3,24.4,,107,107
2020,2,2806,BOS,Boston Celtics,21.0,NBA,PF,66,66,2265,11.8,26.1,0.45,4.0,10.0,0.4,7.7,16.1,0.48,5.4,6.7,0.81,1.4,8.4,9.8,4.3,2.0,1.2,3.3,2.9,33.0,,111,106
2021,2,2806,BOS,Boston Celtics,22.0,NBA,SF,10,10,346,14.1,29.7,0.47,4.9,11.2,0.44,9.2,18.6,0.5,4.5,5.0,0.89,0.6,9.3,9.9,5.3,1.4,1.1,3.3,2.5,37.5,,114,111
