Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,15,5,VAN,Vancouver Grizzlies,20.0,NBA,PF,80.0,71.0,2802.0,7.1,15.6,0.45,0.1,0.3,0.26,7.0,15.3,0.46,5.0,6.7,0.75,2.8,4.4,7.1,2.2,1.0,1.0,2.9,2.6,19.2
1998,15,5,VAN,Vancouver Grizzlies,21.0,NBA,SF,82.0,82.0,2950.0,8.0,16.4,0.48,0.3,0.6,0.41,7.7,15.8,0.49,6.1,7.8,0.78,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3
1999,15,5,VAN,Vancouver Grizzlies,22.0,NBA,SF,50.0,50.0,2021.0,6.9,15.9,0.43,0.2,0.6,0.31,6.7,15.3,0.44,6.6,7.8,0.84,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5
2001,15,5,VAN,Vancouver Grizzlies,24.0,NBA,SF,81.0,81.0,3241.0,6.7,14.2,0.47,0.1,0.7,0.19,6.6,13.5,0.49,4.9,5.9,0.83,1.9,6.2,8.2,2.8,1.0,0.9,2.6,2.6,18.5
2002,1,5,ATL,Atlanta Hawks,25.0,NBA,PF,77.0,77.0,2980.0,7.2,15.7,0.46,0.3,0.8,0.3,7.0,14.8,0.47,5.1,6.3,0.8,2.4,6.0,8.4,2.9,1.2,1.0,3.0,2.6,19.8
2003,1,5,ATL,Atlanta Hawks,26.0,NBA,PF,81.0,81.0,3087.0,6.6,13.8,0.48,0.2,0.7,0.35,6.4,13.1,0.48,5.3,6.3,0.84,2.0,5.9,7.9,2.8,1.0,0.4,2.5,2.8,18.8
2004,31,5,TOT,Total After Trade,27.0,NBA,PF,85.0,56.0,2684.0,6.7,14.1,0.48,0.1,0.5,0.26,6.6,13.7,0.48,5.0,5.8,0.87,2.5,6.0,8.6,2.3,0.9,0.5,2.5,3.0,18.6
2004,1,5,ATL,Atlanta Hawks,27.0,NBA,PF,53.0,53.0,1956.0,7.0,14.5,0.48,0.1,0.4,0.22,7.0,14.1,0.49,5.4,6.1,0.88,2.6,6.5,9.1,2.3,0.8,0.3,2.4,2.7,19.6
2004,25,5,POR,Portland Trail Blazers,27.0,NBA,PF,32.0,3.0,728.0,5.8,13.1,0.45,0.2,0.5,0.36,5.6,12.5,0.45,3.9,4.7,0.83,2.4,4.7,7.1,2.3,1.2,0.9,2.6,3.7,15.8
2005,25,5,POR,Portland Trail Blazers,28.0,NBA,PF,54.0,49.0,1867.0,6.5,12.9,0.5,0.3,0.8,0.38,6.2,12.2,0.51,4.2,4.9,0.87,2.4,5.2,7.6,2.1,0.9,0.5,2.3,2.9,17.5
2006,26,5,SAC,Sacramento Kings,29.0,NBA,PF,72.0,30.0,1961.0,6.1,11.6,0.52,0.1,0.4,0.23,6.0,11.2,0.54,4.0,5.1,0.78,1.9,4.6,6.6,2.7,0.9,0.8,2.0,4.2,16.3
2007,26,5,SAC,Sacramento Kings,30.0,NBA,C,80.0,45.0,2015.0,5.5,11.7,0.47,0.1,0.4,0.15,5.5,11.3,0.48,3.0,4.2,0.73,2.2,4.9,7.1,1.9,0.9,0.7,2.1,4.3,14.2
2008,26,5,SAC,Sacramento Kings,31.0,NBA,PF,6.0,0.0,51.0,2.1,9.9,0.21,0.0,0.0,,2.1,9.9,0.21,2.8,2.8,1.0,4.2,2.8,7.1,2.8,0.7,0.0,0.7,6.4,7.1
