SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2018,21,OKC,Russell Westbrook,29.0,80.0,2914.0,0.45,0.48,0.3,0.48,0.74,0.52,0.34,0.19,98.0,95.0,82.0,92.0,96.0,94.0,133.0,57.0,-147.5,-125.4
2018,21,OKC,Paul George,27.0,79.0,2891.0,0.43,0.45,0.4,0.52,0.82,0.57,0.31,0.46,93.0,89.0,111.0,100.0,107.0,103.0,122.0,135.0,-0.8,42.4
2018,21,OKC,Carmelo Anthony,33.0,78.0,2501.0,0.4,0.44,0.36,0.48,0.77,0.5,0.16,0.41,88.0,86.0,99.0,91.0,100.0,90.0,66.0,120.0,-104.5,-132.6
2018,21,OKC,Steven Adams,24.0,76.0,2487.0,0.63,0.63,0.0,0.63,0.56,0.63,0.4,0.0,137.0,124.0,,121.0,73.0,113.0,159.0,1.0,153.8,124.1
2018,21,OKC,Jerami Grant,23.0,81.0,1647.0,0.54,0.61,0.29,0.57,0.68,0.61,0.53,0.24,116.0,120.0,80.0,109.0,88.0,109.0,209.0,72.0,44.7,57.3
2018,21,OKC,Raymond Felton,33.0,82.0,1365.0,0.41,0.44,0.35,0.48,0.82,0.49,0.08,0.42,88.0,87.0,97.0,92.0,107.0,89.0,32.0,124.0,-46.4,-70.5
2018,21,OKC,Alex Abrines,24.0,75.0,1134.0,0.4,0.44,0.38,0.54,0.85,0.57,0.16,0.76,86.0,87.0,105.0,104.0,111.0,102.0,63.0,225.0,10.7,6.8
2018,21,OKC,Patrick Patterson,28.0,82.0,1270.0,0.4,0.42,0.39,0.52,0.87,0.56,0.17,0.64,87.0,83.0,107.0,100.0,113.0,100.0,69.0,191.0,0.7,-0.4
2018,21,OKC,Andre Roberson,26.0,39.0,1037.0,0.54,0.63,0.22,0.56,0.32,0.54,0.24,0.22,117.0,123.0,61.0,108.0,41.0,98.0,93.0,66.0,13.1,-4.8
2018,21,OKC,Terrance Ferguson,19.0,61.0,763.0,0.41,0.61,0.33,0.53,0.9,0.55,0.06,0.71,90.0,120.0,92.0,102.0,117.0,98.0,23.0,211.0,3.8,-3.9
2018,21,OKC,Corey Brewer,31.0,18.0,514.0,0.44,0.53,0.34,0.52,0.8,0.56,0.27,0.46,97.0,104.0,95.0,101.0,104.0,102.0,108.0,138.0,0.9,2.7
2018,21,OKC,Josh Huestis,26.0,69.0,982.0,0.33,0.4,0.29,0.42,0.3,0.42,0.11,0.63,72.0,79.0,79.0,81.0,39.0,75.0,44.0,188.0,-36.7,-53.2
2018,21,OKC,Dakari Johnson,22.0,31.0,161.0,0.56,0.56,,0.56,0.55,0.57,0.51,0.0,123.0,111.0,,108.0,72.0,103.0,204.0,,3.3,1.8
2018,21,OKC,Nick Collison,37.0,15.0,75.0,0.68,0.68,,0.68,0.38,0.63,0.68,0.0,149.0,134.0,,131.0,50.0,113.0,272.0,,6.2,3.5
2018,21,OKC,Kyle Singler,29.0,12.0,59.0,0.33,0.31,0.4,0.38,0.54,0.43,0.62,0.24,72.0,61.0,111.0,73.0,70.0,77.0,246.0,71.0,-5.9,-6.7
2018,21,OKC,Daniel Hamilton,22.0,6.0,28.0,0.46,0.5,0.4,0.55,,0.55,0.0,0.46,99.0,98.0,111.0,105.0,,98.0,,135.0,0.5,-0.2
2018,21,OKC,PJ Dozier,21.0,2.0,3.0,0.5,0.5,,0.5,,0.5,0.0,0.0,109.0,98.0,,96.0,,90.0,,,-0.1,-0.2
2018,21,OKC,Team,,,,0.45,0.5,0.35,0.51,0.71,0.55,0.28,0.34,98.0,99.0,98.0,99.0,93.0,98.0,109.0,102.0,-104.8,-162.1
2018,21,OKC,League Average,,,,0.46,0.51,0.36,0.52,0.77,0.56,0.25,0.34,,,,,,,,,,
