Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2008,19,NOH,New Orleans Hornets,David West,27,76,76,37.8,8.3,17.2,0.48,0.1,0.3,0.24,8.2,16.8,0.49,0.48,3.9,4.6,0.85,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6
2008,19,NOH,New Orleans Hornets,Chris Paul,22,80,80,37.6,7.9,16.1,0.49,1.2,3.1,0.37,6.7,13.0,0.52,0.52,4.2,4.9,0.85,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3,21.1
2008,19,NOH,New Orleans Hornets,Tyson Chandler,25,79,79,35.2,4.8,7.7,0.62,0.0,0.0,0.0,4.8,7.6,0.62,0.62,2.2,3.7,0.59,4.1,7.7,11.7,1.0,0.6,1.1,1.7,3.1,11.8
2008,19,NOH,New Orleans Hornets,Peja Stojakovic,30,77,77,35.2,5.9,13.3,0.44,3.0,6.8,0.44,2.9,6.5,0.44,0.55,1.7,1.8,0.93,0.8,3.5,4.3,1.2,0.7,0.1,0.8,1.6,16.4
2008,19,NOH,New Orleans Hornets,Morris Peterson,30,76,76,23.6,2.8,6.8,0.42,1.5,3.8,0.39,1.3,3.0,0.44,0.53,0.9,1.1,0.76,0.5,2.2,2.7,0.9,0.6,0.1,0.5,1.6,8.0
2008,19,NOH,New Orleans Hornets,Bonzi Wells,31,22,0,19.9,3.5,7.1,0.49,0.2,0.5,0.33,3.3,6.6,0.5,0.5,1.6,2.4,0.66,1.0,2.3,3.2,0.8,1.1,0.4,1.2,2.0,8.8
2008,19,NOH,New Orleans Hornets,Bobby Jackson,34,46,0,19.4,2.5,6.4,0.39,1.2,3.1,0.37,1.4,3.3,0.41,0.48,0.9,1.1,0.82,0.5,1.9,2.4,1.7,0.7,0.1,0.7,1.3,7.1
2008,19,NOH,New Orleans Hornets,Jannero Pargo,28,80,5,18.7,3.2,8.2,0.39,0.8,2.3,0.35,2.4,5.8,0.41,0.44,0.9,1.0,0.88,0.3,1.3,1.6,2.4,0.6,0.1,1.2,1.5,8.1
2008,19,NOH,New Orleans Hornets,Rasual Butler,28,51,8,17.2,1.8,5.1,0.35,0.9,2.6,0.33,0.9,2.5,0.37,0.44,0.5,0.6,0.84,0.3,1.6,2.0,0.7,0.3,0.4,0.2,1.3,4.9
2008,19,NOH,New Orleans Hornets,Ryan Bowen,32,53,4,12.5,0.9,1.9,0.49,0.0,0.0,0.0,0.9,1.9,0.5,0.49,0.3,0.5,0.55,1.0,0.8,1.9,0.5,0.6,0.2,0.3,1.5,2.2
2008,19,NOH,New Orleans Hornets,Melvin Ely,29,52,1,11.9,1.6,3.5,0.47,0.0,0.0,,1.6,3.5,0.47,0.47,0.6,1.1,0.55,0.5,2.3,2.8,0.4,0.1,0.3,0.8,1.5,3.9
2008,19,NOH,New Orleans Hornets,Hilton Armstrong,23,65,3,11.3,1.0,2.3,0.45,0.0,0.0,,1.0,2.3,0.45,0.45,0.7,1.1,0.63,1.0,1.5,2.5,0.4,0.2,0.5,0.9,2.0,2.7
2008,19,NOH,New Orleans Hornets,Julian Wright,20,57,1,11.2,1.6,3.0,0.53,0.2,0.4,0.42,1.4,2.5,0.55,0.56,0.6,0.9,0.64,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0.8,3.9
2008,19,NOH,New Orleans Hornets,Mike James,32,21,0,8.7,1.0,3.0,0.34,0.3,1.1,0.3,0.7,2.0,0.37,0.4,0.3,0.3,1.0,0.1,0.7,0.8,0.3,0.2,0.0,0.3,0.6,2.7
2008,19,NOH,New Orleans Hornets,Chris Andersen,29,5,0,6.8,0.4,1.4,0.29,0.0,0.0,,0.4,1.4,0.29,0.29,0.4,0.8,0.5,0.4,1.4,1.8,0.0,0.0,0.8,0.2,1.2,1.2
2008,19,NOH,New Orleans Hornets,Marcus Vinicius,23,13,0,5.3,0.7,1.5,0.45,0.4,0.9,0.42,0.3,0.6,0.5,0.57,0.4,0.8,0.46,0.1,0.5,0.6,0.2,0.1,0.1,0.2,0.3,2.2
