SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2008,14,LAL,Kobe Bryant,29,82,82,38.9,9.5,20.6,0.46,1.8,5.1,0.36,7.6,15.5,0.49,0.5,7.6,9.0,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3
2008,14,LAL,Lamar Odom,28,77,77,37.9,5.4,10.3,0.52,0.4,1.5,0.27,5.0,8.9,0.57,0.54,3.0,4.3,0.7,2.6,8.1,10.6,3.5,1.0,0.9,2.0,2.9,14.2
2008,14,LAL,Pau Gasol,27,27,27,34.0,7.3,12.3,0.59,0.0,0.0,0.0,7.3,12.3,0.59,0.59,4.3,5.4,0.79,2.3,5.6,7.8,3.5,0.5,1.6,1.6,2.0,18.8
2008,14,LAL,Andrew Bynum,20,35,25,28.8,5.4,8.5,0.64,0.0,0.0,,5.4,8.5,0.64,0.64,2.3,3.4,0.7,3.0,7.2,10.2,1.7,0.3,2.1,1.5,2.8,13.1
2008,14,LAL,Derek Fisher,33,82,82,27.4,4.1,9.5,0.44,1.4,3.4,0.41,2.8,6.1,0.45,0.51,2.0,2.3,0.88,0.3,1.8,2.1,2.9,1.0,0.0,1.1,2.3,11.7
2008,14,LAL,Luke Walton,27,74,31,23.4,2.9,6.5,0.45,0.4,1.1,0.33,2.5,5.3,0.48,0.48,1.0,1.5,0.71,1.1,2.8,3.9,2.9,0.8,0.2,1.4,1.8,7.2
2008,14,LAL,Vladimir Radmanovic,27,65,41,22.8,3.0,6.7,0.45,1.5,3.6,0.41,1.6,3.1,0.51,0.56,0.8,1.0,0.8,0.9,2.4,3.3,1.9,0.7,0.2,1.1,2.3,8.4
2008,14,LAL,Kwame Brown,25,23,14,22.1,2.3,4.5,0.52,0.0,0.0,,2.3,4.5,0.52,0.52,1.1,2.8,0.41,1.3,4.3,5.7,1.2,0.7,0.8,1.6,2.5,5.7
2008,14,LAL,Jordan Farmar,21,82,0,20.6,3.5,7.7,0.46,1.4,3.7,0.37,2.2,4.0,0.55,0.55,0.6,1.0,0.68,0.5,1.8,2.2,2.7,0.9,0.1,1.3,1.3,9.1
2008,14,LAL,Ronny Turiaf,25,78,21,18.7,2.4,5.1,0.47,0.0,0.0,0.0,2.4,5.1,0.48,0.47,1.8,2.4,0.75,1.2,2.7,3.9,1.6,0.4,1.4,0.9,2.6,6.6
2008,14,LAL,Trevor Ariza,22,24,3,18.0,2.3,4.4,0.52,0.2,0.6,0.33,2.1,3.8,0.56,0.55,1.7,2.5,0.68,1.0,2.5,3.5,1.5,1.1,0.3,0.8,1.5,6.5
2008,14,LAL,Sasha Vujacic,23,72,0,17.8,3.0,6.7,0.45,1.6,3.8,0.44,1.4,2.9,0.48,0.58,1.1,1.3,0.84,0.3,1.9,2.1,1.0,0.5,0.1,0.7,1.5,8.8
2008,14,LAL,Maurice Evans,29,7,0,13.7,1.3,4.0,0.32,0.1,1.0,0.14,1.1,3.0,0.38,0.34,1.7,2.1,0.8,0.6,0.7,1.3,1.7,0.7,0.1,0.0,1.4,4.4
2008,14,LAL,Chris Mihm,28,23,5,12.1,1.4,4.1,0.34,0.0,0.0,,1.4,4.1,0.34,0.34,0.8,1.2,0.67,1.2,2.1,3.3,0.6,0.2,0.6,0.7,1.8,3.6
2008,14,LAL,Brian Cook,27,6,2,11.7,0.7,3.5,0.19,0.3,1.7,0.2,0.3,1.8,0.18,0.24,0.7,0.7,1.0,0.7,1.0,1.7,0.5,0.3,0.0,0.7,1.0,2.3
2008,14,LAL,Javaris Crittenton,20,22,0,7.8,1.2,2.4,0.49,0.0,0.1,0.33,1.1,2.3,0.5,0.5,0.9,1.3,0.68,0.3,0.6,1.0,0.8,0.3,0.0,1.0,0.5,3.3
2008,14,LAL,Didier Ilunga-Mbenga,27,26,0,7.5,1.2,2.3,0.49,0.0,0.0,,1.2,2.3,0.49,0.49,0.2,0.4,0.4,0.6,1.0,1.6,0.2,0.2,0.6,0.3,1.5,2.5
2008,14,LAL,Ira Newble,33,6,0,5.2,0.5,1.5,0.33,0.2,0.3,0.5,0.3,1.2,0.29,0.39,0.0,0.0,,1.0,0.8,1.8,0.5,0.2,0.2,0.5,0.8,1.2
2008,14,LAL,Coby Karl,24,17,0,4.2,0.5,1.5,0.35,0.2,0.8,0.31,0.3,0.8,0.38,0.42,0.5,0.6,0.8,0.2,0.6,0.8,0.5,0.2,0.1,0.3,0.2,1.8
