NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
7,Andrea Bargnani,PF,7-0,245,1985-10-26,IT,R,
4,Chris Bosh,C,6-11,235,1984-03-24,US,3,Georgia Tech
8,José Calderón,PG,6-3,200,1981-09-28,ES,1,
3,Juan Dixon,SG,6-3,164,1978-10-09,US,4,Maryland
11,T.J. Ford,PG,6-0,165,1983-03-24,US,2,Texas
15,Jorge Garbajosa,PF,6-9,245,1977-12-19,ES,R,
14,Joey Graham,SF,6-7,225,1982-06-11,US,1,"Central Florida, Oklahoma State"
43,Kris Humphries,PF,6-9,235,1985-02-06,US,2,Minnesota
6,Luke Jackson,SF,6-7,215,1981-11-06,US,2,Oregon
20,Fred Jones,SG,6-4,210,1979-03-11,US,4,Oregon
2,Darrick Martin,PG,5-11,170,1971-03-06,US,11,UCLA
12,Rasho Nesterović,C,7-0,248,1976-05-30,SI,8,
18,Anthony Parker,SG,6-6,215,1975-06-19,US,3,Bradley
24,Morris Peterson,SF,6-7,218,1977-08-26,US,6,Michigan State
10,Uroš Slokar,C,6-10,238,1983-05-14,SI,R,
9,Pape Sow,C,6-10,250,1981-11-22,SN,2,Cal State Fullerton
1,P.J. Tucker,SF,6-5,245,1985-05-05,US,R,Texas
