SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2007,12,IND,24,Darrell Armstrong,PG,6-0,170,1968-06-22,US,12,Fayetteville State University
2007,12,IND,9,Maceo Baston,PF,6-9,215,1975-05-29,US,1,Michigan
2007,12,IND,6,Marquis Daniels,SG,6-6,200,1981-01-07,US,3,Auburn
2007,12,IND,1,Ike Diogu,PF,6-8,250,1983-09-11,US,1,Arizona State
2007,12,IND,17,Mike Dunleavy,SG,6-9,230,1980-09-15,US,4,Duke
2007,12,IND,10,Jeff Foster,C,6-11,236,1977-01-16,US,7,Texas State University
2007,12,IND,33,Danny Granger,SF,6-9,222,1983-04-20,US,1,"Bradley, New Mexico"
2007,12,IND,5,Orien Greene,SG,6-4,208,1982-02-04,US,1,"Florida, Louisiana"
2007,12,IND,32,Al Harrington,PF,6-9,230,1980-02-17,US,8,
2007,12,IND,13,David Harrison,C,7-0,280,1982-08-15,US,2,Colorado
2007,12,IND,1,Stephen Jackson,SG,6-8,218,1978-04-05,US,6,Butler County Community College
2007,12,IND,3,Sarunas Jasikevicius,SG,6-4,195,1976-03-05,LT,1,Maryland
2007,12,IND,2,Rawle Marshall,SG,6-9,190,1982-02-20,GY,1,"Ball State University, Oakland"
2007,12,IND,20,Keith McLeod,PG,6-2,188,1979-11-05,US,3,Bowling Green
2007,12,IND,3,Troy Murphy,PF,6-11,245,1980-05-02,US,5,Notre Dame
2007,12,IND,7,Jermaine O'Neal,C,6-11,226,1978-10-13,US,10,
2007,12,IND,22,Josh Powell,PF,6-9,225,1983-01-25,US,1,NC State
2007,12,IND,11,Jamaal Tinsley,PG,6-3,195,1978-02-28,US,5,Iowa State
2007,12,IND,4,Shawne Williams,SG,6-9,225,1986-02-16,US,R,Memphis
