NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Shareef Abdur-Rahim,C,6-9,225,1976-12-11,US,10,California
10,Mike Bibby,PG,6-1,190,1978-05-13,US,8,Arizona
8,Quincy Douby,PG,6-3,175,1984-05-16,US,R,Rutgers University
32,Francisco García,SF,6-7,195,1981-12-31,DO,1,Louisville
5,Jason Hart,PG,6-3,185,1978-04-29,US,5,Syracuse
23,Kevin Martin,SG,6-7,199,1983-02-01,US,2,Western Carolina University
52,Brad Miller,C,6-11,244,1976-04-12,US,8,Purdue
20,Vitaly Potapenko,C,6-10,280,1975-03-21,UA,10,Wright State University
7,Ronnie Price,PG,6-2,190,1983-06-21,US,1,"Nicholls State, Utah Valley"
15,John Salmons,SG,6-7,210,1979-12-12,US,4,Miami (FL)
24,Maurice Taylor,PF,6-9,260,1976-10-30,US,8,Michigan
9,Kenny Thomas,PF,6-7,261,1977-07-25,US,7,New Mexico
30,Justin Williams,C,6-10,225,1984-05-12,US,R,Wyoming
34,Corliss Williamson,PF,6-7,245,1973-12-04,US,11,Arkansas
93,Metta World Peace,SF,6-6,260,1979-11-13,US,7,St. John's
