NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2,Marcus Banks,PG,6-2,200,1981-11-19,US,3,UNLV
10,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,3,
19,Raja Bell,SG,6-5,204,1976-09-19,VI,6,"Boston University, Florida International University"
11,Pat Burke,C,6-11,250,1973-12-14,IE,2,Auburn
3,Boris Diaw,PF,6-8,250,1982-04-16,FR,3,
22,James Jones,SF,6-8,218,1980-10-04,US,3,Miami (FL)
20,Jumaine Jones,SF,6-8,218,1979-02-10,US,7,Georgia
31,Shawn Marion,SF,6-7,220,1978-05-07,US,7,UNLV
4,Sean Marks,PF,6-10,250,1975-08-23,NZ,6,California
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,10,Santa Clara
52,Eric Piatkowski,SG,6-7,215,1970-09-30,US,12,Nebraska
8,Jalen Rose,SF,6-8,210,1973-01-30,US,12,Michigan
1,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,4,
40,Kurt Thomas,C,6-9,230,1972-10-04,US,11,TCU
