NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
35,Malik Allen,PF,6-10,255,1978-06-27,US,5,Villanova
11,Andre Barrett,PG,5-10,172,1982-02-21,US,2,Seton Hall
42,P.J. Brown,PF,6-11,225,1969-10-14,US,13,Louisiana Tech
9,Luol Deng,SF,6-9,237,1985-04-16,SS,2,Duke
21,Chris Duhon,PG,6-1,185,1982-08-31,US,2,Duke
7,Ben Gordon,SG,6-3,200,1983-04-04,GB,2,UConn
44,Adrian Griffin,SF,6-5,217,1974-07-04,US,7,Seton Hall
12,Kirk Hinrich,PG,6-4,190,1981-01-02,US,3,Kansas
38,Viktor Khryapa,PF,6-9,210,1982-08-03,UA,2,
5,Andrés Nocioni,PF,6-7,225,1979-11-30,AR,2,
2,Thabo Sefolosha,SG,6-6,215,1984-05-02,CH,R,
50,Mike Sweetney,C,6-8,275,1982-10-25,US,3,Georgetown
24,Tyrus Thomas,PF,6-9,215,1986-08-17,US,R,LSU
3,Ben Wallace,C,6-9,240,1974-09-10,US,10,Virginia Union University
