NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Chauncey Billups,PG,6-3,202,1976-09-25,US,9,Colorado
8,Will Blalock,PG,6-0,205,1983-09-08,US,R,Iowa State
34,Dale Davis,C,6-11,230,1969-03-25,US,15,Clemson
20,Carlos Delfino,SG,6-6,230,1982-08-29,AR,2,
12,Ronald Dupree,SF,6-7,209,1981-01-26,US,3,LSU
32,Richard Hamilton,SG,6-6,185,1978-02-14,US,7,UConn
10,Lindsey Hunter,PG,6-2,170,1970-12-03,US,13,"Alcorn State, Jackson State University"
25,Amir Johnson,PF,6-9,240,1987-05-01,US,1,
54,Jason Maxiell,C,6-7,260,1983-02-18,US,1,Cincinnati
24,Antonio McDyess,PF,6-9,220,1974-09-07,US,10,Alabama
13,Nazr Mohammed,C,6-10,221,1977-09-05,US,8,Kentucky
6,Ronald Murray,SG,6-4,190,1979-07-29,US,4,"Meridian Community College, Shaw"
22,Tayshaun Prince,SF,6-9,212,1980-02-28,US,4,Kentucky
36,Rasheed Wallace,C,6-10,225,1974-09-17,US,11,UNC
84,Chris Webber,PF,6-9,245,1973-03-01,US,13,Michigan
