NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Elton Brand,PF,6-8,275,1979-03-11,US,7,Duke
19,Sam Cassell,PG,6-3,185,1969-11-18,US,13,Florida State
21,Doug Christie,SG,6-6,200,1970-05-09,US,14,Pepperdine
10,Will Conroy,PG,6-2,195,1982-12-08,US,R,Washington
40,Paul Davis,C,6-11,270,1984-07-21,US,R,Michigan State
3,Daniel Ewing,PG,6-3,185,1983-03-26,US,1,Duke
1,Jason Hart,PG,6-3,185,1978-04-29,US,5,Syracuse
7,Luke Jackson,SF,6-7,215,1981-11-06,US,2,Oregon
35,Chris Kaman,C,7-0,265,1982-04-28,US,3,Central Michigan University
8,Yaroslav Korolev,SF,6-9,203,1987-05-07,RU,1,
14,Shaun Livingston,PG,6-7,192,1985-09-11,US,2,
50,Corey Maggette,SF,6-6,218,1979-11-12,US,7,Duke
5,Cuttino Mobley,SG,6-4,190,1975-09-01,US,8,Rhode Island
13,Quinton Ross,SG,6-6,195,1981-04-30,US,2,SMU
15,James Singleton,PF,6-8,216,1981-07-20,US,1,Murray State
2,Tim Thomas,PF,6-10,230,1977-02-26,US,9,Villanova
22,Von Wafer,SF,6-5,210,1985-07-21,US,1,Florida State
34,Aaron Williams,PF,6-9,220,1971-10-02,US,12,Xavier
24,Alvin Williams,PG,6-5,185,1974-08-06,US,8,Villanova
