SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2004,11,HOU,Cuttino Mobley,28,80,80,40.4,5.8,13.5,0.43,2.1,5.3,0.39,3.7,8.3,0.45,0.5,2.2,2.7,0.81,0.5,4.0,4.5,3.2,1.3,0.4,2.3,2.2,15.8
2004,11,HOU,Steve Francis,26,79,79,40.4,5.7,14.1,0.4,0.9,3.2,0.29,4.8,11.0,0.44,0.44,4.3,5.5,0.78,1.5,4.0,5.5,6.2,1.8,0.4,3.7,3.3,16.6
2004,11,HOU,Jim Jackson,33,80,80,39.0,4.8,11.3,0.42,2.0,5.1,0.4,2.8,6.2,0.44,0.51,1.3,1.6,0.84,0.7,5.4,6.1,2.8,1.1,0.3,2.2,2.8,12.9
2004,11,HOU,Yao Ming,23,82,82,32.8,6.5,12.5,0.52,0.0,0.0,0.0,6.5,12.5,0.52,0.52,4.4,5.4,0.81,2.4,6.6,9.0,1.5,0.3,1.9,2.5,3.3,17.5
2004,11,HOU,Maurice Taylor,27,75,10,27.7,4.9,10.2,0.48,0.0,0.0,0.0,4.9,10.2,0.48,0.48,1.7,2.3,0.74,1.7,3.4,5.1,1.4,0.6,0.6,2.0,3.4,11.5
2004,11,HOU,Kelvin Cato,29,69,67,25.3,2.3,5.2,0.45,0.0,0.0,,2.3,5.2,0.45,0.45,1.4,2.1,0.68,2.2,4.6,6.8,1.0,0.8,1.4,1.2,2.9,6.1
2004,11,HOU,Clarence Weatherspoon,33,37,0,17.6,2.3,4.6,0.5,0.0,0.0,0.0,2.3,4.6,0.51,0.5,0.9,1.4,0.66,1.6,2.5,4.2,0.5,0.6,0.4,0.7,1.5,5.6
2004,11,HOU,Eric Piatkowski,33,49,0,14.3,1.5,3.9,0.38,0.9,2.5,0.35,0.6,1.4,0.42,0.49,0.3,0.3,0.88,0.2,1.3,1.5,0.5,0.3,0.1,0.6,0.9,4.1
2004,11,HOU,Mark Jackson,38,42,3,13.7,0.8,2.4,0.34,0.2,1.0,0.17,0.6,1.4,0.46,0.38,0.7,0.9,0.72,0.2,1.4,1.7,2.8,0.4,0.0,1.3,1.0,2.5
2004,11,HOU,Moochie Norris,30,30,0,13.4,0.9,2.9,0.31,0.3,0.8,0.35,0.6,2.1,0.3,0.36,0.6,0.8,0.75,0.1,0.9,1.0,1.6,0.5,0.1,1.0,0.5,2.7
2004,11,HOU,Torraye Braggs,27,11,0,12.0,1.2,2.5,0.46,0.0,0.0,,1.2,2.5,0.46,0.46,0.7,1.1,0.67,1.4,1.7,3.1,0.5,0.4,0.2,1.1,1.9,3.1
2004,11,HOU,BoAtjan Nachbar,23,45,3,11.5,1.0,2.9,0.36,0.5,1.4,0.36,0.5,1.5,0.35,0.44,0.5,0.6,0.72,0.2,1.4,1.6,0.7,0.3,0.3,0.5,1.6,3.1
2004,11,HOU,Scott Padgett,27,58,5,9.4,1.3,2.9,0.44,0.5,1.1,0.43,0.8,1.8,0.45,0.53,0.4,0.6,0.75,0.8,1.6,2.4,0.4,0.2,0.2,0.4,1.3,3.4
2004,11,HOU,Adrian Griffin,29,19,1,7.0,0.3,0.9,0.28,0.1,0.1,0.5,0.2,0.8,0.25,0.31,0.0,0.2,0.0,0.1,0.9,1.0,0.5,0.4,0.1,0.2,0.9,0.6
2004,11,HOU,Mike Wilks,24,26,0,5.6,0.7,1.4,0.47,0.2,0.4,0.6,0.4,1.0,0.42,0.56,0.4,0.5,0.83,0.1,0.5,0.6,0.7,0.1,0.0,0.3,0.6,1.9
2004,11,HOU,Alton Ford,22,9,0,4.6,0.7,1.2,0.55,0.0,0.0,,0.7,1.2,0.55,0.55,0.3,0.7,0.5,0.3,0.9,1.2,0.3,0.0,0.1,0.3,1.0,1.7
2004,11,HOU,Charles Oakley,40,7,0,3.6,0.3,0.9,0.33,0.0,0.0,,0.3,0.9,0.33,0.33,0.7,0.9,0.83,0.0,0.7,0.7,0.3,0.0,0.0,0.1,1.1,1.3
