PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Baron Davis,24,67,66,40.1,8.3,20.9,0.395,2.8,8.7,0.321,5.5,12.2,0.44799999999999995,0.462,3.5,5.3,0.6729999999999999,1.0,3.3,4.3,7.5,2.4,0.4,3.2,2.7,22.9
Jamal Mashburn,31,19,18,38.4,8.2,20.9,0.392,1.0,3.5,0.284,7.2,17.4,0.414,0.41600000000000004,3.4,4.2,0.813,1.0,5.2,6.2,2.5,0.7,0.3,1.9,2.2,20.8
P.J. Brown,34,80,80,34.4,4.2,8.9,0.47600000000000003,0.0,0.0,0.0,4.2,8.9,0.47700000000000004,0.47600000000000003,2.0,2.3,0.8540000000000001,3.0,5.7,8.6,1.9,1.0,0.9,1.3,2.5,10.5
Jamaal Magloire,25,82,82,33.9,4.7,9.9,0.473,0.0,0.0,0.0,4.7,9.9,0.474,0.473,4.3,5.7,0.7509999999999999,3.3,7.1,10.3,1.0,0.5,1.2,2.5,3.4,13.6
David Wesley,33,61,60,32.8,5.1,13.1,0.389,1.5,4.7,0.32299999999999995,3.6,8.4,0.425,0.446,2.2,3.0,0.753,0.5,1.7,2.2,2.9,1.2,0.2,1.6,2.4,14.0
Darrell Armstrong,35,79,22,28.4,3.7,9.3,0.395,1.7,5.4,0.315,2.0,3.9,0.508,0.48700000000000004,1.6,1.8,0.8540000000000001,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9,10.6
George Lynch,33,78,51,21.8,1.9,4.8,0.397,0.6,1.8,0.309,1.4,3.0,0.449,0.455,0.4,0.7,0.667,1.2,2.8,4.0,1.5,0.6,0.2,0.8,2.0,4.8
Stacey Augmon,35,69,24,20.5,2.1,5.0,0.41200000000000003,0.0,0.1,0.14300000000000002,2.1,4.9,0.418,0.414,1.6,2.0,0.7909999999999999,0.8,1.8,2.5,1.2,0.8,0.2,1.1,1.7,5.8
Shammond Williams,28,16,2,14.9,1.8,5.1,0.34600000000000003,0.3,1.6,0.192,1.4,3.4,0.418,0.377,0.7,0.8,0.846,0.0,1.1,1.1,3.3,0.9,0.1,1.3,1.4,4.5
Robert Traylor,26,71,0,13.3,2.0,4.0,0.505,0.0,0.1,0.4,2.0,4.0,0.507,0.509,1.0,1.8,0.547,1.5,2.2,3.7,0.6,0.5,0.5,0.9,2.3,5.1
Steve Smith,34,71,4,13.1,1.7,4.1,0.406,0.6,1.5,0.402,1.1,2.6,0.409,0.48,1.1,1.2,0.9279999999999999,0.4,0.8,1.1,0.8,0.2,0.1,0.6,1.3,5.0
David West,23,71,1,13.1,1.5,3.2,0.474,0.0,0.0,0.0,1.5,3.2,0.478,0.474,0.8,1.1,0.713,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1.6,3.8
Maurice Carter,27,6,0,10.0,1.0,3.5,0.28600000000000003,0.5,1.3,0.375,0.5,2.2,0.231,0.35700000000000004,0.8,1.3,0.625,0.3,1.0,1.3,0.3,0.0,0.0,0.5,0.8,3.3
Sean Rooks,34,35,0,9.3,1.0,2.7,0.36200000000000004,0.0,0.0,,1.0,2.7,0.36200000000000004,0.36200000000000004,0.3,0.4,0.8,0.3,1.1,1.4,0.3,0.3,0.1,0.4,1.4,2.3
Tierre Brown,24,3,0,5.7,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.7,1.3,0.5,0.0,0.3,0.3,0.7,0.0,0.0,2.3,0.3,2.0
Bryce Drew,29,15,0,5.2,0.3,1.2,0.222,0.1,0.5,0.14300000000000002,0.2,0.7,0.273,0.25,0.2,0.2,1.0,0.0,0.4,0.4,0.9,0.3,0.0,0.5,0.1,0.8
