Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,22.0,NBA,PF,64.0,23.0,1301.0,4.3,7.7,0.55,0.0,0.0,0.0,4.3,7.7,0.55,2.4,4.2,0.57,4.4,7.0,11.3,0.8,0.7,2.0,1.4,5.3,10.9
1993,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,23.0,NBA,PF,82.0,82.0,2264.0,4.8,8.5,0.57,0.0,0.0,,4.8,8.5,0.57,1.9,3.6,0.53,4.6,6.9,11.5,1.1,1.0,2.4,1.3,4.4,11.6
1994,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,24.0,NBA,PF,66.0,64.0,2292.0,4.8,9.1,0.53,0.0,0.0,0.0,4.8,9.1,0.53,2.4,4.6,0.53,4.4,6.9,11.3,1.6,0.8,1.7,1.6,3.4,12.1
1995,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,25.0,NBA,PF,74.0,70.0,2346.0,5.0,8.8,0.56,0.0,0.0,0.0,5.0,8.8,0.56,2.1,4.0,0.53,4.0,6.7,10.7,0.9,1.1,1.8,1.9,3.4,12.1
1996,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,26.0,NBA,PF,78.0,77.0,2617.0,4.6,8.2,0.56,0.0,0.0,,4.6,8.2,0.56,1.9,4.0,0.47,3.5,6.3,9.8,1.0,0.8,1.5,1.6,3.3,11.0
1997,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,27.0,NBA,PF,80.0,76.0,2589.0,5.1,9.6,0.54,0.0,0.0,,5.1,9.6,0.54,1.3,3.0,0.43,4.2,6.5,10.7,0.8,0.8,1.1,1.5,3.2,11.6
1998,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,28.0,NBA,C,78.0,78.0,2174.0,4.5,8.2,0.55,0.0,0.0,,4.5,8.2,0.55,1.3,2.8,0.46,3.9,6.3,10.1,1.2,0.8,1.4,1.2,3.5,10.4
1999,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,29.0,NBA,PF,50.0,50.0,1374.0,4.2,7.9,0.53,0.0,0.0,,4.2,7.9,0.53,2.0,3.2,0.62,4.1,6.8,10.9,0.6,0.5,1.5,1.1,3.0,10.4
2000,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,30.0,NBA,C,74.0,72.0,2127.0,5.1,10.2,0.5,0.0,0.0,,5.1,10.2,0.5,2.4,3.4,0.68,4.3,8.0,12.3,1.1,0.9,1.6,1.5,3.4,12.6
2001,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,31.0,NBA,C,81.0,43.0,2162.0,4.0,8.1,0.5,0.0,0.1,0.0,4.0,8.0,0.5,1.6,2.5,0.63,3.9,6.2,10.1,1.7,0.7,1.3,1.1,3.3,9.7
2002,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,32.0,NBA,C,78.0,77.0,2447.0,4.4,8.5,0.51,0.0,0.0,,4.4,8.5,0.51,2.2,3.1,0.71,3.9,6.3,10.1,1.4,0.9,1.2,0.9,2.8,10.9
2003,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,33.0,NBA,C,78.0,78.0,2282.0,3.7,6.9,0.54,0.0,0.0,,3.7,6.9,0.54,1.7,2.6,0.63,3.7,5.2,8.9,1.5,0.8,1.1,1.1,3.0,9.1
2004,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,34.0,NBA,C,76.0,37.0,1682.0,2.8,6.0,0.47,0.0,0.0,,2.8,6.0,0.47,1.4,2.3,0.61,3.4,5.1,8.5,1.5,0.9,1.3,0.9,3.3,7.1
2005,31,684,TOT,Total After Trade,Dale Davis,1969-03-25,35.0,NBA,C,61.0,28.0,1307.0,3.1,6.4,0.48,0.0,0.0,,3.1,6.4,0.48,1.7,2.7,0.61,4.2,6.1,10.3,1.3,0.9,1.8,1.2,4.5,7.8
2005,10,684,GSW,Golden State Warriors,Dale Davis,1969-03-25,35.0,NBA,C,36.0,3.0,577.0,2.8,6.8,0.41,0.0,0.0,,2.8,6.8,0.41,1.4,2.4,0.58,3.8,5.7,9.5,1.4,0.8,2.0,1.2,4.9,7.0
2005,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,35.0,NBA,C,25.0,25.0,730.0,3.3,6.2,0.54,0.0,0.0,,3.3,6.2,0.54,1.9,3.0,0.62,4.5,6.5,10.9,1.2,0.9,1.6,1.1,4.1,8.5
2006,9,684,DET,Detroit Pistons,Dale Davis,1969-03-25,36.0,NBA,C,28.0,2.0,178.0,1.8,4.9,0.38,0.0,0.2,0.0,1.8,4.7,0.39,1.6,3.0,0.53,4.2,6.5,10.7,1.2,0.0,1.8,0.8,4.7,5.3
2007,9,684,DET,Detroit Pistons,Dale Davis,1969-03-25,37.0,NBA,C,46.0,6.0,464.0,2.6,5.7,0.45,0.0,0.0,,2.6,5.7,0.45,1.3,2.0,0.65,4.6,6.1,10.6,0.9,0.8,2.6,1.2,4.6,6.4
