Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2002,3,572,NJN,New Jersey Nets,23.0,NBA,C,77.0,1407.0,10.7,0.5,0.01,0.59,10.5,13.6,12.0,8.4,1.1,2.4,17.1,13.5,,1.0,2.0,3.0,0.1,,-2.7,0.6,-2.1,0.0
2003,3,572,NJN,New Jersey Nets,24.0,NBA,C,81.0,1900.0,9.9,0.52,0.01,0.7,8.2,13.9,11.1,6.9,1.3,1.7,16.1,12.5,,1.7,3.0,4.7,0.12,,-3.0,0.9,-2.0,0.0
2004,3,572,NJN,New Jersey Nets,25.0,NBA,C,78.0,2220.0,10.0,0.5,0.0,0.48,7.6,13.6,10.6,10.8,1.6,1.9,17.3,11.9,,1.4,3.5,4.9,0.1,,-2.9,1.3,-1.5,0.3
2005,3,572,NJN,New Jersey Nets,26.0,NBA,C,80.0,2542.0,8.6,0.47,0.01,0.46,7.1,16.1,11.5,6.7,1.5,2.3,14.4,11.7,,0.2,3.7,3.9,0.07,,-4.0,1.1,-2.9,-0.6
2006,3,572,NJN,New Jersey Nets,27.0,NBA,C,71.0,1895.0,5.5,0.42,0.05,0.33,5.7,15.6,10.6,5.7,1.3,1.7,16.9,9.0,,-0.9,2.9,2.0,0.05,,-5.3,1.5,-3.8,-0.9
2007,3,572,NJN,New Jersey Nets,28.0,NBA,PF,80.0,1844.0,3.0,0.41,0.01,0.84,5.8,14.4,10.1,3.5,1.1,1.6,26.1,7.1,,-1.3,1.9,0.6,0.02,,-6.3,0.4,-5.8,-1.8
2008,31,572,TOT,Total After Trade,29.0,NBA,C,74.0,1172.0,3.4,0.48,0.01,0.66,6.2,11.1,8.7,3.1,1.0,1.6,24.8,7.4,,-0.5,0.6,0.1,0.0,,-6.7,0.0,-6.7,-1.4
2008,3,572,NJN,New Jersey Nets,29.0,NBA,C,43.0,684.0,2.0,0.43,0.0,0.67,5.9,9.2,7.5,4.0,0.8,0.9,24.8,6.2,,-0.3,0.3,0.0,-0.0,,-6.8,-0.2,-7.0,-0.9
2008,15,572,MEM,Memphis Grizzlies,29.0,NBA,C,31.0,488.0,5.4,0.53,0.02,0.64,6.6,13.9,10.2,1.7,1.2,2.5,24.8,9.2,,-0.2,0.3,0.1,0.02,,-6.4,0.2,-6.2,-0.5
2009,18,572,MIN,Minnesota Timberwolves,30.0,NBA,C,31.0,422.0,3.3,0.35,0.0,0.4,7.5,12.1,9.7,3.7,1.1,2.4,12.7,10.1,,-0.4,0.3,-0.2,-0.02,,-6.9,-0.2,-7.2,-0.6
2010,1,572,ATL,Atlanta Hawks,31.0,NBA,C,24.0,115.0,0.9,0.34,0.04,0.09,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,,-0.2,0.1,-0.1,-0.04,,-8.3,-0.5,-8.8,-0.2
2011,1,572,ATL,Atlanta Hawks,32.0,NBA,C,49.0,593.0,5.4,0.54,0.01,0.58,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,,0.1,0.5,0.6,0.05,,-5.3,0.4,-4.8,-0.4
2012,1,572,ATL,Atlanta Hawks,33.0,NBA,C,30.0,308.0,3.7,0.42,0.0,0.38,4.6,13.6,9.1,4.6,0.7,0.7,17.7,8.6,,-0.2,0.3,0.2,0.02,,-5.8,-0.3,-6.1,-0.3
2013,31,572,TOT,Total After Trade,34.0,NBA,C,38.0,384.0,3.0,0.48,0.0,1.1,6.9,11.3,9.2,2.9,1.6,2.1,29.5,7.5,,-0.1,0.5,0.4,0.04,,-7.9,1.2,-6.7,-0.4
2013,2,572,BOS,Boston Celtics,34.0,NBA,C,32.0,330.0,3.0,0.51,0.0,1.3,7.8,10.8,9.3,2.5,1.6,1.4,30.7,7.5,,-0.1,0.4,0.3,0.05,,-7.7,0.8,-7.0,-0.4
2013,30,572,WAS,Washington Wizards,34.0,NBA,C,6.0,54.0,2.9,0.29,0.0,0.33,2.0,14.5,8.2,5.2,1.9,5.9,22.5,7.5,,-0.1,0.1,0.0,0.02,,-8.9,3.7,-5.2,0.0
2014,3,572,BRK,Brooklyn Nets,35.0,NBA,C,22.0,172.0,4.1,0.48,0.12,0.17,4.9,8.3,6.6,3.5,2.4,0.5,21.4,8.9,,-0.1,0.1,0.1,0.02,,-6.4,-0.3,-6.7,-0.2
