Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,24.0,SAC,NBA,C,80.0,18.0,1180.0,4.9,10.5,0.465,0.0,0.0,,4.9,10.5,0.465,2.9,4.0,0.723,3.4,7.9,11.4,1.4,0.7,1.0,3.3,6.8,12.6
1987,25.0,SAC,NBA,C,79.0,31.0,1658.0,5.6,11.8,0.471,0.0,0.0,0.0,5.6,11.8,0.472,2.4,3.0,0.786,3.8,6.7,10.5,1.5,0.8,0.7,2.0,4.6,13.5
1988,26.0,SAC,NBA,C,82.0,60.0,1999.0,5.8,12.4,0.472,0.0,0.0,,5.8,12.4,0.472,2.8,3.4,0.814,3.2,7.2,10.4,1.7,0.5,1.1,1.9,4.1,14.4
1989,27.0,TOT,NBA,C,75.0,13.0,1411.0,4.5,11.0,0.405,0.0,0.1,0.0,4.5,11.0,0.407,3.4,3.9,0.882,3.2,6.5,9.6,1.7,0.8,0.6,2.7,4.9,12.3
1989,27.0,SAC,NBA,C,47.0,11.0,913.0,4.6,11.9,0.383,0.0,0.0,0.0,4.6,11.9,0.384,3.2,3.5,0.92,3.0,6.5,9.5,1.4,0.7,0.7,2.6,5.0,12.3
1989,27.0,BOS,NBA,C,28.0,2.0,498.0,4.3,9.3,0.457,0.0,0.1,0.0,4.3,9.3,0.461,3.8,4.6,0.828,3.5,6.4,9.9,2.3,1.1,0.4,2.7,4.8,12.4
1990,28.0,BOS,NBA,C,81.0,4.0,1365.0,4.6,9.7,0.48,0.0,0.1,0.0,4.6,9.6,0.485,2.2,2.6,0.83,3.1,6.3,9.4,1.2,0.4,0.7,1.7,4.5,11.5
1991,29.0,BOS,NBA,C,72.0,1.0,850.0,4.3,9.2,0.468,0.0,0.1,0.0,4.3,9.1,0.472,2.3,2.9,0.783,3.0,7.3,10.3,0.9,0.6,0.6,2.2,4.6,10.9
1992,30.0,BOS,NBA,C,70.0,3.0,991.0,5.2,10.6,0.491,0.1,0.3,0.5,5.1,10.4,0.491,1.2,1.7,0.708,3.4,7.3,10.8,1.2,0.8,0.5,1.0,3.6,11.8
1993,31.0,BOS,NBA,C,78.0,3.0,1129.0,3.4,8.5,0.404,0.0,0.2,0.0,3.4,8.3,0.414,1.3,1.8,0.707,3.6,7.4,11.0,1.2,0.5,0.5,1.2,3.9,8.2
1994,32.0,PHO,NBA,C,74.0,4.0,848.0,5.3,10.9,0.488,0.2,0.5,0.455,5.1,10.4,0.49,1.3,1.7,0.769,2.1,6.1,8.2,1.9,0.6,0.8,1.5,5.0,12.1
1995,33.0,PHO,NBA,C,75.0,42.0,968.0,4.4,9.9,0.449,0.0,0.1,0.0,4.4,9.8,0.452,1.6,1.8,0.857,3.0,6.6,9.6,1.5,0.5,0.7,1.3,6.5,10.4
1996,34.0,PHO,NBA,C,56.0,9.0,663.0,3.9,9.2,0.42,0.1,0.4,0.286,3.7,8.8,0.426,1.1,1.4,0.8,2.0,5.2,7.2,2.4,0.7,0.3,2.0,6.1,8.9
1997,35.0,TOT,NBA,C,59.0,10.0,848.0,2.9,7.2,0.406,0.1,0.1,0.667,2.8,7.1,0.401,1.2,1.6,0.737,2.6,6.0,8.6,1.5,0.7,0.8,1.7,4.7,7.1
1997,35.0,PHO,NBA,C,23.0,10.0,365.0,3.2,7.9,0.4,0.1,0.1,1.0,3.1,7.8,0.392,1.3,1.8,0.722,2.1,5.8,7.9,1.2,0.9,0.6,2.0,4.6,7.7
1997,35.0,LAL,NBA,C,8.0,0.0,30.0,2.4,9.6,0.25,0.0,0.0,,2.4,9.6,0.25,2.4,2.4,1.0,2.4,8.4,10.8,0.0,0.0,0.0,0.0,7.2,7.2
1997,35.0,NJN,NBA,C,28.0,0.0,453.0,2.8,6.5,0.427,0.1,0.2,0.5,2.7,6.4,0.425,1.0,1.4,0.722,3.1,6.0,9.1,1.8,0.6,1.0,1.7,4.5,6.7
1998,36.0,CHI,NBA,C,46.0,1.0,397.0,3.5,9.6,0.368,0.0,0.0,,3.5,9.6,0.368,1.4,1.6,0.833,2.4,4.5,7.0,2.7,0.4,0.5,2.5,5.7,8.4
1999,37.0,PHO,NBA,C,31.0,5.0,374.0,2.9,7.1,0.405,0.0,0.2,0.0,2.9,6.9,0.417,0.8,1.2,0.667,2.6,3.9,6.4,1.2,0.8,0.1,1.0,4.4,6.5
