Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",21.0,NBA,C,82.0,61.0,22.5,2.4,5.3,0.46,0.0,0.0,0.0,2.4,5.3,0.46,0.46,1.2,1.7,0.7,1.5,4.1,5.6,1.0,0.3,0.9,1.9,2.6,6.1
2005,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",22.0,NBA,C,63.0,50.0,25.9,3.9,7.9,0.5,0.0,0.0,0.0,3.9,7.8,0.5,0.5,1.3,1.9,0.66,2.1,4.6,6.7,1.2,0.4,1.1,1.8,2.9,9.1
2006,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",23.0,NBA,C,78.0,78.0,32.8,4.7,9.1,0.52,0.0,0.0,0.0,4.7,9.0,0.52,0.52,2.5,3.2,0.77,2.4,7.2,9.6,1.0,0.6,1.4,2.3,3.4,11.9
2007,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",24.0,NBA,C,75.0,66.0,29.0,3.9,8.7,0.45,0.0,0.0,0.0,3.9,8.7,0.45,0.45,2.2,3.0,0.74,2.1,5.7,7.8,1.1,0.5,1.5,2.0,3.3,10.1
2008,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",25.0,NBA,C,56.0,55.0,37.2,6.0,12.5,0.48,0.0,0.1,0.0,6.0,12.4,0.49,0.48,3.6,4.7,0.76,3.1,9.6,12.7,1.9,0.6,2.8,2.9,3.2,15.7
2009,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",26.0,NBA,C,31.0,24.0,29.7,5.2,9.8,0.53,0.0,0.0,,5.2,9.8,0.53,0.53,1.6,2.4,0.68,2.4,5.5,8.0,1.5,0.5,1.5,2.7,3.0,12.0
2010,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",27.0,NBA,C,76.0,76.0,34.3,7.8,15.8,0.49,0.0,0.1,0.0,7.8,15.7,0.49,0.49,3.0,4.0,0.75,2.4,6.8,9.3,1.6,0.5,1.2,2.9,2.8,18.5
2011,13,1577,LAC,Los Angeles Clippers,Chris Kaman,"April 28, 1982",28.0,NBA,C,32.0,15.0,26.2,5.5,11.8,0.47,0.0,0.0,,5.5,11.8,0.47,0.47,1.3,1.8,0.75,1.6,5.4,7.0,1.4,0.5,1.5,1.8,2.3,12.4
2012,19,1577,NOH,New Orleans Hornets,Chris Kaman,"April 28, 1982",29.0,NBA,C,47.0,33.0,29.2,5.7,12.7,0.45,0.0,0.0,,5.7,12.7,0.45,0.45,1.8,2.3,0.78,1.9,5.9,7.7,2.1,0.5,1.6,2.7,2.3,13.1
2013,7,1577,DAL,Dallas Mavericks,Chris Kaman,"April 28, 1982",30.0,NBA,C,66.0,52.0,20.7,4.7,9.3,0.51,0.0,0.0,0.0,4.7,9.3,0.51,0.51,1.0,1.3,0.79,1.5,4.2,5.6,0.8,0.4,0.8,1.6,2.1,10.5
2014,14,1577,LAL,Los Angeles Lakers,Chris Kaman,"April 28, 1982",31.0,NBA,C,39.0,13.0,18.9,4.5,8.9,0.51,0.0,0.1,0.0,4.5,8.8,0.51,0.51,1.3,1.7,0.76,1.4,4.5,5.9,1.5,0.3,1.0,1.9,2.4,10.4
2015,25,1577,POR,Portland Trail Blazers,Chris Kaman,"April 28, 1982",32.0,NBA,C,74.0,13.0,18.9,3.8,7.4,0.52,0.0,0.0,,3.8,7.4,0.52,0.52,1.0,1.4,0.71,2.0,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6
2016,25,1577,POR,Portland Trail Blazers,Chris Kaman,"April 28, 1982",33.0,NBA,C,16.0,2.0,7.0,1.3,2.7,0.46,0.1,0.3,0.25,1.2,2.4,0.49,0.48,0.2,0.2,1.0,0.4,1.1,1.5,0.7,0.1,0.1,0.5,0.9,2.8
