Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,12,683,IND,Indiana Pacers,22.0,NBA,PF,3.0,69.0,7.9,0.4,0.0,0.0,8.6,23.3,16.0,4.2,0.0,4.0,9.1,7.3,0.0,0.0,0.0,0.02,-2.3,-0.7,-3.0,0.0
1993,12,683,IND,Indiana Pacers,23.0,NBA,PF,4.0,117.0,10.1,0.62,0.0,0.33,4.3,27.9,16.5,5.0,1.8,2.3,17.9,6.8,0.1,0.2,0.2,0.1,-0.3,1.7,1.4,0.1
1994,12,683,IND,Indiana Pacers,24.0,NBA,PF,16.0,578.0,11.2,0.5,0.01,0.34,13.7,19.3,16.6,3.2,1.7,2.3,19.8,12.0,0.0,1.1,1.1,0.1,-0.9,0.0,-0.8,0.2
1995,12,683,IND,Indiana Pacers,25.0,NBA,PF,17.0,490.0,12.2,0.54,0.0,0.45,13.6,21.2,17.4,2.1,0.8,2.6,14.9,14.0,0.3,0.6,0.8,0.08,-0.6,-0.5,-1.1,0.1
1996,12,683,IND,Indiana Pacers,26.0,NBA,PF,5.0,184.0,11.6,0.5,0.0,0.36,14.5,22.3,18.7,3.8,0.9,2.8,21.8,11.9,0.0,0.3,0.3,0.08,-1.0,0.3,-0.7,0.1
1998,12,683,IND,Indiana Pacers,28.0,NBA,C,16.0,466.0,15.7,0.62,0.0,0.74,12.6,20.4,16.7,4.7,0.6,3.0,15.5,14.4,0.8,0.6,1.4,0.15,1.9,0.5,2.4,0.5
1999,12,683,IND,Indiana Pacers,29.0,NBA,PF,13.0,394.0,18.1,0.6,0.0,0.65,14.5,25.6,20.3,5.0,1.4,3.3,17.5,14.5,0.8,0.6,1.4,0.17,1.9,0.9,2.8,0.5
2001,25,683,POR,Portland Trail Blazers,31.0,NBA,C,2.0,20.0,-2.4,0.17,0.5,1.0,16.5,5.6,11.1,0.0,2.6,0.0,25.8,9.1,0.0,0.0,0.0,-0.1,-11.2,-2.7,-13.9,-0.1
2002,25,683,POR,Portland Trail Blazers,32.0,NBA,C,3.0,70.0,7.2,0.3,0.0,0.18,9.2,23.2,15.9,9.4,3.0,3.8,14.4,8.7,-0.1,0.1,0.1,0.04,-4.9,3.2,-1.8,0.0
2003,25,683,POR,Portland Trail Blazers,33.0,NBA,C,6.0,162.0,16.9,0.64,0.0,1.08,14.4,20.3,17.3,8.3,1.7,1.0,22.0,12.7,0.3,0.0,0.4,0.11,1.5,0.7,2.2,0.2
2005,12,683,IND,Indiana Pacers,35.0,NBA,C,13.0,311.0,12.0,0.5,0.0,0.43,13.9,16.8,15.4,3.1,1.6,1.5,11.5,12.2,0.3,0.6,0.8,0.13,-1.0,-0.3,-1.4,0.0
2006,9,683,DET,Detroit Pistons,36.0,NBA,C,8.0,36.0,-11.0,0.13,0.0,0.67,3.3,28.2,15.3,4.2,0.0,0.0,27.9,14.5,-0.2,0.1,-0.2,-0.2,-16.2,-1.4,-17.7,-0.1
2007,9,683,DET,Detroit Pistons,37.0,NBA,C,8.0,51.0,6.0,0.41,0.0,0.5,11.6,16.5,14.0,3.2,2.2,3.2,17.0,11.1,0.0,0.1,0.1,0.08,-6.2,1.7,-4.5,0.0
