Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,5,1061,CHI,Charlotte Bobcats,21.0,NBA,SG,82.0,3.0,24.4,5.3,12.9,0.41,1.6,4.0,0.4,3.7,8.8,0.41,0.47,2.8,3.3,0.86,0.7,2.0,2.6,2.0,0.6,0.1,2.3,2.7,15.1
2006,5,1061,CHI,Charlotte Bobcats,22.0,NBA,SG,80.0,47.0,31.0,6.1,14.4,0.42,2.1,4.8,0.44,4.0,9.6,0.42,0.49,2.6,3.4,0.79,0.5,2.2,2.7,3.0,0.9,0.1,2.3,3.0,16.9
2007,5,1061,CHI,Charlotte Bobcats,23.0,NBA,SG,82.0,51.0,33.0,7.4,16.3,0.46,1.9,4.6,0.41,5.5,11.7,0.47,0.51,4.6,5.4,0.86,0.4,2.7,3.1,3.6,0.8,0.2,3.0,3.1,21.4
2008,5,1061,CHI,Charlotte Bobcats,24.0,NBA,SG,72.0,27.0,31.8,6.4,14.8,0.43,2.0,4.8,0.41,4.5,10.0,0.44,0.5,3.7,4.1,0.91,0.6,2.5,3.1,3.0,0.8,0.1,2.1,2.4,18.6
2009,5,1061,CHI,Charlotte Bobcats,25.0,NBA,SG,82.0,76.0,36.6,7.3,16.0,0.46,2.1,5.1,0.41,5.2,10.9,0.48,0.52,4.0,4.7,0.86,0.6,2.8,3.5,3.4,0.9,0.3,2.4,2.2,20.7
2010,9,1061,DET,Detroit Pistons,26.0,NBA,SG,62.0,17.0,27.9,4.7,11.3,0.42,1.2,3.8,0.32,3.5,7.5,0.46,0.47,3.2,3.7,0.86,0.4,1.5,1.9,2.7,0.8,0.1,1.9,2.4,13.8
2011,9,1061,DET,Detroit Pistons,27.0,NBA,SG,82.0,27.0,26.0,4.1,9.4,0.44,1.3,3.2,0.4,2.8,6.1,0.46,0.51,1.7,2.0,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2
2012,9,1061,DET,Detroit Pistons,28.0,NBA,SG,52.0,21.0,26.9,4.5,10.2,0.44,1.2,2.8,0.43,3.3,7.4,0.45,0.5,2.3,2.6,0.86,0.3,2.1,2.3,2.4,0.7,0.2,2.2,2.2,12.5
2013,4,1061,CHA,Charlotte Bobcats,29.0,NBA,SG,75.0,0.0,20.8,4.1,10.1,0.41,1.5,3.9,0.39,2.6,6.2,0.42,0.48,1.4,1.7,0.84,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8,11.2
2014,4,1061,CHA,Charlotte Bobcats,30.0,NBA,SG,19.0,0.0,14.7,1.9,5.7,0.34,0.4,1.5,0.28,1.5,4.2,0.37,0.38,0.9,1.1,0.81,0.2,1.3,1.4,1.1,0.5,0.1,1.1,0.9,5.2
2015,22,1061,ORL,Orlando Magic,31.0,NBA,SG,56.0,0.0,14.1,2.3,5.3,0.44,0.6,1.7,0.36,1.7,3.5,0.48,0.5,1.0,1.2,0.84,0.1,1.0,1.1,0.9,0.3,0.0,1.0,1.1,6.2
