Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2001,22,ORL,Orlando Magic,Tracy McGrady,21,77,77,40.1,10.2,22.4,0.46,0.8,2.2,0.36,9.5,20.2,0.47,0.47,5.6,7.6,0.73,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1,26.8
2001,22,ORL,Orlando Magic,Darrell Armstrong,32,75,75,36.9,5.5,13.4,0.41,1.9,5.4,0.36,3.6,8.0,0.45,0.48,2.9,3.3,0.88,1.3,3.3,4.6,7.0,1.8,0.2,2.7,2.1,15.9
2001,22,ORL,Orlando Magic,Grant Hill,28,4,4,33.3,4.8,10.8,0.44,0.3,0.3,1.0,4.5,10.5,0.43,0.45,4.0,6.5,0.62,2.0,4.3,6.3,6.3,1.3,0.5,2.8,2.3,13.8
2001,22,ORL,Orlando Magic,Bo Outlaw,29,80,69,31.7,2.8,4.6,0.61,0.0,0.0,0.5,2.8,4.6,0.62,0.62,1.6,2.8,0.57,2.6,5.1,7.7,2.8,1.3,1.7,1.8,3.0,7.3
2001,22,ORL,Orlando Magic,Mike Miller,20,82,62,29.1,4.5,10.3,0.44,1.8,4.4,0.41,2.7,5.9,0.46,0.52,1.1,1.6,0.71,0.8,3.2,4.0,1.7,0.6,0.2,1.2,2.4,11.9
2001,22,ORL,Orlando Magic,Dee Brown,32,7,0,22.1,2.3,6.3,0.36,1.7,4.6,0.38,0.6,1.7,0.33,0.5,0.6,0.7,0.8,0.0,1.6,1.6,1.7,0.6,0.0,1.0,1.4,6.9
2001,22,ORL,Orlando Magic,John Amaechi,30,82,36,20.9,2.9,7.2,0.4,0.0,0.1,0.0,2.9,7.1,0.4,0.4,2.1,3.4,0.63,0.9,2.3,3.3,0.9,0.3,0.4,1.5,2.1,7.9
2001,22,ORL,Orlando Magic,Pat Garrity,24,76,1,20.8,2.9,7.6,0.39,1.3,2.9,0.43,1.7,4.6,0.36,0.47,1.1,1.3,0.87,0.7,2.1,2.8,0.7,0.5,0.2,0.9,3.2,8.3
2001,22,ORL,Orlando Magic,Michael Doleac,23,77,21,18.2,2.9,6.8,0.42,0.0,0.0,0.0,2.9,6.8,0.42,0.42,0.6,0.8,0.85,0.9,2.6,3.5,0.8,0.5,0.5,0.8,3.1,6.4
2001,22,ORL,Orlando Magic,Monty Williams,29,82,0,14.8,2.0,4.4,0.44,0.0,0.2,0.08,2.0,4.3,0.46,0.45,1.0,1.6,0.64,1.0,1.9,3.0,1.0,0.4,0.2,1.0,1.7,5.0
2001,22,ORL,Orlando Magic,Andrew DeClercq,27,67,51,13.5,1.6,2.9,0.55,0.0,0.0,,1.6,2.9,0.55,0.55,0.7,1.2,0.57,1.4,2.2,3.5,0.5,0.6,0.5,0.8,3.0,3.9
2001,22,ORL,Orlando Magic,Troy Hudson,24,75,7,13.4,1.7,5.0,0.34,0.3,1.5,0.2,1.4,3.5,0.39,0.37,1.1,1.4,0.82,0.5,0.9,1.4,2.2,0.5,0.0,1.2,1.1,4.8
2001,22,ORL,Orlando Magic,Don Reid,27,65,7,11.8,1.3,2.2,0.57,0.0,0.0,,1.3,2.2,0.57,0.57,0.7,1.2,0.61,1.3,2.4,3.7,0.3,0.4,0.8,0.7,2.9,3.2
2001,22,ORL,Orlando Magic,Cory Alexander,27,26,0,8.7,0.7,2.2,0.32,0.2,0.6,0.25,0.5,1.5,0.35,0.36,0.5,0.7,0.67,0.0,1.0,1.0,1.4,0.6,0.0,1.0,1.1,2.0
2001,22,ORL,Orlando Magic,James Robinson,30,6,0,8.3,0.7,1.8,0.36,0.3,0.8,0.4,0.3,1.0,0.33,0.46,0.0,0.0,,0.0,1.3,1.3,0.0,0.7,0.2,0.7,0.8,1.7
2001,22,ORL,Orlando Magic,Elliot Perry,31,6,0,6.5,0.8,1.8,0.46,0.0,0.2,0.0,0.8,1.7,0.5,0.46,0.0,0.0,,0.2,0.5,0.7,0.8,0.5,0.0,1.0,0.2,1.7
