Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,22.0,LAL,NBA,SG,20.0,,404.0,6.6,14.3,0.46,0.2,0.9,0.2,6.4,13.5,0.477,1.9,3.1,0.6,1.0,2.3,3.3,3.0,1.6,0.2,2.3,3.5,15.2
1985,23.0,LAL,NBA,SG,19.0,19.0,585.0,8.5,16.4,0.517,0.6,1.3,0.476,7.9,15.1,0.52,2.2,2.7,0.795,1.0,2.2,3.2,3.1,2.5,0.2,1.5,2.9,19.8
1986,24.0,LAL,NBA,SG,14.0,14.0,470.0,6.9,13.9,0.497,0.5,1.3,0.353,6.4,12.6,0.512,2.9,3.2,0.905,1.1,3.1,4.2,3.2,1.5,0.2,2.3,2.9,17.2
1987,25.0,LAL,NBA,SG,18.0,18.0,608.0,6.1,12.4,0.49,0.4,2.0,0.206,5.7,10.4,0.545,3.1,4.0,0.791,1.2,2.5,3.7,3.4,1.1,0.2,1.5,3.1,15.8
1988,26.0,LAL,NBA,SG,24.0,24.0,897.0,7.1,14.3,0.499,1.0,2.2,0.436,6.2,12.1,0.51,3.6,4.2,0.865,1.0,3.0,4.0,2.4,1.4,0.2,1.9,2.6,18.9
1989,27.0,LAL,NBA,SG,11.0,11.0,402.0,7.1,14.3,0.494,1.3,3.5,0.385,5.7,10.8,0.529,4.1,4.9,0.836,0.9,3.1,4.0,2.2,1.6,0.2,1.8,2.8,19.6
1990,28.0,LAL,NBA,SG,9.0,9.0,325.0,5.4,11.7,0.462,1.4,3.8,0.382,4.0,8.0,0.5,1.1,1.4,0.769,0.8,3.3,4.1,2.5,2.2,0.3,1.4,3.5,13.4
1991,29.0,LAL,NBA,SG,18.0,18.0,678.0,5.0,9.9,0.511,1.1,2.0,0.526,4.0,7.9,0.507,1.4,1.8,0.794,0.7,2.3,3.0,1.5,1.2,0.2,0.9,2.8,12.6
1992,30.0,LAL,NBA,SG,4.0,4.0,148.0,5.4,10.7,0.5,1.7,2.9,0.583,3.6,7.8,0.469,5.8,6.6,0.889,0.7,1.7,2.4,3.4,1.5,0.2,1.2,2.4,18.2
1993,31.0,LAL,NBA,SG,5.0,5.0,177.0,4.3,8.5,0.5,1.6,3.1,0.533,2.6,5.5,0.481,3.7,4.7,0.783,0.0,2.2,2.2,1.8,1.0,0.0,0.8,2.2,13.8
1994,32.0,IND,NBA,SG,16.0,0.0,239.0,5.7,14.5,0.396,1.4,2.9,0.474,4.4,11.6,0.377,6.0,7.7,0.784,1.5,3.5,5.0,3.0,1.8,0.3,3.8,3.3,18.8
1995,33.0,IND,NBA,PG,17.0,0.0,298.0,3.9,11.4,0.34,1.1,4.1,0.265,2.8,7.2,0.383,3.6,4.1,0.882,0.6,2.4,3.0,1.9,1.2,0.1,2.7,3.6,12.4
1997,35.0,LAL,NBA,SG,8.0,0.0,134.0,4.0,8.9,0.455,1.1,3.0,0.364,3.0,5.9,0.5,4.6,5.1,0.895,0.0,3.2,3.2,3.0,0.3,0.0,2.1,4.0,13.7
