Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,23.0,1531,PHI,Philadelphia 76Ers,Caldwell Jones,1950-08-04,29.0,NBA,C,80.0,80.0,34.6,2.9,6.7,0.44,0.0,0.0,0.0,2.9,6.6,0.44,0.44,1.6,2.2,0.7,2.7,9.1,11.9,2.1,0.5,2.0,2.7,3.7,7.4
1981,23.0,1531,PHI,Philadelphia 76Ers,Caldwell Jones,1950-08-04,30.0,NBA,C,81.0,81.0,32.6,2.7,6.0,0.45,0.0,0.0,,2.7,6.0,0.45,0.45,1.8,2.4,0.77,2.5,7.6,10.0,1.5,0.7,1.7,2.1,3.3,7.2
1982,23.0,1531,PHI,Philadelphia 76Ers,Caldwell Jones,1950-08-04,31.0,NBA,C,81.0,47.0,30.2,2.9,5.7,0.5,0.0,0.0,0.0,2.9,5.7,0.5,0.5,2.2,2.7,0.82,2.0,6.7,8.7,1.2,0.5,1.8,1.9,3.7,7.9
1983,11.0,1531,HOU,Houston Rockets,Caldwell Jones,1950-08-04,32.0,NBA,C,82.0,82.0,29.8,3.7,8.3,0.45,0.0,0.0,0.0,3.7,8.2,0.46,0.45,2.0,2.5,0.79,2.7,5.4,8.1,1.7,0.6,1.6,2.1,3.4,9.5
1984,11.0,1531,HOU,Houston Rockets,Caldwell Jones,1950-08-04,33.0,NBA,C,81.0,73.0,30.9,3.9,7.8,0.5,0.0,0.0,0.33,3.9,7.8,0.5,0.5,2.0,2.4,0.84,2.1,5.1,7.2,1.9,0.6,1.0,2.0,4.1,9.9
1985,5.0,1531,CHI,Chicago Bulls,Caldwell Jones,1950-08-04,34.0,NBA,C,42.0,32.0,21.1,1.3,2.7,0.46,0.0,0.0,0.0,1.3,2.7,0.47,0.46,0.9,1.1,0.77,1.2,3.9,5.0,0.8,0.3,0.7,1.0,3.0,3.4
1986,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,35.0,NBA,C,80.0,19.0,18.0,1.6,3.2,0.5,0.0,0.1,0.0,1.6,3.1,0.51,0.5,1.6,1.9,0.83,1.3,3.1,4.4,0.9,0.5,0.8,1.3,3.1,4.7
1987,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,36.0,NBA,PF,78.0,37.0,20.2,1.4,2.9,0.5,0.0,0.0,0.0,1.4,2.8,0.5,0.5,1.2,1.6,0.78,1.5,4.4,5.8,0.8,0.3,1.0,1.1,2.9,4.1
1988,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,37.0,NBA,C,79.0,77.0,22.5,1.6,3.3,0.49,0.0,0.1,0.0,1.6,3.3,0.49,0.49,1.0,1.3,0.74,1.3,3.8,5.2,1.0,0.4,1.3,1.0,3.2,4.2
1989,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,38.0,NBA,PF,72.0,40.0,17.8,1.1,2.5,0.42,0.0,0.0,0.0,1.1,2.5,0.42,0.42,0.7,0.8,0.79,1.2,2.9,4.2,0.8,0.3,1.2,1.2,2.3,2.8
1990,27.0,1531,SAS,San Antonio Spurs,Caldwell Jones,1950-08-04,39.0,NBA,PF,72.0,2.0,12.3,0.9,2.0,0.46,0.0,0.1,0.2,0.9,1.9,0.48,0.47,0.5,0.8,0.7,1.1,2.1,3.2,0.3,0.3,0.4,0.7,2.0,2.4
