Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,31,1785,TOT,Total After Trade,27.0,NBA,PF,63.0,,29.9,5.9,12.9,0.46,0.0,0.1,0.22,5.9,12.8,0.46,0.46,2.8,3.8,0.75,2.3,6.3,8.5,3.3,0.7,1.0,3.5,3.5,14.7
1980,25,1785,POR,Portland Trail Blazers,27.0,NBA,PF,41.0,,28.7,5.9,13.5,0.44,0.0,0.1,0.4,5.9,13.3,0.44,0.44,2.4,3.3,0.73,2.1,5.9,7.9,3.0,0.6,0.9,3.6,3.4,14.3
1980,3,1785,NJN,New Jersey Nets,27.0,NBA,PF,22.0,,32.2,5.8,11.9,0.49,0.0,0.2,0.0,5.8,11.7,0.5,0.49,3.6,4.6,0.78,2.6,7.0,9.6,3.8,0.9,1.2,3.2,3.7,15.2
1981,3,1785,NJN,New Jersey Nets,28.0,NBA,PF,68.0,,31.8,5.9,12.3,0.48,0.0,0.0,0.0,5.9,12.3,0.48,0.48,2.8,3.7,0.75,2.3,6.2,8.5,2.5,0.8,0.9,2.6,3.8,14.7
1982,20,1785,NYK,New York Knicks,29.0,NBA,PF,80.0,74.0,33.4,6.3,12.5,0.5,0.0,0.0,0.0,6.3,12.5,0.51,0.5,3.2,4.4,0.72,3.4,7.9,11.3,2.2,0.9,0.9,2.2,3.9,15.8
1983,24,1785,PHO,Phoenix Suns,30.0,NBA,PF,77.0,71.0,33.6,6.4,13.6,0.47,0.0,0.0,0.33,6.4,13.5,0.47,0.47,3.6,4.6,0.78,2.6,7.8,10.4,2.8,0.7,0.6,2.9,3.6,16.5
1984,24,1785,PHO,Phoenix Suns,31.0,NBA,PF,75.0,69.0,30.8,6.0,12.1,0.5,0.0,0.1,0.0,6.0,12.0,0.5,0.5,3.9,5.1,0.76,2.8,6.9,9.7,2.7,0.7,0.5,2.4,3.1,15.9
1985,24,1785,PHO,Phoenix Suns,32.0,NBA,PF,63.0,22.0,26.5,5.5,11.5,0.48,0.0,0.1,0.0,5.5,11.5,0.48,0.48,2.4,3.2,0.75,2.2,6.7,8.8,2.3,0.6,0.3,2.4,2.9,13.4
1986,14,1785,LAL,Los Angeles Lakers,33.0,NBA,PF,77.0,8.0,22.7,3.9,8.5,0.46,0.0,0.0,0.5,3.9,8.5,0.46,0.46,2.3,3.0,0.78,2.1,5.2,7.4,1.1,0.6,0.3,1.6,3.3,10.2
1987,21,1785,SEA,Seattle Supersonics,34.0,NBA,PF,63.0,0.0,17.8,2.8,6.2,0.45,0.0,0.1,0.0,2.8,6.1,0.46,0.45,2.4,3.0,0.8,1.4,3.5,4.9,1.0,0.5,0.3,1.2,2.7,7.9
1988,25,1785,POR,Portland Trail Blazers,35.0,NBA,PF,73.0,0.0,16.3,2.3,5.1,0.45,0.0,0.0,0.0,2.3,5.1,0.45,0.45,1.5,2.0,0.74,1.4,2.9,4.3,1.3,0.5,0.1,1.0,2.6,6.1
