Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
310,455.0,85.0,5913.0,4.59,9.12,0.5,0.11,0.44,0.25,4.48,8.68,0.52,2.67,3.28,0.81,3.98,4.74,8.74,1.88,3.04,0.98,1.14,7.1,11.94,120.67,103.11
