SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,22,ORL,Evan Fournier,23.0,79,71.0,2566,429,929,0.46,156,390,0.4,273,539,0.51,0.55,199,238,0.84,33,192,225,213,96,2,133,214,1213
2016,22,ORL,Victor Oladipo,23.0,72,52.0,2379,425,970,0.44,98,282,0.35,327,688,0.48,0.49,205,247,0.83,48,297,345,282,116,54,153,174,1153
2016,22,ORL,Elfrid Payton,21.0,73,69.0,2145,318,730,0.44,30,92,0.33,288,638,0.45,0.46,112,190,0.59,77,184,261,468,89,20,177,159,778
2016,22,ORL,Nikola VuAeviA,25.0,65,60.0,2037,533,1046,0.51,2,9,0.22,531,1037,0.51,0.51,113,150,0.75,174,402,576,179,53,70,123,173,1181
2016,22,ORL,Aaron Gordon,20.0,78,37.0,1863,274,579,0.47,42,142,0.3,232,437,0.53,0.51,129,193,0.67,154,353,507,128,59,55,66,153,719
2016,22,ORL,Tobias Harris,23.0,49,49.0,1610,251,541,0.46,47,151,0.31,204,390,0.52,0.51,120,153,0.78,71,271,342,99,47,28,78,91,669
2016,22,ORL,Mario Hezonja,20.0,79,9.0,1413,181,418,0.43,67,192,0.35,114,226,0.5,0.51,49,54,0.91,28,148,176,109,39,17,97,124,478
2016,22,ORL,Jason Smith,29.0,76,2.0,1181,244,503,0.48,4,16,0.25,240,487,0.49,0.49,54,67,0.81,53,166,219,62,33,65,57,163,546
2016,22,ORL,Andrew Nicholson,26.0,56,0.0,823,146,310,0.47,41,114,0.36,105,196,0.54,0.54,51,65,0.78,34,167,201,25,10,22,41,69,384
2016,22,ORL,Channing Frye,32.0,44,29.0,754,81,186,0.44,48,121,0.4,33,65,0.51,0.56,19,21,0.9,23,118,141,45,21,20,30,71,229
2016,22,ORL,Dewayne Dedmon,26.0,58,20.0,705,99,177,0.56,0,0,,99,177,0.56,0.56,57,76,0.75,67,161,228,13,22,46,32,109,255
2016,22,ORL,C.J. Watson,31.0,33,2.0,656,47,137,0.34,14,48,0.29,33,89,0.37,0.39,34,39,0.87,10,56,66,88,19,5,25,49,142
2016,22,ORL,Shabazz Napier,24.0,55,0.0,600,68,201,0.34,34,104,0.33,34,97,0.35,0.42,33,45,0.73,9,46,55,97,23,1,46,38,203
2016,22,ORL,Brandon Jennings,26.0,25,6.0,452,59,161,0.37,27,78,0.35,32,83,0.39,0.45,30,40,0.75,11,39,50,100,18,5,35,33,175
2016,22,ORL,Ersan Alyasova,28.0,22,4.0,447,64,153,0.42,18,44,0.41,46,109,0.42,0.48,32,45,0.71,45,76,121,12,14,6,12,51,178
2016,22,ORL,Devyn Marble,23.0,28,0.0,249,21,71,0.3,8,32,0.25,13,39,0.33,0.35,10,24,0.42,6,32,38,12,13,1,7,25,60
2016,22,ORL,Keith Appling,23.0,5,0.0,27,2,8,0.25,0,3,0.0,2,5,0.4,0.25,2,2,1.0,0,1,1,1,1,0,3,5,6
2016,22,ORL,Team Totals,,82,,19905,3242,7120,0.46,636,1818,0.35,2606,5302,0.49,0.5,1249,1649,0.76,843,2709,3552,1933,673,417,1155,1701,8369
