Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,10,2902,GSW,Golden State Warriors,Juan Toscano-Anderson,"April 10, 1993",26.0,NBA,SG,13,6,272,29,63,0.46,8,23,0.35,21,40,0.52,0.52,3,5,0.6,9,43,52,26,13,5,16,30,69
2021,10,2902,GSW,Golden State Warriors,Juan Toscano-Anderson,"April 10, 1993",27.0,NBA,SG,18,12,389,46,83,0.55,13,30,0.43,33,53,0.62,0.63,10,14,0.71,13,70,83,43,9,11,18,41,115
