Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,24,1732,PHO,Phoenix Suns,Tim Legler,1966-12-26,23.0,NBA,SG,11.0,0.0,83.0,11.0,29.0,0.38,0.0,1.0,0.0,11.0,28.0,0.39,0.38,6.0,6.0,1.0,4.0,4.0,8.0,6.0,2.0,0.0,4.0,12.0,28.0
1991,8,1732,DEN,Denver Nuggets,Tim Legler,1966-12-26,24.0,NBA,SG,10.0,0.0,148.0,25.0,72.0,0.35,3.0,12.0,0.25,22.0,60.0,0.37,0.37,5.0,6.0,0.83,8.0,10.0,18.0,12.0,2.0,0.0,4.0,20.0,58.0
1993,31,1732,TOT,Total After Trade,Tim Legler,1966-12-26,26.0,NBA,SG,33.0,0.0,635.0,105.0,241.0,0.44,22.0,65.0,0.34,83.0,176.0,0.47,0.48,57.0,71.0,0.8,25.0,34.0,59.0,46.0,24.0,6.0,28.0,63.0,289.0
1993,29,1732,UTA,Utah Jazz,Tim Legler,1966-12-26,26.0,NBA,SG,3.0,0.0,5.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1993,7,1732,DAL,Dallas Mavericks,Tim Legler,1966-12-26,26.0,NBA,SG,30.0,0.0,630.0,104.0,238.0,0.44,22.0,65.0,0.34,82.0,173.0,0.47,0.48,57.0,71.0,0.8,25.0,33.0,58.0,46.0,24.0,6.0,28.0,63.0,287.0
1994,7,1732,DAL,Dallas Mavericks,Tim Legler,1966-12-26,27.0,NBA,SG,79.0,0.0,1322.0,231.0,528.0,0.44,52.0,139.0,0.37,179.0,389.0,0.46,0.49,142.0,169.0,0.84,36.0,92.0,128.0,120.0,52.0,13.0,60.0,133.0,656.0
1995,10,1732,GSW,Golden State Warriors,Tim Legler,1966-12-26,28.0,NBA,SG,24.0,0.0,371.0,60.0,115.0,0.52,26.0,50.0,0.52,34.0,65.0,0.52,0.64,30.0,34.0,0.88,12.0,28.0,40.0,27.0,12.0,1.0,20.0,33.0,176.0
1996,30,1732,WSB,Washington Bullets,Tim Legler,1966-12-26,29.0,NBA,SG,77.0,0.0,1775.0,233.0,460.0,0.51,128.0,245.0,0.52,105.0,215.0,0.49,0.65,132.0,153.0,0.86,29.0,111.0,140.0,136.0,45.0,12.0,45.0,141.0,726.0
1997,30,1732,WSB,Washington Bullets,Tim Legler,1966-12-26,30.0,NBA,SG,15.0,0.0,182.0,15.0,48.0,0.31,8.0,29.0,0.28,7.0,19.0,0.37,0.4,6.0,7.0,0.86,0.0,21.0,21.0,7.0,3.0,5.0,9.0,21.0,44.0
1998,30,1732,WAS,Washington Wizards,Tim Legler,1966-12-26,31.0,NBA,SG,8.0,0.0,76.0,3.0,19.0,0.16,0.0,6.0,0.0,3.0,13.0,0.23,0.16,3.0,4.0,0.75,2.0,2.0,4.0,3.0,1.0,0.0,4.0,11.0,9.0
1999,30,1732,WAS,Washington Wizards,Tim Legler,1966-12-26,32.0,NBA,SG,30.0,0.0,377.0,51.0,115.0,0.44,14.0,35.0,0.4,37.0,80.0,0.46,0.5,3.0,6.0,0.5,8.0,32.0,40.0,21.0,4.0,3.0,14.0,42.0,119.0
2000,10,1732,GSW,Golden State Warriors,Tim Legler,1966-12-26,33.0,NBA,SG,23.0,4.0,284.0,28.0,78.0,0.36,7.0,21.0,0.33,21.0,57.0,0.37,0.4,14.0,18.0,0.78,4.0,19.0,23.0,24.0,4.0,1.0,6.0,33.0,77.0
