Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,25,345,POR,Portland Trail Blazers,24.0,NBA,SG,3.0,,106.0,26.0,61.0,0.43,0.0,3.0,0.0,26.0,58.0,0.45,0.43,5.0,9.0,0.56,1.0,2.0,3.0,6.0,3.0,1.0,7.0,10.0,57.0
1981,27,345,SAS,San Antonio Spurs,25.0,NBA,SG,7.0,,118.0,29.0,61.0,0.48,1.0,3.0,0.33,28.0,58.0,0.48,0.48,21.0,29.0,0.72,0.0,5.0,5.0,13.0,1.0,6.0,6.0,6.0,80.0
1985,3,345,NJN,New Jersey Nets,29.0,NBA,SG,3.0,0.0,93.0,15.0,30.0,0.5,0.0,1.0,0.0,15.0,29.0,0.52,0.5,6.0,8.0,0.75,1.0,4.0,5.0,5.0,3.0,0.0,3.0,7.0,36.0
