Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1992,13,LAC,Los Angeles Clippers,Danny Manning,25.0,82.0,2904.0,0.54,0.54,0.0,0.54,0.72,0.58,0.32,0.0,115.0,112.0,,111.0,96.0,109.0,105.0,5.0,132.4,124.7
1992,13,LAC,Los Angeles Clippers,Ron Harper,28.0,82.0,3144.0,0.44,0.47,0.3,0.46,0.74,0.51,0.31,0.16,93.0,96.0,92.0,96.0,97.0,96.0,101.0,187.0,-56.2,-64.2
1992,13,LAC,Los Angeles Clippers,Ken Norman,27.0,77.0,2009.0,0.49,0.5,0.14,0.49,0.54,0.5,0.28,0.03,104.0,103.0,43.0,101.0,71.0,95.0,90.0,39.0,8.5,-49.2
1992,13,LAC,Los Angeles Clippers,Charles Smith,26.0,49.0,1310.0,0.47,0.47,0.0,0.47,0.78,0.54,0.5,0.01,99.0,97.0,,96.0,103.0,102.0,164.0,13.0,-22.9,14.9
1992,13,LAC,Los Angeles Clippers,James Edwards,36.0,72.0,1437.0,0.46,0.47,0.0,0.46,0.73,0.53,0.5,0.0,98.0,96.0,,95.0,96.0,100.0,165.0,2.0,-23.9,-0.5
1992,13,LAC,Los Angeles Clippers,Doc Rivers,30.0,59.0,1657.0,0.42,0.45,0.28,0.45,0.83,0.52,0.37,0.17,90.0,93.0,85.0,92.0,110.0,97.0,120.0,198.0,-41.0,-17.1
1992,13,LAC,Los Angeles Clippers,Olden Polynice,27.0,76.0,1834.0,0.52,0.52,0.0,0.52,0.62,0.55,0.43,0.0,110.0,107.0,,107.0,82.0,103.0,140.0,2.0,30.3,19.5
1992,13,LAC,Los Angeles Clippers,Gary Grant,26.0,78.0,2049.0,0.46,0.48,0.29,0.48,0.82,0.49,0.09,0.09,98.0,98.0,89.0,98.0,107.0,93.0,30.0,98.0,-14.4,-48.6
1992,13,LAC,Los Angeles Clippers,Loy Vaught,23.0,79.0,1687.0,0.49,0.49,0.8,0.5,0.8,0.52,0.12,0.01,104.0,101.0,242.0,102.0,105.0,97.0,41.0,10.0,9.4,-16.9
1992,13,LAC,Los Angeles Clippers,Danny Young,29.0,44.0,889.0,0.39,0.41,0.33,0.44,0.89,0.49,0.25,0.28,83.0,85.0,101.0,90.0,117.0,93.0,81.0,319.0,-21.4,-18.3
1992,13,LAC,Los Angeles Clippers,Bo Kimble,25.0,34.0,277.0,0.4,0.41,0.31,0.41,0.64,0.45,0.28,0.12,84.0,84.0,93.0,85.0,85.0,85.0,91.0,134.0,-16.1,-20.5
1992,13,LAC,Los Angeles Clippers,Tony Brown,31.0,22.0,254.0,0.44,0.48,0.32,0.48,0.62,0.51,0.33,0.25,93.0,98.0,96.0,98.0,82.0,95.0,107.0,283.0,-1.7,-5.1
1992,13,LAC,Los Angeles Clippers,LeRon Ellis,22.0,29.0,103.0,0.34,0.34,,0.34,0.47,0.37,0.38,0.0,72.0,70.0,,70.0,62.0,69.0,124.0,,-14.7,-19.0
1992,13,LAC,Los Angeles Clippers,David Rivers,27.0,15.0,122.0,0.33,0.34,0.0,0.33,0.91,0.43,0.37,0.03,71.0,71.0,,68.0,120.0,81.0,120.0,38.0,-9.2,-7.0
1992,13,LAC,Los Angeles Clippers,Lanard Copeland,26.0,10.0,48.0,0.3,0.33,0.0,0.3,1.0,0.34,0.09,0.09,64.0,69.0,,63.0,132.0,63.0,28.0,100.0,-8.4,-9.4
1992,13,LAC,Los Angeles Clippers,Elliot Perry,22.0,10.0,66.0,0.4,0.46,0.0,0.4,0.5,0.41,0.13,0.13,85.0,95.0,,82.0,66.0,77.0,44.0,153.0,-2.6,-3.9
1992,13,LAC,Los Angeles Clippers,Tharon Mayes,23.0,3.0,40.0,0.4,0.33,0.5,0.5,0.67,0.59,1.2,0.4,85.0,69.0,151.0,103.0,88.0,111.0,393.0,458.0,0.1,0.9
1992,13,LAC,Los Angeles Clippers,Team,,,,0.48,0.49,0.28,0.48,0.72,0.52,0.32,0.06,101.0,101.0,85.0,100.0,95.0,99.0,103.0,71.0,-26.3,-93.3
1992,13,LAC,Los Angeles Clippers,League Average,,,,0.47,0.49,0.33,0.49,0.76,0.53,0.3,0.09,,,,,,,,,,
