Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
26,394,Randy Brown,"May 22, 1968",596.0,114.0,9908.0,1118.0,2620.0,0.43,21.0,114.0,0.18,1097.0,2506.0,0.44,0.43,512.0,747.0,0.69,303.0,726.0,1029.0,1218.0,661.0,141.0,620.0,1143.0,2769.0,0
