Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2011,26,618,SAC,Sacramento Kings,20.0,NBA,C,81.0,62.0,2309.0,9.4,21.9,0.43,0.1,0.4,0.17,9.4,21.5,0.44,6.0,8.8,0.69,4.7,10.5,15.3,4.5,1.9,1.5,5.9,7.2,25.0,,94.0,105.0
2012,26,618,SAC,Sacramento Kings,21.0,NBA,C,64.0,62.0,1950.0,11.6,26.0,0.45,0.1,0.4,0.14,11.6,25.6,0.45,6.8,9.7,0.7,6.9,11.4,18.3,2.7,2.4,1.9,4.4,6.7,30.2,,102.0,104.0
2013,26,618,SAC,Sacramento Kings,22.0,NBA,C,75.0,74.0,2289.0,10.8,23.2,0.46,0.1,0.5,0.18,10.7,22.7,0.47,7.0,9.5,0.74,5.0,11.7,16.7,4.5,2.4,1.2,5.0,6.0,28.7,,102.0,106.0
2014,26,618,SAC,Sacramento Kings,23.0,NBA,C,71.0,71.0,2298.0,13.1,26.4,0.5,0.0,0.2,0.0,13.1,26.2,0.5,9.6,13.2,0.73,4.8,13.6,18.4,4.6,2.4,2.0,5.6,6.0,35.7,,107.0,101.0
2015,26,618,SAC,Sacramento Kings,24.0,NBA,C,59.0,59.0,2013.0,12.5,26.7,0.47,0.1,0.2,0.25,12.4,26.5,0.47,10.6,13.5,0.78,4.6,14.1,18.7,5.3,2.3,2.6,6.4,6.0,35.5,,104.0,101.0
2016,26,618,SAC,Sacramento Kings,25.0,NBA,C,65.0,65.0,2246.0,12.9,28.5,0.45,1.5,4.5,0.33,11.4,24.0,0.47,10.2,14.2,0.72,3.4,12.6,16.0,4.6,2.2,2.0,5.3,5.0,37.4,,103.0,103.0
2017,31,618,TOT,Total After Trade,26.0,NBA,C,72.0,72.0,2465.0,13.2,29.2,0.45,2.7,7.4,0.36,10.5,21.8,0.48,10.5,13.6,0.77,3.1,13.1,16.2,6.8,2.0,1.9,5.5,5.7,39.6,,107.0,105.0
2017,26,618,SAC,Sacramento Kings,26.0,NBA,C,55.0,55.0,1891.0,13.5,29.9,0.45,2.5,7.1,0.36,11.0,22.8,0.48,11.3,14.7,0.77,3.1,12.5,15.6,7.1,2.0,2.0,5.5,5.4,40.9,,108.0,106.0
2017,19,618,NOP,New Orleans Pelicans,26.0,NBA,C,17.0,17.0,574.0,12.1,26.8,0.45,3.1,8.2,0.38,9.0,18.6,0.49,8.0,10.3,0.78,3.2,14.8,18.0,5.6,2.1,1.6,5.3,6.4,35.3,,104.0,101.0
2018,19,618,NOP,New Orleans Pelicans,27.0,NBA,C,48.0,48.0,1737.0,11.2,23.7,0.47,2.9,8.1,0.35,8.3,15.7,0.53,8.1,10.8,0.75,2.9,14.1,17.0,7.1,2.2,2.1,6.7,5.0,33.3,,104.0,102.0
2019,10,618,GSW,Golden State Warriors,28.0,NBA,C,30.0,30.0,771.0,11.0,22.9,0.48,1.6,5.9,0.27,9.4,17.0,0.55,6.5,8.9,0.74,2.7,12.6,15.2,6.6,2.5,2.7,4.4,6.7,30.1,,109.0,102.0
2021,11,618,HOU,Houston Rockets,30.0,NBA,C,18.0,4.0,325.0,7.1,20.5,0.34,3.8,11.3,0.33,3.3,9.3,0.36,4.6,6.4,0.73,3.5,15.0,18.5,6.6,2.0,1.9,4.3,7.8,22.6,,99.0,99.0
