Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,9,2780,DET,Detroit Pistons,21.0,NBA,PG,57.0,1081.0,13.8,0.48,0.04,0.41,3.5,10.8,7.1,23.9,2.5,0.4,14.8,23.1,0.4,1.6,2.0,0.09,-2.1,1.1,-1.1,0.3
2009,9,2780,DET,Detroit Pistons,22.0,NBA,PG,79.0,2517.0,14.8,0.51,0.08,0.32,3.2,9.8,6.5,26.1,1.7,0.3,14.3,23.0,1.7,2.2,3.8,0.07,-0.5,-0.1,-0.5,0.9
2010,9,2780,DET,Detroit Pistons,23.0,NBA,PG,73.0,2499.0,15.6,0.48,0.07,0.32,3.1,11.1,6.8,24.7,2.2,0.4,11.4,26.4,1.4,1.3,2.7,0.05,0.0,-0.4,-0.4,1.0
2011,9,2780,DET,Detroit Pistons,24.0,NBA,PG,70.0,2183.0,18.4,0.54,0.11,0.46,3.7,8.6,6.0,27.5,1.9,0.4,13.5,24.5,4.4,0.6,5.0,0.11,1.5,-1.4,0.2,1.2
2012,9,2780,DET,Detroit Pistons,25.0,NBA,SG,55.0,1644.0,17.6,0.55,0.17,0.54,2.7,7.8,5.2,22.7,1.4,0.5,12.6,23.7,3.8,0.7,4.5,0.13,1.7,-1.0,0.6,1.1
2013,9,2780,DET,Detroit Pistons,26.0,NBA,SG,76.0,2171.0,13.0,0.5,0.24,0.36,2.2,9.1,5.6,20.3,1.2,0.6,13.4,21.0,1.7,0.8,2.5,0.06,-0.6,-1.3,-1.8,0.1
2014,9,2780,DET,Detroit Pistons,27.0,NBA,SG,73.0,1950.0,14.0,0.52,0.1,0.34,2.1,7.7,4.7,12.7,1.4,0.4,11.3,24.3,1.8,0.4,2.2,0.05,-1.2,-1.7,-2.9,-0.4
2015,12,2780,IND,Indiana Pacers,28.0,NBA,PG,71.0,1874.0,15.4,0.53,0.19,0.29,2.1,12.4,7.3,20.2,1.5,0.4,12.2,23.4,1.9,2.2,4.0,0.1,0.1,0.2,0.3,1.1
2016,12,2780,IND,Indiana Pacers,29.0,NBA,PG,58.0,1275.0,12.6,0.5,0.19,0.36,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,0.5,1.5,2.0,0.08,-1.8,0.4,-1.4,0.2
2017,12,2780,IND,Indiana Pacers,30.0,NBA,PG,39.0,696.0,9.5,0.48,0.25,0.44,1.0,12.4,6.8,17.7,1.2,0.0,15.4,22.2,-0.5,0.4,-0.1,-0.01,-3.2,-1.2,-4.4,-0.4
