Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1991,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,22.0,NBA,PG,5.0,5.0,135.0,11.0,27.0,0.41,0.0,1.0,0.0,11.0,26.0,0.42,0.41,2.0,2.0,1.0,5.0,8.0,13.0,32.0,8.0,1.0,9.0,16.0,24.0,0.0
1992,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,23.0,NBA,PG,8.0,8.0,221.0,27.0,58.0,0.47,0.0,2.0,0.0,27.0,56.0,0.48,0.47,7.0,12.0,0.58,6.0,15.0,21.0,38.0,8.0,2.0,10.0,26.0,61.0,0.0
1993,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,24.0,NBA,PG,19.0,19.0,605.0,104.0,235.0,0.44,1.0,6.0,0.17,103.0,229.0,0.45,0.44,25.0,37.0,0.68,22.0,41.0,63.0,70.0,34.0,3.0,34.0,64.0,234.0,0.0
1994,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,25.0,NBA,PG,5.0,5.0,181.0,34.0,69.0,0.49,3.0,9.0,0.33,31.0,60.0,0.52,0.51,8.0,19.0,0.42,6.0,11.0,17.0,28.0,8.0,2.0,8.0,15.0,79.0,0.0
1995,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,26.0,NBA,PG,4.0,4.0,172.0,32.0,67.0,0.48,2.0,10.0,0.2,30.0,57.0,0.53,0.49,5.0,12.0,0.42,6.0,4.0,10.0,21.0,5.0,0.0,8.0,13.0,71.0,0.0
1996,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,27.0,NBA,PG,21.0,21.0,911.0,162.0,334.0,0.48,41.0,100.0,0.41,121.0,234.0,0.52,0.55,69.0,109.0,0.63,19.0,89.0,108.0,143.0,37.0,7.0,62.0,69.0,434.0,0.0
1997,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,28.0,NBA,PG,12.0,12.0,546.0,105.0,255.0,0.41,25.0,75.0,0.33,80.0,180.0,0.44,0.46,50.0,61.0,0.82,20.0,45.0,65.0,104.0,26.0,4.0,35.0,26.0,285.0,0.0
1998,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,29.0,NBA,PG,10.0,10.0,428.0,87.0,183.0,0.48,19.0,50.0,0.38,68.0,133.0,0.51,0.53,47.0,50.0,0.94,9.0,25.0,34.0,70.0,18.0,1.0,26.0,31.0,240.0,0.0
2000,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,31.0,NBA,PG,5.0,5.0,221.0,50.0,113.0,0.44,9.0,23.0,0.39,41.0,90.0,0.46,0.48,20.0,26.0,0.77,8.0,30.0,38.0,37.0,9.0,1.0,18.0,16.0,129.0,1.0
2002,21,2276,SEA,Seattle Supersonics,Gary Payton,1968-07-23,33.0,NBA,PG,5.0,5.0,207.0,45.0,106.0,0.42,4.0,15.0,0.27,41.0,91.0,0.45,0.44,17.0,29.0,0.59,10.0,33.0,43.0,29.0,3.0,2.0,13.0,12.0,111.0,1.0
2003,17,2276,MIL,Milwaukee Bucks,Gary Payton,1968-07-23,34.0,NBA,PG,6.0,6.0,251.0,48.0,112.0,0.43,1.0,15.0,0.07,47.0,97.0,0.48,0.43,14.0,20.0,0.7,4.0,14.0,18.0,52.0,8.0,1.0,13.0,18.0,111.0,0.0
2004,14,2276,LAL,Los Angeles Lakers,Gary Payton,1968-07-23,35.0,NBA,PG,22.0,22.0,772.0,68.0,186.0,0.37,14.0,56.0,0.25,54.0,130.0,0.42,0.4,21.0,28.0,0.75,19.0,53.0,72.0,116.0,23.0,4.0,28.0,60.0,171.0,0.0
2005,2,2276,BOS,Boston Celtics,Gary Payton,1968-07-23,36.0,NBA,PG,7.0,7.0,239.0,33.0,74.0,0.45,1.0,14.0,0.07,32.0,60.0,0.53,0.45,5.0,6.0,0.83,8.0,21.0,29.0,32.0,6.0,1.0,11.0,10.0,72.0,0.0
2006,16,2276,MIA,Miami Heat,Gary Payton,1968-07-23,37.0,NBA,PG,23.0,0.0,560.0,49.0,116.0,0.42,17.0,58.0,0.29,32.0,58.0,0.55,0.5,18.0,25.0,0.72,6.0,34.0,40.0,36.0,23.0,3.0,18.0,55.0,133.0,0.0
2007,16,2276,MIA,Miami Heat,Gary Payton,1968-07-23,38.0,NBA,PG,2.0,0.0,32.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0
