Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1987,23.0,HOU,NBA,SF,5.0,10.0,-9.8,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.0,,-0.1,0.0,-0.1,-0.413,,-15.5,-7.9,-23.3,-0.1
1988,24.0,HOU,NBA,SF,4.0,20.0,4.1,0.644,0.0,0.667,10.7,11.4,11.1,0.0,2.5,0.0,50.8,16.6,,-0.1,0.0,-0.1,-0.136,,-5.7,-1.1,-6.7,0.0
1989,25.0,HOU,NBA,SF,4.0,118.0,11.6,0.498,0.025,0.35,6.8,7.7,7.3,16.4,1.2,1.1,11.5,18.4,,0.1,0.1,0.2,0.061,,-1.2,0.1,-1.0,0.0
1990,26.0,HOU,NBA,SF,4.0,148.0,11.3,0.475,0.021,0.271,5.9,7.8,6.7,9.2,2.1,1.0,6.9,16.8,,0.1,0.0,0.2,0.051,,-1.9,0.6,-1.3,0.0
1991,27.0,HOU,NBA,SF,3.0,86.0,6.1,0.403,0.0,0.143,5.7,14.7,10.1,13.6,1.2,0.9,14.4,18.3,,-0.1,0.1,0.0,-0.015,,-4.5,0.5,-4.0,0.0
