Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,31,616,TOT,Total After Trade,23.0,NBA,PF,12.0,104.0,8.8,0.46,0.0,0.28,4.3,16.1,10.2,3.9,2.4,3.0,14.3,16.8,-0.1,0.1,0.1,0.03,-5.7,0.5,-5.2,-0.1
1993,5,616,CHI,Charlotte Bobcats,23.0,NBA,PF,5.0,34.0,5.6,0.51,0.0,0.44,6.6,0.0,3.4,3.9,3.1,2.0,21.8,17.5,0.0,0.0,0.0,0.02,-7.8,0.0,-7.8,0.0
1993,10,616,GSW,Golden State Warriors,23.0,NBA,PF,7.0,70.0,10.3,0.44,0.0,0.22,3.2,24.0,13.6,3.8,2.1,3.6,10.6,16.5,0.0,0.1,0.1,0.04,-4.7,0.8,-3.9,0.0
1994,31,616,TOT,Total After Trade,24.0,NBA,PF,52.0,345.0,13.4,0.5,0.02,0.32,9.0,9.5,9.2,6.9,1.5,2.3,11.1,23.4,0.2,0.2,0.4,0.05,-2.3,-2.0,-4.3,-0.2
1994,24,616,PHO,Phoenix Suns,24.0,NBA,PF,33.0,168.0,17.9,0.56,0.0,0.41,9.5,8.6,9.0,8.5,0.9,2.2,9.8,25.5,0.4,0.1,0.5,0.14,0.1,-1.9,-1.8,0.0
1994,17,616,MIL,Milwaukee Bucks,24.0,NBA,PF,19.0,177.0,9.0,0.42,0.04,0.21,8.6,10.3,9.4,5.5,2.0,2.3,12.6,21.4,-0.2,0.1,-0.1,-0.03,-4.6,-2.0,-6.6,-0.2
1996,6,616,CLE,Cleveland Cavaliers,26.0,NBA,PF,23.0,200.0,7.0,0.44,0.0,0.51,15.7,16.9,16.3,7.2,1.5,2.7,28.4,15.1,-0.2,0.2,0.0,0.0,-7.1,-0.9,-8.0,-0.3
1997,31,616,TOT,Total After Trade,27.0,NBA,PF,9.0,100.0,3.8,0.39,0.0,0.17,10.0,8.2,9.1,0.0,0.0,0.0,8.5,15.7,-0.1,0.0,-0.1,-0.06,-6.1,-4.8,-10.9,-0.2
1997,23,616,PHI,Philadelphia 76Ers,27.0,NBA,PF,4.0,52.0,5.1,0.43,0.0,0.0,10.2,8.6,9.4,0.0,0.0,0.0,6.7,12.2,0.0,0.0,0.0,-0.01,-5.7,-4.6,-10.3,-0.1
1997,27,616,SAS,San Antonio Spurs,27.0,NBA,PF,5.0,48.0,2.4,0.36,0.0,0.31,9.7,7.8,8.7,0.0,0.0,0.0,9.9,19.6,-0.1,0.0,-0.1,-0.12,-6.6,-4.9,-11.6,-0.1
