Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1989,29,1714,UTA,Utah Jazz,22.0,NBA,C,3.0,10.0,-14.8,0.25,0.0,0.0,9.9,10.7,10.3,0.0,0.0,0.0,42.9,27.7,-0.1,0.0,-0.1,-0.51,-21.4,-6.2,-27.7,-0.1
1990,29,1714,UTA,Utah Jazz,23.0,NBA,C,3.0,28.0,19.9,0.64,0.1,0.9,7.7,26.1,16.3,11.4,0.0,0.0,6.7,23.0,0.1,0.0,0.1,0.22,3.0,1.9,4.9,0.0
1996,9,1714,DET,Detroit Pistons,29.0,NBA,C,1.0,3.0,-11.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.05,-20.1,-0.5,-20.5,0.0
