Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,25,2949,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",22.0,NBA,PG,82.0,14.0,1387.0,4.9,11.8,0.41,0.0,0.2,0.0,4.9,11.5,0.42,3.9,5.2,0.76,1.2,2.6,3.9,7.0,2.4,0.1,3.3,4.9,13.7
1983,25,2949,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",23.0,NBA,PG,47.0,36.0,1298.0,5.8,12.8,0.45,0.0,0.0,0.0,5.8,12.7,0.46,4.7,5.9,0.79,0.9,2.3,3.2,8.1,2.8,0.1,3.6,3.9,16.3
1984,25,2949,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",24.0,NBA,PG,68.0,60.0,1893.0,4.8,10.7,0.45,0.0,0.1,0.0,4.8,10.6,0.45,3.7,4.7,0.79,0.9,1.5,2.4,7.5,2.0,0.1,2.8,3.4,13.2
1985,25,2949,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",25.0,NBA,PG,75.0,59.0,2278.0,5.1,10.7,0.47,0.0,0.0,0.0,5.1,10.7,0.47,3.6,4.6,0.79,0.9,2.6,3.5,8.2,2.3,0.1,3.1,3.0,13.8
1986,31,2949,TOT,Total After Trade,Darnell Valentine,"February 3, 1959",26.0,NBA,PG,62.0,29.0,1217.0,4.8,11.5,0.42,0.1,0.4,0.29,4.6,11.1,0.42,3.8,5.2,0.74,0.9,2.8,3.7,7.3,2.1,0.1,3.4,3.6,13.5
1986,25,2949,POR,Portland Trail Blazers,Darnell Valentine,"February 3, 1959",26.0,NBA,PG,28.0,27.0,734.0,4.5,10.1,0.45,0.0,0.1,0.33,4.5,10.0,0.45,3.5,4.9,0.71,1.0,2.6,3.5,6.8,2.4,0.0,2.8,3.8,12.6
1986,13,2949,LAC,Los Angeles Clippers,Darnell Valentine,"February 3, 1959",26.0,NBA,PG,34.0,2.0,483.0,5.1,13.6,0.38,0.2,0.8,0.27,4.9,12.7,0.39,4.4,5.6,0.79,0.9,3.1,4.0,8.0,1.7,0.1,4.2,3.4,14.9
1987,13,2949,LAC,Los Angeles Clippers,Darnell Valentine,"February 3, 1959",27.0,NBA,PG,65.0,52.0,1759.0,5.6,13.7,0.41,0.3,1.1,0.23,5.4,12.6,0.43,3.3,4.1,0.82,0.8,2.3,3.1,9.1,2.4,0.2,3.4,3.0,14.9
1988,13,2949,LAC,Los Angeles Clippers,Darnell Valentine,"February 3, 1959",28.0,NBA,PG,79.0,31.0,1636.0,4.9,11.7,0.42,0.3,0.7,0.46,4.6,11.0,0.42,2.2,3.0,0.74,0.8,2.6,3.4,8.4,2.7,0.2,3.3,3.0,12.4
1989,6,2949,CLE,Cleveland Cavaliers,Darnell Valentine,"February 3, 1959",29.0,NBA,SG,77.0,4.0,1086.0,4.5,10.6,0.43,0.1,0.5,0.21,4.4,10.1,0.44,3.0,3.7,0.81,0.7,2.7,3.4,5.8,1.9,0.2,2.8,2.9,12.1
1991,6,2949,CLE,Cleveland Cavaliers,Darnell Valentine,"February 3, 1959",31.0,NBA,PG,65.0,60.0,1841.0,4.5,9.7,0.46,0.1,0.5,0.24,4.4,9.2,0.48,2.8,3.4,0.83,0.7,2.6,3.4,6.9,1.9,0.2,2.5,3.3,11.9
