PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Kidd,28,20,20,803,6.6,15.9,0.415,0.8,4.0,0.18899999999999997,5.8,11.8,0.49200000000000005,3.6,4.4,0.8079999999999999,1.9,5.5,7.4,8.2,1.5,0.4,3.0,1.8,17.5
Kenyon Martin,24,20,20,749,6.2,14.6,0.424,0.1,0.4,0.222,6.1,14.2,0.431,3.7,5.3,0.691,1.4,4.1,5.6,2.7,1.2,1.2,2.5,4.1,16.1
Keith Van Horn,26,20,20,643,5.4,13.5,0.402,2.1,4.7,0.44,3.4,8.8,0.382,2.0,2.7,0.7140000000000001,1.8,5.7,7.4,2.3,1.1,0.5,2.0,3.1,14.9
Kerry Kittles,27,20,20,580,5.8,13.4,0.435,1.1,4.2,0.265,4.7,9.2,0.514,2.2,2.8,0.778,1.2,2.7,3.9,2.8,2.0,0.6,1.1,2.3,15.0
Richard Jefferson,21,20,0,441,4.3,9.3,0.465,0.0,0.2,0.0,4.3,9.1,0.473,2.7,4.9,0.55,1.3,6.2,7.5,2.0,0.9,0.7,2.1,3.3,11.3
Lucious Harris,31,20,0,418,5.6,11.5,0.489,0.7,1.9,0.364,4.9,9.6,0.514,3.4,4.0,0.83,1.1,3.5,4.7,1.6,1.1,0.0,1.4,2.5,15.2
Aaron Williams,30,20,0,416,4.0,8.3,0.479,0.0,0.1,0.0,4.0,8.2,0.484,3.3,4.0,0.826,2.1,4.0,6.1,1.4,0.7,1.4,2.0,6.8,11.3
Todd MacCulloch,26,20,20,384,4.9,9.9,0.491,0.0,0.0,,4.9,9.9,0.491,1.8,2.9,0.613,4.1,5.6,9.7,1.3,0.5,2.5,2.2,4.8,11.5
Jason Collins,23,17,0,227,1.9,5.2,0.364,0.0,0.0,,1.9,5.2,0.364,4.0,6.0,0.6579999999999999,3.8,2.7,6.5,1.1,0.8,1.0,1.9,7.6,7.8
Anthony Johnson,27,19,0,161,4.5,11.9,0.377,0.2,2.2,0.1,4.2,9.6,0.442,2.0,2.5,0.818,0.4,2.7,3.1,4.7,1.3,0.0,1.8,5.4,11.2
Donny Marshall,29,7,0,14,2.6,12.9,0.2,0.0,10.3,0.0,2.6,2.6,1.0,2.6,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,7.7
Brian Scalabrine,23,6,0,14,2.6,7.7,0.33299999999999996,0.0,2.6,0.0,2.6,5.1,0.5,0.0,0.0,,2.6,5.1,7.7,0.0,0.0,2.6,2.6,0.0,5.1
