SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,6,CLE,John Bagley,24,81,65,2401,5.1,10.4,0.49,0.0,0.4,0.12,5.0,10.0,0.5,1.9,2.5,0.75,0.8,3.6,4.4,10.5,1.9,0.1,3.1,2.0,12.1
1985,6,CLE,Roy Hinson,23,76,75,2344,7.1,14.2,0.5,0.0,0.0,0.0,7.1,14.2,0.5,4.2,5.8,0.72,2.9,6.3,9.2,1.0,0.8,2.7,2.6,4.8,18.4
1985,6,CLE,World B. Free,31,71,50,2249,9.7,21.3,0.46,1.1,3.1,0.37,8.6,18.2,0.47,4.9,6.6,0.75,1.0,2.4,3.4,5.1,1.2,0.3,2.2,2.6,25.6
1985,6,CLE,Phil Hubbard,28,76,55,2249,6.6,13.2,0.5,0.0,0.1,0.0,6.6,13.1,0.51,5.9,7.9,0.75,3.4,4.2,7.7,1.8,1.3,0.1,2.8,4.1,19.2
1985,6,CLE,Melvin Turpin,24,79,45,1949,6.7,13.1,0.51,0.0,0.0,,6.7,13.1,0.51,2.0,2.6,0.78,2.9,5.5,8.3,0.7,0.7,1.6,2.2,3.9,15.4
1985,6,CLE,Johnny Davis,29,76,30,1920,6.3,14.8,0.43,0.2,0.9,0.26,6.1,14.0,0.44,4.8,5.6,0.85,0.7,1.6,2.2,8.0,0.8,0.1,2.8,2.5,17.6
1985,6,CLE,Ben Poquette,29,79,6,1656,4.6,9.9,0.46,0.1,0.4,0.18,4.5,9.6,0.47,2.4,3.0,0.8,3.2,7.1,10.3,1.7,1.0,1.3,1.5,4.8,11.6
1985,6,CLE,Lonnie Shelton,29,57,14,1244,4.6,10.5,0.44,0.0,0.1,0.0,4.6,10.4,0.44,1.5,2.2,0.66,2.4,5.4,7.7,2.8,1.3,0.5,2.1,5.4,10.6
1985,6,CLE,Mark West,24,65,25,882,4.3,7.9,0.55,0.0,0.0,0.0,4.3,7.8,0.55,1.7,3.5,0.48,3.6,6.6,10.2,0.6,0.5,2.0,2.3,7.9,10.3
1985,6,CLE,Paul Thompson,23,33,27,715,7.5,17.8,0.42,0.3,1.2,0.26,7.1,16.7,0.43,2.3,2.7,0.85,1.8,4.0,5.8,2.9,2.1,1.0,2.1,3.9,17.5
1985,6,CLE,Ron Anderson,26,36,7,520,5.8,13.5,0.43,0.1,0.1,0.5,5.7,13.4,0.43,2.8,3.5,0.82,2.7,3.4,6.1,2.4,0.6,0.5,2.4,2.8,14.5
1985,6,CLE,Edgar Jones,28,26,4,447,6.9,14.8,0.47,0.0,0.2,0.0,6.9,14.6,0.48,3.3,4.8,0.68,2.7,6.0,8.8,0.9,0.9,0.9,2.7,5.7,17.2
1985,6,CLE,Jeff Cook,28,18,3,440,3.8,8.6,0.44,0.0,0.1,0.0,3.8,8.5,0.44,1.4,2.2,0.63,3.4,5.2,8.5,1.9,0.4,0.7,1.3,4.3,8.9
1985,6,CLE,Kevin Williams,23,46,4,413,5.1,11.7,0.43,0.0,0.4,0.0,5.1,11.2,0.45,4.1,5.6,0.73,1.7,3.8,5.5,5.3,1.9,0.3,4.3,7.5,14.2
1985,6,CLE,Michael Wilson,25,11,0,175,5.6,11.1,0.5,0.0,0.0,,5.6,11.1,0.5,4.7,6.2,0.77,2.1,1.6,3.7,4.9,2.1,0.6,3.1,2.9,15.8
1985,6,CLE,Geoff Huston,27,8,0,93,4.6,9.7,0.48,0.0,0.0,,4.6,9.7,0.48,0.8,1.2,0.67,0.0,0.4,0.4,8.9,0.0,0.0,3.1,3.1,10.1
1985,6,CLE,Robert Smith,29,7,0,48,3.0,12.7,0.24,0.0,3.0,0.0,3.0,9.7,0.31,6.0,7.5,0.8,0.0,3.0,3.0,5.2,1.5,0.0,2.3,4.5,12.0
1985,6,CLE,Campy Russell,33,3,0,24,3.0,10.5,0.29,0.0,1.5,0.0,3.0,9.0,0.33,3.0,4.5,0.67,0.0,7.5,7.5,4.5,0.0,0.0,7.5,4.5,9.0
1985,6,CLE,Butch Graves,23,4,0,11,6.5,19.6,0.33,0.0,3.3,0.0,6.5,16.4,0.4,3.3,16.4,0.2,0.0,6.5,6.5,3.3,3.3,0.0,3.3,13.1,16.4
