Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1990,25,409,POR,Portland Trail Blazers,24.0,NBA,PF,13.0,160.0,5.9,0.57,0.0,0.24,5.9,14.4,10.0,2.7,0.9,0.8,24.7,12.4,,-0.1,0.2,0.1,0.03,,-4.5,0.3,-4.2,-0.1
1991,25,409,POR,Portland Trail Blazers,25.0,NBA,PF,14.0,137.0,9.1,0.58,0.0,0.73,11.7,16.1,13.8,2.0,0.7,0.5,12.1,10.4,,0.2,0.1,0.3,0.12,,-2.3,-0.5,-2.8,0.0
1992,25,409,POR,Portland Trail Blazers,26.0,NBA,PF,12.0,116.0,2.1,0.37,0.0,0.14,11.7,18.8,15.3,1.2,1.3,0.0,22.6,14.8,,-0.3,0.1,-0.1,-0.05,,-7.4,-2.3,-9.7,-0.2
1993,25,409,POR,Portland Trail Blazers,27.0,NBA,C,4.0,83.0,11.8,0.5,0.0,0.14,11.8,11.4,11.6,0.0,0.0,2.4,13.3,23.2,,0.0,0.1,0.1,0.05,,-2.5,-1.0,-3.5,0.0
1994,25,409,POR,Portland Trail Blazers,28.0,NBA,C,4.0,64.0,4.3,0.29,0.12,0.0,9.8,11.4,10.6,4.0,1.6,2.4,15.0,13.2,,-0.1,0.0,-0.1,-0.1,,-5.8,-2.4,-8.2,-0.1
1995,25,409,POR,Portland Trail Blazers,29.0,NBA,PF,2.0,6.0,7.6,0.35,0.0,1.0,18.6,22.9,20.5,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,-0.16,,-4.4,-6.6,-11.0,0.0
1996,11,409,HOU,Houston Rockets,30.0,NBA,PF,8.0,145.0,14.1,0.65,0.0,0.43,5.4,16.7,10.8,4.6,0.4,1.1,6.7,14.0,,0.4,0.1,0.4,0.13,,-0.9,0.0,-0.9,0.0
1997,24,409,PHO,Phoenix Suns,31.0,NBA,PF,4.0,36.0,4.0,0.49,0.0,0.3,3.2,9.2,6.3,0.0,0.0,0.0,15.0,16.3,,0.0,0.0,-0.1,-0.09,,-4.6,-3.6,-8.1,-0.1
1998,24,409,PHO,Phoenix Suns,32.0,NBA,C,4.0,93.0,16.1,0.51,0.0,0.35,10.1,18.6,14.0,1.8,2.3,1.7,7.1,20.7,,0.1,0.1,0.2,0.09,,-1.2,0.0,-1.1,0.0
2001,7,409,DAL,Dallas Mavericks,35.0,NBA,PF,4.0,34.0,3.0,0.5,0.0,0.0,9.4,10.3,9.8,0.0,1.6,0.0,33.3,4.1,,0.0,0.0,0.0,0.03,,-4.2,1.5,-2.6,0.0
2002,27,409,SAS,San Antonio Spurs,36.0,NBA,PF,9.0,91.0,8.5,0.46,0.0,0.3,10.1,5.1,7.6,1.9,0.6,1.6,4.2,12.6,,0.1,0.0,0.1,0.08,,-3.7,-1.0,-4.7,-0.1
2003,2,409,BOS,Boston Celtics,37.0,NBA,PF,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.01,,-3.0,-2.8,-5.7,0.0
