SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2018,22,ORL,Aaron Gordon,22,58,57,32.9,6.5,14.9,0.43,2.0,5.9,0.34,4.5,9.0,0.5,0.5,2.7,3.9,0.7,1.5,6.4,7.9,2.3,1.0,0.8,1.8,1.9,17.6
2018,22,ORL,Evan Fournier,25,57,57,32.2,6.5,14.1,0.46,2.2,5.9,0.38,4.2,8.2,0.52,0.54,2.6,3.0,0.87,0.4,2.8,3.2,2.9,0.8,0.3,1.7,2.4,17.8
2018,22,ORL,Nikola VuAeviA,27,57,57,29.5,7.0,14.7,0.48,1.1,3.6,0.31,5.9,11.2,0.53,0.51,1.4,1.6,0.82,1.8,7.4,9.2,3.4,1.0,1.1,1.9,2.5,16.5
2018,22,ORL,Jonathon Simmons,28,69,50,29.4,5.1,11.0,0.46,1.0,3.0,0.34,4.1,8.1,0.51,0.51,2.7,3.5,0.77,0.9,2.6,3.5,2.5,0.8,0.2,2.1,2.5,13.9
2018,22,ORL,Elfrid Payton,23,44,44,28.6,5.4,10.4,0.52,0.6,1.5,0.37,4.8,8.9,0.55,0.55,1.6,2.6,0.63,1.1,2.9,4.0,6.3,1.5,0.4,2.6,2.2,13.0
2018,22,ORL,Terrence Ross,26,24,20,25.0,3.2,8.0,0.4,1.3,3.9,0.32,1.9,4.1,0.47,0.48,1.1,1.5,0.75,0.4,2.6,3.0,1.6,1.1,0.5,1.2,1.9,8.7
2018,22,ORL,D.J. Augustin,30,75,36,23.5,3.3,7.2,0.45,1.5,3.6,0.42,1.7,3.6,0.48,0.56,2.2,2.5,0.87,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2
2018,22,ORL,Mario Hezonja,22,75,30,22.1,3.6,8.2,0.44,1.2,3.6,0.34,2.4,4.7,0.52,0.52,1.1,1.4,0.82,0.5,3.2,3.7,1.4,1.1,0.4,1.1,1.8,9.6
2018,22,ORL,Jonathan Isaac,20,27,10,19.9,2.0,5.4,0.38,0.6,1.7,0.35,1.4,3.7,0.39,0.43,0.7,0.9,0.76,0.6,3.1,3.7,0.7,1.2,1.1,1.0,1.8,5.4
2018,22,ORL,Shelvin Mack,27,69,3,19.8,2.6,6.0,0.43,0.7,2.0,0.34,1.9,4.0,0.47,0.49,1.0,1.4,0.71,0.3,2.1,2.4,3.9,0.8,0.1,1.3,1.3,6.9
2018,22,ORL,Jamel Artis,25,15,1,18.6,2.1,5.3,0.39,0.5,1.9,0.28,1.5,3.3,0.46,0.44,0.5,0.8,0.58,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1
2018,22,ORL,Bismack Biyombo,25,82,25,18.2,2.2,4.3,0.52,0.0,0.0,0.0,2.2,4.3,0.52,0.52,1.2,1.9,0.65,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7
2018,22,ORL,Rodney Purvis,23,16,2,18.1,2.2,6.7,0.33,0.8,3.3,0.25,1.4,3.4,0.4,0.39,0.8,0.9,0.87,0.1,1.6,1.7,1.1,0.2,0.2,0.6,1.6,6.0
2018,22,ORL,Wesley Iwundu,23,62,12,16.5,1.5,3.5,0.43,0.1,0.7,0.2,1.4,2.8,0.49,0.45,0.5,0.8,0.72,0.6,1.6,2.2,0.9,0.5,0.2,0.5,1.3,3.7
2018,22,ORL,Khem Birch,25,42,0,13.8,1.6,3.0,0.54,0.0,0.0,,1.6,3.0,0.54,0.54,1.0,1.5,0.69,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2
2018,22,ORL,Marreese Speights,30,52,3,13.0,2.7,6.7,0.4,1.7,4.5,0.37,1.0,2.2,0.45,0.52,0.8,1.1,0.73,0.4,2.2,2.6,0.8,0.2,0.4,0.8,2.0,7.7
2018,22,ORL,Arron Afflalo,32,53,3,12.9,1.2,3.1,0.4,0.5,1.3,0.39,0.7,1.7,0.41,0.48,0.4,0.5,0.85,0.1,1.2,1.2,0.6,0.1,0.2,0.4,1.1,3.4
2018,22,ORL,Adreian Payne,26,5,0,8.6,1.4,2.0,0.7,0.4,0.6,0.67,1.0,1.4,0.71,0.8,1.0,1.2,0.83,0.4,1.4,1.8,0.0,0.4,0.0,0.4,1.2,4.2
2018,22,ORL,Rashad Vaughn,21,5,0,7.0,0.4,1.2,0.33,0.2,0.4,0.5,0.2,0.8,0.25,0.42,0.0,0.0,,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.4,1.0
