PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Tim Hardaway,25,57,54,33.1,6.3,15.0,0.42100000000000004,2.3,7.2,0.317,4.0,7.8,0.516,0.496,2.6,3.1,0.816,0.6,3.4,3.9,2.7,1.1,0.2,1.6,2.2,17.5
Kristaps Porziņģis,22,48,48,32.4,8.1,18.5,0.439,1.9,4.8,0.395,6.3,13.8,0.45399999999999996,0.489,4.5,5.7,0.7929999999999999,1.3,5.3,6.6,1.2,0.8,2.4,1.9,2.9,22.7
Courtney Lee,32,76,69,30.4,4.5,9.9,0.45399999999999996,1.5,3.7,0.406,3.0,6.3,0.48200000000000004,0.529,1.5,1.6,0.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12.0
Enes Kanter,25,71,71,25.8,5.9,10.0,0.5920000000000001,0.0,0.0,0.0,5.9,10.0,0.594,0.5920000000000001,2.2,2.6,0.848,3.8,7.1,11.0,1.5,0.5,0.5,1.7,2.6,14.1
Jarrett Jack,34,62,56,25.0,3.0,7.1,0.42700000000000005,0.4,1.4,0.29100000000000004,2.6,5.8,0.45899999999999996,0.455,1.0,1.2,0.84,0.4,2.7,3.1,5.6,0.6,0.1,1.9,1.6,7.5
Emmanuel Mudiay,21,22,14,22.4,3.4,9.3,0.368,0.4,2.1,0.196,3.0,7.2,0.418,0.39,1.6,2.3,0.6859999999999999,0.5,2.2,2.6,3.9,0.9,0.3,1.9,1.5,8.8
Michael Beasley,29,74,30,22.3,5.5,10.9,0.507,0.5,1.2,0.395,5.1,9.7,0.52,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2
Frank Ntilikina,19,78,9,21.9,2.3,6.4,0.364,0.6,2.0,0.318,1.7,4.4,0.385,0.414,0.6,0.9,0.721,0.5,1.8,2.3,3.2,0.8,0.2,1.7,2.3,5.9
Trey Burke,25,36,9,21.8,5.4,10.7,0.503,1.1,2.9,0.36200000000000004,4.3,7.8,0.556,0.552,1.0,1.6,0.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,12.8
Doug McDermott,26,55,1,21.3,2.7,6.0,0.46,1.0,2.5,0.387,1.8,3.5,0.513,0.541,0.7,1.0,0.755,0.6,1.8,2.4,0.9,0.2,0.2,0.6,1.3,7.2
Lance Thomas,29,73,31,18.5,1.4,3.7,0.382,0.7,1.7,0.40299999999999997,0.7,2.0,0.364,0.47600000000000003,0.6,0.7,0.83,0.6,1.8,2.4,0.6,0.4,0.2,0.5,1.8,4.1
Kyle O'Quinn,27,77,10,18.0,2.9,5.0,0.583,0.1,0.2,0.235,2.9,4.8,0.599,0.589,1.3,1.6,0.772,1.6,4.5,6.1,2.1,0.5,1.3,1.3,2.5,7.1
Troy Williams,23,17,1,17.1,2.9,5.9,0.49,0.6,1.9,0.33299999999999996,2.2,3.9,0.5670000000000001,0.545,1.1,1.6,0.7040000000000001,1.2,2.2,3.5,0.9,1.1,0.2,1.1,1.9,7.5
Luke Kornet,22,20,1,16.3,2.5,6.3,0.392,1.4,4.0,0.354,1.1,2.3,0.457,0.504,0.4,0.6,0.727,0.6,2.7,3.2,1.3,0.3,0.8,0.6,1.4,6.7
Isaiah Hicks,23,18,0,13.3,1.8,4.0,0.45799999999999996,0.1,0.5,0.222,1.7,3.5,0.49200000000000005,0.47200000000000003,0.7,1.0,0.667,0.6,1.7,2.3,0.9,0.1,0.2,0.9,2.5,4.4
Ron Baker,24,29,1,13.3,0.7,2.0,0.33899999999999997,0.4,1.1,0.33299999999999996,0.3,0.9,0.34600000000000003,0.43200000000000005,0.7,0.9,0.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4
Ramon Sessions,31,13,3,12.8,1.3,4.1,0.321,0.2,0.8,0.182,1.2,3.2,0.35700000000000004,0.34,0.9,1.2,0.8,0.1,1.3,1.4,2.1,0.5,0.1,1.2,1.1,3.7
Damyean Dotson,23,44,2,10.8,1.6,3.7,0.447,0.5,1.5,0.324,1.1,2.1,0.5379999999999999,0.516,0.4,0.5,0.696,0.2,1.7,1.9,0.7,0.3,0.0,0.4,0.8,4.1
Willy Hernangómez,23,26,0,9.0,1.9,3.1,0.605,0.0,0.2,0.2,1.8,2.9,0.632,0.611,0.5,1.1,0.429,0.8,1.7,2.6,0.8,0.3,0.3,1.0,1.2,4.3
Joakim Noah,32,7,0,5.7,0.7,1.4,0.5,0.0,0.0,,0.7,1.4,0.5,0.5,0.3,0.6,0.5,0.9,1.1,2.0,0.6,0.3,0.3,0.6,0.7,1.7
Mindaugas Kuzminskas,28,1,0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
