SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1984,26,KCK,Eddie Johnson,24.0,82.0,2920.0,0.48,0.49,0.31,0.49,0.81,0.53,0.21,0.04,99.0,99.0,125.0,99.0,107.0,97.0,63.0,153.0,-12.0,-49.1
1984,26,KCK,Larry Drew,25.0,73.0,2363.0,0.46,0.46,0.3,0.46,0.78,0.51,0.3,0.01,94.0,93.0,120.0,94.0,102.0,95.0,91.0,36.0,-65.7,-69.5
1984,26,KCK,Mike Woodson,25.0,71.0,1838.0,0.48,0.48,0.25,0.48,0.82,0.54,0.37,0.01,97.0,96.0,100.0,96.0,108.0,100.0,110.0,36.0,-28.6,-3.2
1984,26,KCK,Billy Knight,31.0,75.0,1885.0,0.49,0.5,0.29,0.49,0.86,0.56,0.39,0.02,100.0,99.0,114.0,100.0,113.0,104.0,116.0,71.0,-2.4,36.3
1984,26,KCK,LaSalle Thompson,22.0,80.0,1915.0,0.52,0.52,,0.52,0.72,0.56,0.35,0.0,106.0,105.0,,106.0,94.0,103.0,104.0,,34.7,27.9
1984,26,KCK,Mark Olberding,27.0,81.0,2160.0,0.49,0.5,0.0,0.49,0.82,0.59,0.63,0.0,100.0,99.0,,100.0,108.0,109.0,188.0,7.0,-1.5,59.9
1984,26,KCK,Joe Meriweather,30.0,73.0,1501.0,0.53,0.53,,0.53,0.76,0.57,0.34,0.0,108.0,107.0,,107.0,101.0,106.0,101.0,,26.3,27.1
1984,26,KCK,Steve Johnson,26.0,50.0,893.0,0.55,0.55,,0.55,0.57,0.57,0.52,0.0,112.0,111.0,,112.0,75.0,105.0,154.0,,39.1,23.1
1984,26,KCK,Reggie Theus,26.0,30.0,897.0,0.44,0.46,0.15,0.44,0.75,0.51,0.45,0.07,89.0,92.0,59.0,89.0,99.0,94.0,133.0,259.0,-40.5,-29.9
1984,26,KCK,Don Buse,33.0,76.0,1327.0,0.43,0.45,0.3,0.45,0.79,0.49,0.23,0.17,87.0,90.0,122.0,91.0,104.0,91.0,68.0,623.0,-30.8,-39.4
1984,26,KCK,Dane Suttle,22.0,40.0,469.0,0.51,0.52,0.0,0.51,0.85,0.55,0.22,0.01,103.0,104.0,,103.0,112.0,101.0,65.0,52.0,5.9,3.2
1984,26,KCK,Ed Nealy,23.0,71.0,960.0,0.5,0.5,,0.5,0.8,0.57,0.48,0.0,102.0,100.0,,101.0,105.0,105.0,142.0,,1.1,8.5
1984,26,KCK,Larry Micheaux,23.0,39.0,332.0,0.54,0.54,,0.54,0.54,0.56,0.43,0.0,111.0,109.0,,110.0,71.0,102.0,129.0,,8.8,2.7
1984,26,KCK,Kevin Loder,24.0,10.0,133.0,0.44,0.45,0.33,0.45,0.69,0.49,0.3,0.07,90.0,90.0,133.0,92.0,91.0,91.0,90.0,259.0,-3.6,-4.9
1984,26,KCK,Dave Robisch,34.0,8.0,162.0,0.38,0.38,,0.38,0.85,0.44,0.27,0.0,76.0,75.0,,76.0,111.0,81.0,81.0,,-11.6,-11.3
1984,26,KCK,Team,,,,0.49,0.49,0.3,0.49,0.8,0.54,0.33,0.02,99.0,99.0,118.0,99.0,105.0,100.0,98.0,92.0,-64.2,4.4
1984,26,KCK,League Average,,,,0.49,0.5,0.25,0.5,0.76,0.54,0.34,0.03,,,,,,,,,,
