Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1984,7,DAL,Dallas Mavericks,Mark Aguirre,24.0,79.0,2900.0,0.52,0.53,0.27,0.53,0.75,0.57,0.35,0.03,106.0,107.0,107.0,107.0,99.0,105.0,105.0,118.0,115.9,117.1
1984,7,DAL,Dallas Mavericks,Rolando Blackman,24.0,81.0,3025.0,0.55,0.55,0.09,0.55,0.81,0.6,0.35,0.01,111.0,110.0,36.0,110.0,107.0,110.0,103.0,31.0,134.9,163.1
1984,7,DAL,Dallas Mavericks,Pat Cummings,27.0,80.0,2492.0,0.49,0.5,0.0,0.49,0.74,0.52,0.21,0.0,100.0,99.0,,100.0,98.0,96.0,62.0,8.0,-2.7,-39.2
1984,7,DAL,Dallas Mavericks,Brad Davis,28.0,81.0,2665.0,0.53,0.55,0.18,0.54,0.84,0.59,0.37,0.06,108.0,111.0,74.0,108.0,110.0,109.0,109.0,217.0,51.9,75.5
1984,7,DAL,Dallas Mavericks,Jay Vincent,24.0,61.0,1421.0,0.44,0.44,0.0,0.44,0.78,0.5,0.37,0.0,88.0,87.0,,88.0,103.0,92.0,111.0,6.0,-69.8,-59.3
1984,7,DAL,Dallas Mavericks,Kurt Nimphius,25.0,82.0,2284.0,0.52,0.52,0.25,0.52,0.62,0.54,0.31,0.01,106.0,105.0,100.0,105.0,82.0,100.0,92.0,28.0,26.7,0.8
1984,7,DAL,Dallas Mavericks,Dale Ellis,23.0,67.0,1059.0,0.46,0.46,0.41,0.47,0.72,0.5,0.24,0.06,93.0,92.0,166.0,95.0,95.0,93.0,73.0,219.0,-26.6,-44.1
1984,7,DAL,Dallas Mavericks,Derek Harper,22.0,82.0,1712.0,0.44,0.46,0.12,0.45,0.67,0.48,0.22,0.06,90.0,93.0,46.0,90.0,89.0,87.0,65.0,214.0,-43.9,-67.5
1984,7,DAL,Dallas Mavericks,Bill Garnett,23.0,80.0,1529.0,0.47,0.48,0.0,0.47,0.73,0.55,0.59,0.01,96.0,95.0,,95.0,96.0,101.0,175.0,25.0,-14.3,2.3
1984,7,DAL,Dallas Mavericks,Elston Turner,24.0,47.0,536.0,0.36,0.38,0.11,0.36,0.82,0.42,0.23,0.06,73.0,75.0,44.0,73.0,108.0,76.0,67.0,223.0,-39.6,-42.1
1984,7,DAL,Dallas Mavericks,Mark West,23.0,34.0,202.0,0.36,0.36,,0.36,0.32,0.36,0.52,0.0,73.0,72.0,,72.0,42.0,66.0,156.0,,-11.6,-19.1
1984,7,DAL,Dallas Mavericks,Jim Spanarkel,26.0,7.0,54.0,0.44,0.43,0.5,0.47,0.69,0.55,0.81,0.12,89.0,86.0,200.0,95.0,91.0,102.0,242.0,465.0,-0.9,0.4
1984,7,DAL,Dallas Mavericks,Roger Phegley,27.0,10.0,76.0,0.29,0.3,0.25,0.31,1.0,0.33,0.06,0.13,59.0,59.0,100.0,62.0,132.0,61.0,19.0,480.0,-11.7,-13.6
1984,7,DAL,Dallas Mavericks,Team,,,,0.5,0.51,0.23,0.5,0.76,0.55,0.33,0.02,102.0,102.0,91.0,102.0,99.0,101.0,97.0,93.0,120.0,87.9
1984,7,DAL,Dallas Mavericks,League Average,,,,0.49,0.5,0.25,0.5,0.76,0.54,0.34,0.03,,,,,,,,,,
