Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,24.0,TOT,NBA,PG,11.0,3.0,239.0,3.2,9.2,0.344,0.8,2.6,0.294,2.4,6.6,0.364,1.5,3.2,0.476,0.9,3.3,4.2,9.0,1.2,0.0,3.8,3.9,8.6
2015,24.0,PHI,NBA,PG,6.0,3.0,171.0,2.7,9.1,0.302,0.6,2.3,0.273,2.1,6.7,0.313,1.1,3.2,0.333,0.8,3.2,4.0,9.1,1.3,0.0,3.8,3.4,7.2
2015,24.0,POR,NBA,PG,5.0,0.0,68.0,4.2,9.5,0.444,1.1,3.2,0.333,3.2,6.4,0.5,2.6,3.2,0.833,1.1,3.7,4.8,9.0,1.1,0.0,3.7,5.3,12.2
2016,25.0,TOT,NBA,PG,51.0,2.0,741.0,4.7,11.1,0.419,0.8,2.3,0.333,3.9,8.8,0.442,2.6,3.6,0.716,1.3,4.1,5.3,7.9,1.6,0.1,3.2,3.5,12.7
2016,25.0,POR,NBA,PG,35.0,1.0,272.0,2.6,7.9,0.333,0.4,2.3,0.176,2.3,5.7,0.395,1.1,2.0,0.533,1.5,3.7,5.2,5.6,1.3,0.1,3.6,4.1,6.8
2016,25.0,NOP,NBA,PG,16.0,1.0,469.0,5.8,13.0,0.45,1.0,2.4,0.419,4.8,10.6,0.457,3.5,4.5,0.763,1.2,4.3,5.4,9.2,1.8,0.1,2.9,3.2,16.1
2017,26.0,NOP,NBA,PG,65.0,35.0,1525.0,3.8,9.5,0.403,0.9,3.0,0.313,2.9,6.5,0.446,2.3,3.0,0.76,0.8,3.3,4.1,7.9,1.3,0.1,2.4,3.1,11.0
2018,27.0,WAS,NBA,PG,59.0,11.0,838.0,2.9,7.4,0.395,0.7,2.4,0.304,2.2,5.0,0.44,1.0,1.3,0.767,0.8,4.2,4.9,8.3,2.0,0.3,2.4,4.2,7.6
2019,28.0,TOT,NBA,PG,59.0,19.0,1120.0,3.7,8.4,0.444,1.2,3.2,0.366,2.5,5.1,0.494,1.3,1.7,0.759,1.3,4.1,5.4,8.0,1.0,0.2,2.4,3.6,10.0
2019,28.0,NOP,NBA,PG,47.0,17.0,909.0,3.5,7.7,0.451,1.1,3.0,0.351,2.4,4.7,0.517,1.3,1.6,0.78,1.3,4.2,5.4,8.2,1.0,0.2,2.4,3.7,9.3
2019,28.0,MIL,NBA,PG,12.0,2.0,211.0,4.8,11.3,0.424,1.7,4.1,0.417,3.1,7.2,0.429,1.5,2.2,0.692,1.5,3.8,5.3,7.2,0.9,0.2,2.7,3.2,12.8
2020,29.0,DET,NBA,PG,27.0,11.0,355.0,3.4,9.5,0.362,1.0,3.0,0.333,2.4,6.5,0.375,1.9,2.4,0.792,0.9,2.4,3.3,9.4,1.4,0.4,3.7,4.3,9.8
2021,30.0,MEM,NBA,PG,3.0,0.0,33.0,2.2,8.7,0.25,0.0,2.2,0.0,2.2,6.5,0.333,0.0,0.0,,0.0,4.4,4.4,7.6,1.1,0.0,3.3,4.4,4.4
