Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,22,ORL,Orlando Magic,Dwight Howard,25,6,6,258,7.1,11.3,0.63,0.0,0.1,0.0,7.1,11.2,0.64,8.4,12.3,0.68,3.8,9.2,13.0,0.4,0.6,1.5,4.6,3.5,22.6
2011,22,ORL,Orlando Magic,Jameer Nelson,28,6,6,216,5.2,13.7,0.38,1.0,4.3,0.23,4.2,9.3,0.45,1.8,2.3,0.79,1.2,3.0,4.2,5.0,2.0,0.0,1.3,2.3,13.2
2011,22,ORL,Orlando Magic,Hedo Turkoglu,31,6,6,209,3.4,11.7,0.29,1.2,5.2,0.23,2.2,6.5,0.34,1.4,2.4,0.57,0.2,3.1,3.3,3.8,1.4,0.2,1.2,3.1,9.5
2011,22,ORL,Orlando Magic,Jason Richardson,30,5,5,153,4.0,12.0,0.33,1.9,5.9,0.32,2.1,6.1,0.35,1.9,1.9,1.0,1.2,3.5,4.7,1.4,0.7,0.5,0.7,3.8,11.8
2011,22,ORL,Orlando Magic,Ryan Anderson,22,6,0,147,2.0,7.3,0.27,1.5,4.9,0.3,0.5,2.4,0.2,1.5,1.5,1.0,2.4,4.2,6.6,0.7,1.2,0.2,0.2,3.9,6.9
2011,22,ORL,Orlando Magic,Brandon Bass,25,6,6,139,4.1,9.8,0.42,0.0,0.0,,4.1,9.8,0.42,3.1,3.4,0.92,3.1,3.4,6.5,0.5,0.8,1.3,1.8,1.8,11.4
2011,22,ORL,Orlando Magic,J.J. Redick,26,6,0,120,4.5,12.6,0.36,0.3,4.5,0.07,4.2,8.1,0.52,2.7,3.6,0.75,0.0,3.3,3.3,1.8,0.3,0.3,2.1,2.4,12.0
2011,22,ORL,Orlando Magic,Quentin Richardson,30,6,1,98,2.9,5.5,0.53,1.8,3.7,0.5,1.1,1.8,0.6,0.7,0.7,1.0,1.1,4.4,5.5,0.7,0.4,0.4,0.7,3.3,8.4
2011,22,ORL,Orlando Magic,Gilbert Arenas,29,5,0,81,8.0,18.7,0.43,1.3,5.3,0.25,6.7,13.3,0.5,1.8,2.7,0.67,1.8,4.4,6.2,5.3,0.4,0.4,2.7,6.2,19.1
2011,22,ORL,Orlando Magic,Malik Allen,32,1,0,7,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,0.0,5.1,10.3,0.5,0.0,5.1,5.1,0.0,0.0,0.0,0.0,10.3,5.1
2011,22,ORL,Orlando Magic,Earl Clark,23,1,0,6,6.0,18.0,0.33,0.0,0.0,,6.0,18.0,0.33,0.0,0.0,,12.0,12.0,24.0,6.0,6.0,6.0,0.0,0.0,12.0
2011,22,ORL,Orlando Magic,Chris Duhon,28,1,0,4,9.0,18.0,0.5,9.0,18.0,0.5,0.0,0.0,,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
