Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,26,2361,SAC,Sacramento Kings,Ronnie Price,"June 21, 1983",22.0,NBA,PG,29.0,0.0,150.0,5.0,13.9,0.36,1.4,6.5,0.22,3.6,7.4,0.48,2.9,2.9,1.0,1.2,2.4,3.6,2.6,1.4,0.0,2.4,2.4,14.4
2007,26,2361,SAC,Sacramento Kings,Ronnie Price,"June 21, 1983",23.0,NBA,PG,58.0,1.0,563.0,4.3,11.0,0.39,1.3,4.2,0.32,2.9,6.8,0.43,2.4,3.5,0.67,1.0,3.6,4.5,3.1,1.8,0.3,2.1,4.1,12.3
2008,29,2361,UTA,Utah Jazz,Ronnie Price,"June 21, 1983",24.0,NBA,PG,61.0,3.0,588.0,5.4,12.5,0.43,1.6,4.6,0.35,3.8,7.9,0.48,1.6,2.3,0.68,0.5,2.3,2.8,4.8,2.0,0.2,1.8,5.1,14.0
2009,29,2361,UTA,Utah Jazz,Ronnie Price,"June 21, 1983",25.0,NBA,PG,52.0,17.0,738.0,3.8,9.9,0.38,0.9,3.0,0.31,2.8,6.9,0.41,1.7,2.2,0.76,0.6,2.8,3.4,5.3,1.9,0.2,3.0,3.6,10.1
2010,29,2361,UTA,Utah Jazz,Ronnie Price,"June 21, 1983",26.0,NBA,PG,60.0,4.0,806.0,4.4,10.8,0.4,0.8,2.8,0.29,3.6,8.0,0.45,1.8,2.6,0.7,1.3,2.1,3.3,5.5,1.8,0.6,2.5,4.9,11.4
2011,29,2361,UTA,Utah Jazz,Ronnie Price,"June 21, 1983",27.0,NBA,SG,59.0,0.0,717.0,3.7,10.5,0.35,1.0,3.5,0.29,2.7,7.1,0.38,1.5,2.0,0.74,1.1,2.0,3.1,2.8,2.1,0.3,2.8,5.3,9.9
2012,24,2361,PHO,Phoenix Suns,Ronnie Price,"June 21, 1983",28.0,NBA,PG,36.0,8.0,517.0,3.4,9.1,0.38,0.9,3.1,0.3,2.5,6.0,0.42,1.4,1.7,0.8,1.3,2.6,3.9,4.7,2.4,0.2,3.2,5.0,9.1
2013,25,2361,POR,Portland Trail Blazers,Ronnie Price,"June 21, 1983",29.0,NBA,PG,39.0,0.0,510.0,2.8,8.5,0.32,0.7,2.8,0.26,2.0,5.7,0.36,1.2,1.7,0.71,0.9,2.2,3.1,5.2,1.8,0.2,2.4,4.3,7.4
2014,22,2361,ORL,Orlando Magic,Ronnie Price,"June 21, 1983",30.0,NBA,SG,31.0,2.0,377.0,2.7,8.8,0.3,0.9,4.1,0.21,1.8,4.7,0.39,0.9,1.2,0.69,0.8,3.3,4.1,6.3,2.4,0.2,2.5,4.8,7.1
2015,14,2361,LAL,Los Angeles Lakers,Ronnie Price,"June 21, 1983",31.0,NBA,PG,43.0,20.0,982.0,2.8,8.2,0.34,1.1,4.0,0.28,1.7,4.2,0.4,1.3,1.6,0.8,0.7,1.8,2.5,6.0,2.5,0.1,1.9,4.3,8.1
2016,24,2361,PHO,Phoenix Suns,Ronnie Price,"June 21, 1983",32.0,NBA,PG,62.0,18.0,1211.0,3.4,9.0,0.38,2.0,5.8,0.35,1.4,3.2,0.45,0.9,1.2,0.76,0.7,2.2,2.9,4.4,2.2,0.4,2.1,4.8,9.8
2017,24,2361,PHO,Phoenix Suns,Ronnie Price,"June 21, 1983",33.0,NBA,PG,14.0,0.0,134.0,1.1,6.4,0.17,0.8,4.6,0.18,0.3,1.9,0.14,0.8,1.1,0.75,0.8,2.1,3.0,4.8,3.0,0.3,0.8,3.8,3.8
