SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,18,MIN,Kevin Garnett,24.0,81,81.0,3202,704,1475,0.48,19,66,0.29,685,1409,0.49,0.48,357,467,0.76,219,702,921,401,111,145,230,204,1784
2001,18,MIN,Wally Szczerbiak,23.0,82,82.0,2856,469,920,0.51,26,77,0.34,443,843,0.53,0.52,181,208,0.87,133,314,447,260,59,33,138,226,1145
2001,18,MIN,Terrell Brandon,30.0,78,78.0,2821,511,1134,0.45,33,91,0.36,478,1043,0.46,0.46,195,224,0.87,60,238,298,583,161,21,155,138,1250
2001,18,MIN,Anthony Peeler,31.0,75,41.0,2126,308,732,0.42,100,256,0.39,208,476,0.44,0.49,75,87,0.86,44,148,192,192,91,18,105,166,791
2001,18,MIN,LaPhonso Ellis,30.0,82,5.0,1948,298,642,0.46,7,22,0.32,291,620,0.47,0.47,169,214,0.79,199,295,494,93,67,74,108,290,772
2001,18,MIN,Chauncey Billups,24.0,77,33.0,1790,248,587,0.42,73,194,0.38,175,393,0.44,0.48,144,171,0.84,32,126,158,260,51,11,111,178,713
2001,18,MIN,Rasho NesteroviA,24.0,73,39.0,1233,147,319,0.46,0,1,0.0,147,318,0.46,0.46,34,65,0.52,99,187,286,45,25,63,55,189,328
2001,18,MIN,Sam Mitchell,37.0,82,4.0,983,118,289,0.41,9,43,0.21,109,246,0.44,0.42,40,55,0.73,28,95,123,57,26,10,36,117,285
2001,18,MIN,Dean Garrett,34.0,70,21.0,831,75,156,0.48,0,0,,75,156,0.48,0.48,27,39,0.69,65,152,217,24,26,49,25,93,177
2001,18,MIN,Reggie Slater,30.0,55,16.0,686,90,175,0.51,0,0,,90,175,0.51,0.51,74,110,0.67,78,108,186,26,18,9,43,126,254
2001,18,MIN,William Avery,21.0,55,0.0,463,55,144,0.38,16,59,0.27,39,85,0.46,0.44,28,36,0.78,5,24,29,75,13,4,45,48,154
2001,18,MIN,Felipe LApez,26.0,23,10.0,457,69,152,0.45,13,23,0.56,56,129,0.43,0.5,19,33,0.58,25,49,74,34,21,12,27,46,170
2001,18,MIN,Todd Day,31.0,31,0.0,345,44,118,0.37,26,69,0.38,18,49,0.37,0.48,18,23,0.78,10,27,37,28,10,7,24,52,132
2001,18,MIN,Sam Jacobson,25.0,14,0.0,59,9,18,0.5,0,0,,9,18,0.5,0.5,2,3,0.67,3,3,6,4,3,0,0,19,20
2001,18,MIN,Tom Hammonds,33.0,7,0.0,30,3,10,0.3,0,0,,3,10,0.3,0.3,1,2,0.5,2,2,4,1,0,0,3,8,7
2001,18,MIN,Team Totals,,82,,19830,3148,6871,0.46,322,901,0.36,2826,5970,0.47,0.48,1364,1737,0.78,1002,2470,3472,2083,682,456,1136,1900,7982
