SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,12,IND,Reggie Miller,35.0,81,81.0,3181,517,1176,0.44,170,464,0.37,347,712,0.49,0.51,323,348,0.93,38,247,285,260,81,15,133,162,1527
2001,12,IND,Jalen Rose,28.0,72,72.0,2943,567,1242,0.46,59,174,0.34,508,1068,0.48,0.48,285,344,0.83,37,322,359,435,65,43,211,230,1478
2001,12,IND,Jermaine O'Neal,22.0,81,80.0,2641,404,868,0.46,0,5,0.0,404,863,0.47,0.46,233,388,0.6,249,545,794,98,49,228,161,280,1041
2001,12,IND,Travis Best,28.0,77,21.0,2457,347,788,0.44,37,97,0.38,310,691,0.45,0.46,187,226,0.83,38,184,222,473,110,11,127,246,918
2001,12,IND,Al Harrington,20.0,78,38.0,1892,241,543,0.44,1,7,0.14,240,536,0.45,0.44,103,157,0.66,119,262,381,130,63,18,148,223,586
2001,12,IND,Austin Croshere,25.0,81,23.0,1874,276,701,0.39,70,207,0.34,206,494,0.42,0.44,200,231,0.87,123,264,387,92,36,50,136,180,822
2001,12,IND,Jeff Foster,24.0,71,9.0,1152,100,213,0.47,2,7,0.29,98,206,0.48,0.47,47,91,0.52,144,245,389,33,39,28,52,152,249
2001,12,IND,Sam Perkins,39.0,64,41.0,999,86,226,0.38,38,110,0.34,48,116,0.41,0.46,32,38,0.84,32,136,168,41,33,18,19,61,242
2001,12,IND,Derrick McKey,34.0,66,20.0,987,60,136,0.44,4,20,0.2,56,116,0.48,0.46,21,27,0.78,49,127,176,74,48,13,47,136,145
2001,12,IND,Zan Tabak,30.0,55,14.0,777,98,186,0.53,0,0,,98,186,0.53,0.53,20,47,0.43,65,148,213,33,10,30,57,125,216
2001,12,IND,Jonathan Bender,20.0,59,7.0,574,66,186,0.36,11,41,0.27,55,145,0.38,0.38,50,68,0.74,14,60,74,32,7,28,42,73,193
2001,12,IND,Tyus Edney,27.0,24,0.0,263,35,91,0.38,1,6,0.17,34,85,0.4,0.39,35,39,0.9,5,19,24,54,17,0,25,17,106
2001,12,IND,Bruno Å undov,20.0,11,4.0,120,20,41,0.49,0,4,0.0,20,37,0.54,0.49,3,5,0.6,4,19,23,2,2,4,3,21,43
2001,12,IND,Terry Mills,33.0,14,0.0,113,11,34,0.32,3,17,0.18,8,17,0.47,0.37,0,0,,4,17,21,5,3,1,10,20,25
2001,12,IND,Lari Ketner,23.0,3,0.0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,2,0,0
2001,12,IND,Team Totals,,82,,19980,2828,6431,0.44,396,1159,0.34,2432,5272,0.46,0.47,1539,2009,0.77,921,2595,3516,1763,563,487,1244,1926,7591
