SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2004,27,SAS,Bruce Bowen,32,82,2624,8.2,0.51,0.42,0.23,1.9,8.8,5.4,6.7,1.7,0.9,14.0,11.3,0.8,4.6,5.4,0.1,-2.6,2.2,-0.5,1.0
2004,27,SAS,Tony Parker,21,75,2577,15.7,0.52,0.21,0.29,1.9,8.3,5.1,28.7,1.3,0.2,14.4,22.3,3.5,4.0,7.5,0.14,0.8,0.0,0.8,1.8
2004,27,SAS,Tim Duncan,27,69,2527,27.1,0.53,0.01,0.5,10.2,27.6,19.0,17.4,1.3,5.3,11.3,29.7,5.9,7.2,13.1,0.25,5.2,3.3,8.5,6.7
2004,27,SAS,Rasho Nesterovic,27,82,2353,15.3,0.47,0.0,0.16,12.4,17.6,15.0,8.4,1.2,5.1,12.5,16.8,1.6,5.6,7.2,0.15,-1.1,2.2,1.1,1.9
2004,27,SAS,Manu Ginobili,26,77,2260,18.5,0.54,0.31,0.38,4.3,12.6,8.5,22.5,3.2,0.5,14.9,22.1,4.0,5.1,9.1,0.19,1.5,3.1,4.7,3.8
2004,27,SAS,Hedo Turkoglu,24,80,2073,14.1,0.52,0.37,0.25,2.8,16.3,9.7,12.5,2.1,1.1,11.6,18.1,2.2,4.5,6.7,0.16,0.1,2.4,2.5,2.3
2004,27,SAS,Robert Horry,33,81,1290,14.5,0.5,0.31,0.31,9.5,14.0,11.8,12.8,2.0,2.8,12.2,16.1,1.7,2.9,4.6,0.17,0.0,2.7,2.7,1.5
2004,27,SAS,Malik Rose,29,67,1256,15.0,0.53,0.01,0.56,9.9,18.5,14.2,9.4,1.5,1.4,18.2,22.6,1.1,2.7,3.8,0.14,-2.1,1.1,-1.0,0.3
2004,27,SAS,Jason Hart,25,53,660,12.3,0.5,0.06,0.27,1.7,11.5,6.7,20.1,2.3,0.6,14.0,14.5,0.6,1.3,1.9,0.14,-2.8,3.0,0.2,0.4
2004,27,SAS,Devin Brown,25,58,627,13.1,0.51,0.07,0.38,6.9,16.2,11.6,9.0,1.3,0.5,14.3,19.7,0.5,1.2,1.7,0.13,-1.9,0.6,-1.4,0.1
2004,27,SAS,Ron Mercer,27,39,516,9.3,0.45,0.03,0.08,2.2,8.3,5.3,7.8,1.5,0.7,10.6,21.9,-0.4,0.8,0.4,0.04,-3.9,0.3,-3.6,-0.2
2004,27,SAS,Charlie Ward,33,36,425,8.7,0.45,0.52,0.05,0.5,12.0,6.3,17.3,2.2,0.5,16.9,17.4,-0.3,0.8,0.6,0.06,-2.8,1.7,-1.1,0.1
2004,27,SAS,Kevin Willis,41,48,373,14.9,0.49,0.01,0.26,11.2,18.1,14.7,5.5,3.0,1.8,16.1,24.7,-0.1,1.0,0.9,0.11,-3.4,1.5,-1.9,0.0
2004,27,SAS,Anthony Carter,28,5,87,0.3,0.3,0.08,0.0,2.6,11.4,7.1,23.3,2.5,0.0,24.5,26.0,-0.5,0.2,-0.3,-0.18,-9.9,-1.0,-10.9,-0.2
2004,27,SAS,Shane Heal,33,6,72,5.3,0.42,0.75,0.21,1.6,4.6,3.1,11.2,0.7,0.0,16.0,20.0,-0.1,0.1,0.0,-0.01,-3.2,-0.4,-3.6,0.0
2004,27,SAS,Matt Carroll,23,3,22,-1.5,0.44,0.0,0.8,5.1,10.0,7.6,7.2,2.4,0.0,37.2,22.6,-0.1,0.0,-0.1,-0.13,-12.5,1.0,-11.5,-0.1
2004,27,SAS,Alex Garcia,23,2,13,-4.7,0.19,0.0,0.29,0.0,0.0,0.0,0.0,8.3,0.0,11.3,31.6,-0.1,0.0,-0.1,-0.32,-14.5,0.9,-13.6,0.0
