PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Stephen Curry,24,12,12,41.4,8.5,19.6,0.434,3.5,8.8,0.396,5.0,10.8,0.465,0.523,2.9,3.2,0.9209999999999999,0.4,3.4,3.8,8.1,1.7,0.2,3.3,2.9,23.4
Klay Thompson,22,12,12,41.3,6.3,14.5,0.43700000000000006,2.1,4.9,0.424,4.3,9.6,0.44299999999999995,0.509,0.4,0.5,0.833,0.8,3.8,4.6,1.8,1.0,0.6,2.0,3.7,15.2
Harrison Barnes,20,12,12,38.4,6.0,13.5,0.444,1.6,4.3,0.365,4.4,9.2,0.48200000000000004,0.503,2.5,2.9,0.857,1.5,4.9,6.4,1.3,0.6,0.4,1.3,2.8,16.1
Jarrett Jack,29,12,4,35.5,6.5,12.8,0.506,0.6,2.0,0.292,5.9,10.8,0.546,0.529,3.6,4.0,0.8959999999999999,0.6,3.8,4.4,4.7,0.9,0.3,3.2,2.2,17.2
Andrew Bogut,28,12,12,27.3,3.3,5.6,0.5820000000000001,0.0,0.0,,3.3,5.6,0.5820000000000001,0.5820000000000001,0.7,1.9,0.348,3.3,7.7,10.9,1.8,0.5,1.5,1.8,3.3,7.2
Carl Landry,29,12,3,20.5,4.3,8.3,0.52,0.0,0.0,,4.3,8.3,0.52,0.52,3.2,4.3,0.731,1.8,3.3,5.2,1.4,0.6,0.2,1.6,2.4,11.8
Draymond Green,22,12,1,18.6,2.0,4.7,0.429,0.8,1.9,0.391,1.3,2.8,0.455,0.509,1.1,1.4,0.765,1.2,3.1,4.3,1.6,0.5,0.8,1.0,2.9,5.8
Festus Ezeli,23,12,3,11.2,0.5,1.1,0.462,0.0,0.0,,0.5,1.1,0.462,0.462,1.0,1.8,0.5710000000000001,1.1,1.4,2.5,0.2,0.3,0.6,1.0,2.0,2.0
David Lee,29,6,1,10.8,2.2,5.5,0.39399999999999996,0.0,0.0,,2.2,5.5,0.39399999999999996,0.39399999999999996,0.7,1.0,0.667,1.0,3.7,4.7,0.8,0.5,0.2,0.8,0.8,5.0
Andris Biedriņš,26,3,0,5.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.7,1.7,2.3,0.3,0.0,0.7,0.3,2.0,0.0
Richard Jefferson,32,7,0,5.6,0.6,1.3,0.444,0.3,0.4,0.667,0.3,0.9,0.33299999999999996,0.556,0.4,1.3,0.33299999999999996,0.3,0.7,1.0,0.1,0.1,0.1,0.0,0.7,1.9
Kent Bazemore,23,9,0,1.8,0.1,0.9,0.125,0.0,0.1,0.0,0.1,0.8,0.14300000000000002,0.125,0.0,0.4,0.0,0.1,0.4,0.6,0.2,0.1,0.0,0.2,0.3,0.2
Scott Machado,22,5,0,1.6,0.2,0.4,0.5,0.0,0.0,,0.2,0.4,0.5,0.5,0.2,0.4,0.5,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.6
Dwayne Jones,29,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
